#ORTHOLOGY_ASSIGNMENTS_FROM_EFFIE_7_2022				
name_dc3000_new	name_p25c2_new	name_p25c2	name_dc3000	name_p7
WP_007243875.1	DAKCFMEO_03924	BJEIHDPM_04588	PSPTO_RS15020	
WP_007243881.1	DAKCFMEO_03910	BJEIHDPM_04574	PSPTO_RS14985	PDOHHFKI_04235
WP_007243883.1	DAKCFMEO_03907	BJEIHDPM_04571	PSPTO_RS14975	
WP_007243944.1	DAKCFMEO_03801	BJEIHDPM_04464	PSPTO_RS14520	
WP_007243977.1	DAKCFMEO_03748	BJEIHDPM_04411	PSPTO_RS14290	
WP_007243982.1	DAKCFMEO_03743	BJEIHDPM_04406	PSPTO_RS14265	PDOHHFKI_00291
WP_007244012.1	DAKCFMEO_01184	BJEIHDPM_04362	PSPTO_RS14055	
WP_007244032.1	DAKCFMEO_02724	BJEIHDPM_00773	PSPTO_RS06620	PDOHHFKI_03474
WP_007244046.1	DAKCFMEO_02743	BJEIHDPM_00792	PSPTO_RS06510	PDOHHFKI_03534
WP_007244060.1	DAKCFMEO_02754	BJEIHDPM_00803	PSPTO_RS06405	PDOHHFKI_00795
WP_007244063.1	DAKCFMEO_02758	BJEIHDPM_00807	PSPTO_RS06385	
WP_007244070.1	DAKCFMEO_02768	BJEIHDPM_00818	PSPTO_RS06340	
WP_007244073.1	DAKCFMEO_02771	BJEIHDPM_00821	PSPTO_RS06325	
WP_007244082.1	DAKCFMEO_02792	BJEIHDPM_00842	PSPTO_RS06225	PDOHHFKI_00809
WP_007244088.1	DAKCFMEO_03375	BJEIHDPM_00850	PSPTO_RS06195	PDOHHFKI_03482
WP_007244090.1	DAKCFMEO_03378	BJEIHDPM_00853	PSPTO_RS06180	PDOHHFKI_03485
WP_007244096.1	DAKCFMEO_03386	BJEIHDPM_00861	PSPTO_RS06115	
WP_007244100.1	DAKCFMEO_03392	BJEIHDPM_00867	PSPTO_RS06085	
WP_007244107.1	DAKCFMEO_03401	BJEIHDPM_00876	PSPTO_RS06045	PDOHHFKI_03508
WP_007244110.1	DAKCFMEO_03412	BJEIHDPM_00887	PSPTO_RS05995	
WP_007244127.1	DAKCFMEO_03450	BJEIHDPM_00925	PSPTO_RS05675	
WP_007244130.1	DAKCFMEO_01733	BJEIHDPM_01054	PSPTO_RS05665	
WP_007244130.1	DAKCFMEO_03452	BJEIHDPM_00927	PSPTO_RS05665	
WP_007244158.1	DAKCFMEO_01735	BJEIHDPM_01056	PSPTO_RS05555	PDOHHFKI_03110
WP_007244158.1	DAKCFMEO_00770	BJEIHDPM_03948	PSPTO_RS12170	PDOHHFKI_03110
WP_007244210.1	DAKCFMEO_02663	BJEIHDPM_03735	PSPTO_RS10940	
WP_007244213.1	DAKCFMEO_02657	BJEIHDPM_03729	PSPTO_RS10920	PDOHHFKI_02948
WP_007244218.1	DAKCFMEO_02648	BJEIHDPM_03720	PSPTO_RS10885	PDOHHFKI_03111
WP_007244311.1	DAKCFMEO_02634	BJEIHDPM_03706	PSPTO_RS10705	
WP_007244314.1	DAKCFMEO_02620	BJEIHDPM_03692	PSPTO_RS10635	PDOHHFKI_01164
WP_007244321.1	DAKCFMEO_02611	BJEIHDPM_03683	PSPTO_RS10590	PDOHHFKI_03612
WP_007244324.1	DAKCFMEO_02602	BJEIHDPM_03674	PSPTO_RS10550	PDOHHFKI_03603
WP_007244335.1	DAKCFMEO_02583	BJEIHDPM_03655	PSPTO_RS10470	PDOHHFKI_01931
WP_007244349.1	DAKCFMEO_02567	BJEIHDPM_03639	PSPTO_RS10375	PDOHHFKI_03021
WP_007244356.1	DAKCFMEO_02559	BJEIHDPM_03631	PSPTO_RS10340	PDOHHFKI_03015
WP_007244357.1	DAKCFMEO_02555	BJEIHDPM_03627	PSPTO_RS10320	
WP_007244363.1	DAKCFMEO_02542	BJEIHDPM_03614	PSPTO_RS10250	PDOHHFKI_01993
WP_007244364.1	DAKCFMEO_02540	BJEIHDPM_03612	PSPTO_RS10240	PDOHHFKI_01995
WP_007244365.1	DAKCFMEO_02536	BJEIHDPM_03608	PSPTO_RS10220	
WP_007244370.1	DAKCFMEO_02527	BJEIHDPM_03599	PSPTO_RS10175	PDOHHFKI_02008
WP_007244381.1	DAKCFMEO_02510	BJEIHDPM_03582	PSPTO_RS10090	PDOHHFKI_03139
WP_007244383.1	DAKCFMEO_02505	BJEIHDPM_03577	PSPTO_RS10060	
WP_007244389.1	DAKCFMEO_02494	BJEIHDPM_03565	PSPTO_RS09990	
WP_007244400.1	DAKCFMEO_02485	BJEIHDPM_03556	PSPTO_RS09940	
WP_007244403.1	DAKCFMEO_02482	BJEIHDPM_03554	PSPTO_RS09930	PDOHHFKI_00558
WP_007244435.1	DAKCFMEO_02840	BJEIHDPM_02426	PSPTO_RS02970	PDOHHFKI_00898
WP_007244442.1	DAKCFMEO_02852	BJEIHDPM_02414	PSPTO_RS02900	PDOHHFKI_04454
WP_007244448.1	DAKCFMEO_02859	BJEIHDPM_02407	PSPTO_RS02865	PDOHHFKI_04461
WP_007244449.1	DAKCFMEO_02861	BJEIHDPM_02405	PSPTO_RS02855	PDOHHFKI_04463
WP_007244455.1	DAKCFMEO_02869	BJEIHDPM_02397	PSPTO_RS02815	PDOHHFKI_04472
WP_007244499.1	DAKCFMEO_02929	BJEIHDPM_02337	PSPTO_RS02545	
WP_007244528.1	DAKCFMEO_02942	BJEIHDPM_02324	PSPTO_RS02330	PDOHHFKI_04517
WP_007244533.1	DAKCFMEO_05053	BJEIHDPM_01426	PSPTO_RS02295	PDOHHFKI_01100
WP_007244549.1	DAKCFMEO_04959	BJEIHDPM_01333	PSPTO_RS02135	PDOHHFKI_01282
WP_007244552.1	DAKCFMEO_02176	BJEIHDPM_02297	PSPTO_RS02100	PDOHHFKI_01277
WP_007244559.1	DAKCFMEO_02159	BJEIHDPM_02280	PSPTO_RS02025	PDOHHFKI_00197
WP_007244563.1	DAKCFMEO_02149	BJEIHDPM_02270	PSPTO_RS01985	
WP_007244569.1	DAKCFMEO_04984	BJEIHDPM_01358	PSPTO_RS25925	PDOHHFKI_00205
WP_007244571.1	DAKCFMEO_04980	BJEIHDPM_01354	PSPTO_RS25905	PDOHHFKI_02013
WP_007244575.1	DAKCFMEO_04957	BJEIHDPM_01331	PSPTO_RS25885	PDOHHFKI_00810
WP_007244577.1	DAKCFMEO_04953	BJEIHDPM_01327	PSPTO_RS25865	PDOHHFKI_00815
WP_007244579.1	DAKCFMEO_04950	BJEIHDPM_01324	PSPTO_RS25850	PDOHHFKI_00818
WP_007244601.1	DAKCFMEO_04910	BJEIHDPM_01284	PSPTO_RS25645	
WP_007244602.1	DAKCFMEO_04909	BJEIHDPM_01283	PSPTO_RS25635	PDOHHFKI_01301
WP_007244608.1	DAKCFMEO_04898	BJEIHDPM_01272	PSPTO_RS25585	PDOHHFKI_04430
WP_007244624.1	DAKCFMEO_04856	BJEIHDPM_01231	PSPTO_RS25375	PDOHHFKI_02216
WP_007244641.1	DAKCFMEO_03617	BJEIHDPM_02605	PSPTO_RS25220	PDOHHFKI_01044
WP_007244646.1	DAKCFMEO_03627	BJEIHDPM_02615	PSPTO_RS25165	PDOHHFKI_04844
WP_007244650.1	DAKCFMEO_03633	BJEIHDPM_02621	PSPTO_RS25135	PDOHHFKI_04850
WP_007244651.1	DAKCFMEO_03634	BJEIHDPM_02622	PSPTO_RS25130	PDOHHFKI_04852
WP_007244655.1	DAKCFMEO_03641	BJEIHDPM_02629	PSPTO_RS25095	
WP_007244656.1	DAKCFMEO_03643	BJEIHDPM_02631	PSPTO_RS25085	
WP_007244661.1	DAKCFMEO_03652	BJEIHDPM_02640	PSPTO_RS25040	PDOHHFKI_00827
WP_007244663.1	DAKCFMEO_03657	BJEIHDPM_02645	PSPTO_RS25020	PDOHHFKI_04859
WP_007244669.1	DAKCFMEO_03599	BJEIHDPM_02587	PSPTO_RS24980	PDOHHFKI_00847
WP_007244673.1	DAKCFMEO_03606	BJEIHDPM_02594	PSPTO_RS24945	PDOHHFKI_00856
WP_007244675.1	DAKCFMEO_03608	BJEIHDPM_02596	PSPTO_RS24935	PDOHHFKI_00858
WP_007244676.1	DAKCFMEO_03612	BJEIHDPM_02600	PSPTO_RS24915	PDOHHFKI_00861
WP_007244715.1	DAKCFMEO_00727	BJEIHDPM_03905	PSPTO_RS11860	PDOHHFKI_03087
WP_007244755.1	DAKCFMEO_00670	BJEIHDPM_03848	PSPTO_RS11540	
WP_007244776.1	DAKCFMEO_00630	BJEIHDPM_03808	PSPTO_RS11340	
WP_007244779.1	DAKCFMEO_00626	BJEIHDPM_03804	PSPTO_RS11315	
WP_007244780.1	DAKCFMEO_00624	BJEIHDPM_03802	PSPTO_RS11305	PDOHHFKI_01866
WP_007244781.1	DAKCFMEO_00620	BJEIHDPM_03798	PSPTO_RS11290	PDOHHFKI_01870
WP_007244820.1	DAKCFMEO_01463	BJEIHDPM_04969	PSPTO_RS07365	
WP_007244847.1	DAKCFMEO_00999	BJEIHDPM_04177	PSPTO_RS07165	
WP_007244877.1	DAKCFMEO_00852	BJEIHDPM_04030	PSPTO_RS06980	
WP_007244877.1	DAKCFMEO_03008	BJEIHDPM_00701	PSPTO_RS06980	
WP_007244881.1	DAKCFMEO_03000	BJEIHDPM_00709	PSPTO_RS06945	
WP_007244885.1	DAKCFMEO_02996	BJEIHDPM_00713	PSPTO_RS06915	
WP_007244904.1	DAKCFMEO_03292	BJEIHDPM_00745	PSPTO_RS06760	PDOHHFKI_02969
WP_007244945.1	DAKCFMEO_01259	BJEIHDPM_01818	PSPTO_RS29050	PDOHHFKI_01067
WP_007244951.1	DAKCFMEO_01244	BJEIHDPM_01803	PSPTO_RS28975	PDOHHFKI_01052
WP_007244964.1	DAKCFMEO_01726	BJEIHDPM_01047	PSPTO_RS05575	PDOHHFKI_00110
WP_007244964.1	DAKCFMEO_01223	BJEIHDPM_01782	PSPTO_RS28755	PDOHHFKI_00110
WP_007244980.1	DAKCFMEO_01199	BJEIHDPM_01758	PSPTO_RS28635	
WP_007244983.1	DAKCFMEO_01195	BJEIHDPM_01754	PSPTO_RS28615	
WP_007244998.1	DAKCFMEO_01570	BJEIHDPM_01731	PSPTO_RS28500	PDOHHFKI_01000
WP_007245011.1	DAKCFMEO_01591	BJEIHDPM_01710	PSPTO_RS28395	PDOHHFKI_00971
WP_007245012.1	DAKCFMEO_01594	BJEIHDPM_01707	PSPTO_RS28385	PDOHHFKI_00969
WP_007245030.1	DAKCFMEO_02465	BJEIHDPM_03537	PSPTO_RS09880	
WP_007245069.1	DAKCFMEO_02404	BJEIHDPM_03476	PSPTO_RS09620	
WP_007245075.1	DAKCFMEO_04515	BJEIHDPM_05305	PSPTO_RS09555	PDOHHFKI_03172
WP_007245081.1	DAKCFMEO_04506	BJEIHDPM_05314	PSPTO_RS09510	PDOHHFKI_03180
WP_007245081.1	DAKCFMEO_01671	BJEIHDPM_00992	PSPTO_RS09510	PDOHHFKI_04812
WP_007245106.1	DAKCFMEO_02366	BJEIHDPM_03438	PSPTO_RS09325	
WP_007245137.1	DAKCFMEO_02307	BJEIHDPM_03379	PSPTO_RS09075	PDOHHFKI_04005
WP_007245153.1	DAKCFMEO_04279	BJEIHDPM_00200	PSPTO_RS19700	
WP_007245166.1	DAKCFMEO_04295	BJEIHDPM_00184	PSPTO_RS19605	
WP_007245189.1	DAKCFMEO_00603	BJEIHDPM_02708	PSPTO_RS19430	
WP_007245200.1	DAKCFMEO_04329	BJEIHDPM_00150	PSPTO_RS19400	PDOHHFKI_03574
WP_007245213.1	DAKCFMEO_04349	BJEIHDPM_00130	PSPTO_RS19260	PDOHHFKI_02303
WP_007245218.1	DAKCFMEO_04361	BJEIHDPM_00118	PSPTO_RS19200	
WP_007245274.1	DAKCFMEO_04542	BJEIHDPM_05278	PSPTO_RS18790	PDOHHFKI_01975
WP_007245289.1	DAKCFMEO_04563	BJEIHDPM_05257	PSPTO_RS18595	
WP_007245290.1	DAKCFMEO_04564	BJEIHDPM_05256	PSPTO_RS18590	
WP_007245315.1	DAKCFMEO_04626	BJEIHDPM_05194	PSPTO_RS18420	
WP_007245346.1	DAKCFMEO_04672	BJEIHDPM_05148	PSPTO_RS18205	PDOHHFKI_02992
WP_007245350.1	DAKCFMEO_04676	BJEIHDPM_05144	PSPTO_RS18180	PDOHHFKI_02998
WP_007245351.1	DAKCFMEO_04679	BJEIHDPM_05141	PSPTO_RS18165	PDOHHFKI_03001
WP_007245353.1	DAKCFMEO_04681	BJEIHDPM_05139	PSPTO_RS18155	PDOHHFKI_03003
WP_007245354.1	DAKCFMEO_04683	BJEIHDPM_05137	PSPTO_RS18145	PDOHHFKI_03005
WP_007245360.1	DAKCFMEO_04693	BJEIHDPM_05127	PSPTO_RS18100	
WP_007245369.1	DAKCFMEO_03267	BJEIHDPM_00601	PSPTO_RS07720	
WP_007245370.1	DAKCFMEO_03265	BJEIHDPM_00599	PSPTO_RS07730	PDOHHFKI_03407
WP_007245372.1	DAKCFMEO_03259	BJEIHDPM_00593	PSPTO_RS07765	PDOHHFKI_03399
WP_007245377.1	DAKCFMEO_03253	BJEIHDPM_00587	PSPTO_RS07795	
WP_007245391.1	DAKCFMEO_03233	BJEIHDPM_00567	PSPTO_RS07890	PDOHHFKI_03366
WP_007245401.1	DAKCFMEO_03214	BJEIHDPM_00548	PSPTO_RS07970	PDOHHFKI_03342
WP_007245412.1	DAKCFMEO_03201	BJEIHDPM_00534	PSPTO_RS08035	PDOHHFKI_00713
WP_007245414.1	DAKCFMEO_03191	BJEIHDPM_00524	PSPTO_RS08085	PDOHHFKI_00703
WP_007245435.1	DAKCFMEO_03143	BJEIHDPM_00476	PSPTO_RS20665	PDOHHFKI_00536
WP_007245440.1	DAKCFMEO_03135	BJEIHDPM_00468	PSPTO_RS20630	
WP_007245442.1	DAKCFMEO_03131	BJEIHDPM_00464	PSPTO_RS20610	PDOHHFKI_00523
WP_007245455.1	DAKCFMEO_03505	BJEIHDPM_02493	PSPTO_RS03305	PDOHHFKI_04545
WP_007245492.1	DAKCFMEO_03576	BJEIHDPM_02564	PSPTO_RS03695	PDOHHFKI_04719
WP_007245539.1	DAKCFMEO_03691	BJEIHDPM_02679	PSPTO_RS04010	
WP_007245540.1	DAKCFMEO_03692	BJEIHDPM_02680	PSPTO_RS04015	PDOHHFKI_02160
WP_007245542.1	DAKCFMEO_03700	BJEIHDPM_02688	PSPTO_RS04040	PDOHHFKI_02167
WP_007245544.1	DAKCFMEO_03703	BJEIHDPM_02691	PSPTO_RS04050	PDOHHFKI_02169
WP_007245546.1	DAKCFMEO_03706	BJEIHDPM_02694	PSPTO_RS04065	PDOHHFKI_02178
WP_007245567.1	DAKCFMEO_05131	BJEIHDPM_01504	PSPTO_RS26780	PDOHHFKI_00490
WP_007245578.1	DAKCFMEO_05087	BJEIHDPM_01460	PSPTO_RS26665	PDOHHFKI_02238
WP_007245582.1	DAKCFMEO_05077	BJEIHDPM_01450	PSPTO_RS26620	PDOHHFKI_02376
WP_007245596.1	DAKCFMEO_05104	BJEIHDPM_01477	PSPTO_RS26490	PDOHHFKI_02403
WP_007245677.1	DAKCFMEO_04222	BJEIHDPM_00258	PSPTO_RS08580	PDOHHFKI_01729
WP_007245694.1	DAKCFMEO_04198	BJEIHDPM_00282	PSPTO_RS08460	PDOHHFKI_00447
WP_007245711.1	DAKCFMEO_00041	BJEIHDPM_03270	PSPTO_RS08355	
WP_007245738.1	DAKCFMEO_04393	BJEIHDPM_00086	PSPTO_RS21075	
WP_007245780.1	DAKCFMEO_03034	BJEIHDPM_00367	PSPTO_RS20505	PDOHHFKI_00508
WP_007245782.1	DAKCFMEO_03030	BJEIHDPM_00363	PSPTO_RS20485	PDOHHFKI_00504
WP_007245794.1	DAKCFMEO_04160	BJEIHDPM_00334	PSPTO_RS20285	PDOHHFKI_04025
WP_007245797.1	DAKCFMEO_04156	BJEIHDPM_00330	PSPTO_RS20265	
WP_007245801.1	DAKCFMEO_04149	BJEIHDPM_00323	PSPTO_RS20235	PDOHHFKI_04017
WP_007245803.1	DAKCFMEO_04145	BJEIHDPM_00319	PSPTO_RS20220	PDOHHFKI_04014
WP_007245808.1	DAKCFMEO_04133	BJEIHDPM_00307	PSPTO_RS20170	
WP_007245818.1	DAKCFMEO_04194	BJEIHDPM_00286	PSPTO_RS20055	PDOHHFKI_00450
WP_007245819.1	DAKCFMEO_04195	BJEIHDPM_00285	PSPTO_RS20050	PDOHHFKI_00449
WP_007245835.1	DAKCFMEO_04233	BJEIHDPM_00247	PSPTO_RS19935	PDOHHFKI_03699
WP_007245842.1	DAKCFMEO_04247	BJEIHDPM_00232	PSPTO_RS19865	PDOHHFKI_03664
WP_007245844.1	DAKCFMEO_04251	BJEIHDPM_00228	PSPTO_RS19845	PDOHHFKI_03668
WP_007245851.1	DAKCFMEO_01613	BJEIHDPM_04790	PSPTO_RS16265	
WP_007245868.1	DAKCFMEO_00958	BJEIHDPM_04136	PSPTO_RS16380	
WP_007245870.1	DAKCFMEO_01017	BJEIHDPM_04195	PSPTO_RS16395	
WP_007245872.1	DAKCFMEO_01014	BJEIHDPM_04192	PSPTO_RS16410	
WP_007245876.1	DAKCFMEO_01001	BJEIHDPM_04179	PSPTO_RS16455	PDOHHFKI_04189
WP_007245914.1	DAKCFMEO_00946	BJEIHDPM_04124	PSPTO_RS16770	PDOHHFKI_00606
WP_007245922.1	DAKCFMEO_00932	BJEIHDPM_04110	PSPTO_RS16820	
WP_007245931.1	DAKCFMEO_01406	BJEIHDPM_04912	PSPTO_RS16895	PDOHHFKI_03268
WP_007245963.1	DAKCFMEO_01622	BJEIHDPM_04799	PSPTO_RS13520	
WP_007245976.1	DAKCFMEO_01048	BJEIHDPM_04226	PSPTO_RS13640	
WP_007245978.1	DAKCFMEO_01051	BJEIHDPM_04229	PSPTO_RS13650	
WP_007245994.1	DAKCFMEO_01093	BJEIHDPM_04271	PSPTO_RS13735	PDOHHFKI_04691
WP_007245995.1	DAKCFMEO_01094	BJEIHDPM_04272	PSPTO_RS13740	PDOHHFKI_04690
WP_007245995.1	DAKCFMEO_03865	BJEIHDPM_04529	PSPTO_RS13740	PDOHHFKI_04690
WP_007246000.1	DAKCFMEO_01101	BJEIHDPM_04279	PSPTO_RS13770	
WP_007246008.1	DAKCFMEO_01113	BJEIHDPM_04291	PSPTO_RS13825	
WP_007246009.1	DAKCFMEO_01116	BJEIHDPM_04294	PSPTO_RS13840	PDOHHFKI_01697
WP_007246013.1	DAKCFMEO_01120	BJEIHDPM_04298	PSPTO_RS13865	
WP_007246020.1	DAKCFMEO_01132	BJEIHDPM_04310	PSPTO_RS13925	PDOHHFKI_03072
WP_007246025.1	DAKCFMEO_01546	BJEIHDPM_05052	PSPTO_RS17475	PDOHHFKI_00416
WP_007246027.1	DAKCFMEO_01540	BJEIHDPM_05046	PSPTO_RS17445	PDOHHFKI_03914
WP_007246028.1	DAKCFMEO_01535	BJEIHDPM_05041	PSPTO_RS17420	PDOHHFKI_03909
WP_007246030.1	DAKCFMEO_01526	BJEIHDPM_05032	PSPTO_RS17375	PDOHHFKI_03899
WP_007246047.1	DAKCFMEO_01493	BJEIHDPM_04999	PSPTO_RS17215	
WP_007246056.1	DAKCFMEO_01449	BJEIHDPM_04955	PSPTO_RS17135	
WP_007246058.1	DAKCFMEO_03888	BJEIHDPM_04552	PSPTO_RS17120	
WP_007246058.1	DAKCFMEO_01446	BJEIHDPM_04952	PSPTO_RS17120	
WP_007246060.1	DAKCFMEO_01443	BJEIHDPM_04949	PSPTO_RS17105	
WP_007246072.1	DAKCFMEO_01434	BJEIHDPM_04940	PSPTO_RS17065	
WP_007246082.1	DAKCFMEO_01429	BJEIHDPM_04935	PSPTO_RS17000	
WP_007246084.1	DAKCFMEO_03931	BJEIHDPM_04595	PSPTO_RS15045	
WP_007246084.1	DAKCFMEO_01427	BJEIHDPM_04933	PSPTO_RS16990	
WP_007246092.1	DAKCFMEO_01648	BJEIHDPM_00969	PSPTO_RS05165	PDOHHFKI_04337
WP_007246096.1	DAKCFMEO_01654	BJEIHDPM_00975	PSPTO_RS05135	PDOHHFKI_04343
WP_007246097.1	DAKCFMEO_01657	BJEIHDPM_00978	PSPTO_RS05125	PDOHHFKI_04826
WP_007246099.1	DAKCFMEO_01661	BJEIHDPM_00982	PSPTO_RS05100	PDOHHFKI_04822
WP_007246105.1	DAKCFMEO_01668	BJEIHDPM_00989	PSPTO_RS05065	PDOHHFKI_04815
WP_007246110.1	DAKCFMEO_00474	BJEIHDPM_02837	PSPTO_RS05040	
WP_007246111.1	DAKCFMEO_00476	BJEIHDPM_02835	PSPTO_RS05030	
WP_007246125.1	DAKCFMEO_00495	BJEIHDPM_02816	PSPTO_RS04930	
WP_007246181.1	DAKCFMEO_00276	BJEIHDPM_03035	PSPTO_RS22250	
WP_007246182.1	DAKCFMEO_00277	BJEIHDPM_03034	PSPTO_RS22255	
WP_007246191.1	DAKCFMEO_00290	BJEIHDPM_03021	PSPTO_RS22315	PDOHHFKI_03041
WP_007246194.1	DAKCFMEO_00293	BJEIHDPM_03018	PSPTO_RS22330	PDOHHFKI_01397
WP_007246206.1	DAKCFMEO_00316	BJEIHDPM_02995	PSPTO_RS22485	PDOHHFKI_03318
WP_007246215.1	DAKCFMEO_00333	BJEIHDPM_02978	PSPTO_RS22545	PDOHHFKI_03325
WP_007246223.1	DAKCFMEO_00350	BJEIHDPM_02961	PSPTO_RS22625	PDOHHFKI_03441
WP_007246228.1	DAKCFMEO_00370	BJEIHDPM_02941	PSPTO_RS22675	PDOHHFKI_02570
WP_007246281.1	DAKCFMEO_04079	BJEIHDPM_04743	PSPTO_RS16035	PDOHHFKI_01718
WP_007246288.1	DAKCFMEO_04086	BJEIHDPM_04750	PSPTO_RS16070	PDOHHFKI_00463
WP_007246306.1	DAKCFMEO_04112	BJEIHDPM_04776	PSPTO_RS16195	
WP_007246309.1	DAKCFMEO_04115	BJEIHDPM_04779	PSPTO_RS16210	PDOHHFKI_03937
WP_007246311.1	DAKCFMEO_04118	BJEIHDPM_04782	PSPTO_RS16225	PDOHHFKI_03939
WP_007246312.1	DAKCFMEO_04119	BJEIHDPM_04783	PSPTO_RS16230	
WP_007246313.1	DAKCFMEO_04122	BJEIHDPM_04786	PSPTO_RS16245	
WP_007246323.1	DAKCFMEO_02707	BJEIHDPM_03779	PSPTO_RS11180	PDOHHFKI_00303
WP_007246342.1	DAKCFMEO_02684	BJEIHDPM_03756	PSPTO_RS11050	PDOHHFKI_01951
WP_007246354.1	DAKCFMEO_00808	BJEIHDPM_03986	PSPTO_RS12330	
WP_007246356.1	DAKCFMEO_00806	BJEIHDPM_03984	PSPTO_RS12320	
WP_007246357.1	DAKCFMEO_00804	BJEIHDPM_03982	PSPTO_RS12310	
WP_007246362.1	DAKCFMEO_00794	BJEIHDPM_03972	PSPTO_RS12270	
WP_007246371.1	DAKCFMEO_00774	BJEIHDPM_03952	PSPTO_RS12190	PDOHHFKI_01388
WP_007246376.1	DAKCFMEO_00767	BJEIHDPM_03945	PSPTO_RS12150	PDOHHFKI_04729
WP_007246378.1	DAKCFMEO_00763	BJEIHDPM_03941	PSPTO_RS12130	PDOHHFKI_02977
WP_007246451.1	DAKCFMEO_04022	BJEIHDPM_04686	PSPTO_RS15660	
WP_007246481.1	DAKCFMEO_03999	BJEIHDPM_04663	PSPTO_RS15465	
WP_007246483.1	DAKCFMEO_03995	BJEIHDPM_04659	PSPTO_RS15445	
WP_007246510.1	DAKCFMEO_01843	BJEIHDPM_01961	PSPTO_RS00445	PDOHHFKI_00944
WP_007246513.1	DAKCFMEO_01839	BJEIHDPM_01957	PSPTO_RS00425	PDOHHFKI_00948
WP_007246518.1	DAKCFMEO_01832	BJEIHDPM_01950	PSPTO_RS00390	PDOHHFKI_00955
WP_007246535.1	DAKCFMEO_01914	BJEIHDPM_02034	PSPTO_RS01170	PDOHHFKI_02065
WP_007246537.1	DAKCFMEO_01920	BJEIHDPM_02040	PSPTO_RS01205	PDOHHFKI_00927
WP_007246574.1	DAKCFMEO_05254	BJEIHDPM_01627	PSPTO_RS27915	PDOHHFKI_04645
WP_007246575.1	DAKCFMEO_05253	BJEIHDPM_01626	PSPTO_RS27910	PDOHHFKI_04646
WP_007246576.1	DAKCFMEO_03451	BJEIHDPM_00926	PSPTO_RS05670	PDOHHFKI_04648
WP_007246576.1	DAKCFMEO_05252	BJEIHDPM_01625	PSPTO_RS27905	PDOHHFKI_04648
WP_007246617.1	DAKCFMEO_00175	BJEIHDPM_03136	PSPTO_RS21650	PDOHHFKI_02738
WP_007246618.1	DAKCFMEO_00174	BJEIHDPM_03137	PSPTO_RS21645	PDOHHFKI_02737
WP_007246626.1	DAKCFMEO_00162	BJEIHDPM_03149	PSPTO_RS21575	
WP_007246633.1	DAKCFMEO_00148	BJEIHDPM_03163	PSPTO_RS21500	
WP_007246637.1	DAKCFMEO_00139	BJEIHDPM_03172	PSPTO_RS21460	PDOHHFKI_02917
WP_007246637.1	DAKCFMEO_04511	BJEIHDPM_05309	PSPTO_RS09535	PDOHHFKI_03176
WP_007246640.1	DAKCFMEO_00134	BJEIHDPM_03177	PSPTO_RS21435	PDOHHFKI_01785
WP_007246648.1	DAKCFMEO_01320	BJEIHDPM_04826	PSPTO_RS13110	PDOHHFKI_02272
WP_007246654.1	DAKCFMEO_01327	BJEIHDPM_04833	PSPTO_RS13075	
WP_007246655.1	DAKCFMEO_01329	BJEIHDPM_04835	PSPTO_RS13065	
WP_007246667.1	DAKCFMEO_01344	BJEIHDPM_04850	PSPTO_RS13010	PDOHHFKI_00855
WP_007246667.1	DAKCFMEO_03605	BJEIHDPM_02593	PSPTO_RS24950	PDOHHFKI_00855
WP_007246679.1	DAKCFMEO_01355	BJEIHDPM_04861	PSPTO_RS12955	
WP_007246686.1	DAKCFMEO_01366	BJEIHDPM_04872	PSPTO_RS12920	
WP_007246688.1	DAKCFMEO_01371	BJEIHDPM_04877	PSPTO_RS12905	
WP_007246690.1	DAKCFMEO_00899	BJEIHDPM_04077	PSPTO_RS12890	
WP_007246697.1	DAKCFMEO_00918	BJEIHDPM_04096	PSPTO_RS12855	
WP_007246699.1	DAKCFMEO_00914	BJEIHDPM_04092	PSPTO_RS12845	
WP_007246769.1	DAKCFMEO_00529	BJEIHDPM_02782	PSPTO_RS04285	
WP_007246809.1	DAKCFMEO_00220	BJEIHDPM_03091	PSPTO_RS21855	
WP_007246812.1	DAKCFMEO_00225	BJEIHDPM_03086	PSPTO_RS21880	PDOHHFKI_01439
WP_007246818.1	DAKCFMEO_00243	BJEIHDPM_03068	PSPTO_RS21965	PDOHHFKI_04275
WP_007246844.1	DAKCFMEO_05205	BJEIHDPM_01578	PSPTO_RS27540	
WP_007246848.1	DAKCFMEO_05208	BJEIHDPM_01581	PSPTO_RS27565	PDOHHFKI_01347
WP_007246877.1	DAKCFMEO_00875	BJEIHDPM_04053	PSPTO_RS12745	
WP_007246879.1	DAKCFMEO_00873	BJEIHDPM_04051	PSPTO_RS12730	
WP_007246884.1	DAKCFMEO_00862	BJEIHDPM_04040	PSPTO_RS12690	
WP_007246896.1	DAKCFMEO_00833	BJEIHDPM_04011	PSPTO_RS12570	PDOHHFKI_02219
WP_007246901.1	DAKCFMEO_00826	BJEIHDPM_04004	PSPTO_RS12535	
WP_007246911.1	DAKCFMEO_03848	BJEIHDPM_04512	PSPTO_RS12480	
WP_007246944.1	DAKCFMEO_01399	BJEIHDPM_04905	PSPTO_RS13245	
WP_007246946.1	DAKCFMEO_01401	BJEIHDPM_04907	PSPTO_RS13235	
WP_007246947.1	DAKCFMEO_01402	BJEIHDPM_04908	PSPTO_RS13230	
