Orthogroup	SpeciesA	GeneA	SpeciesB	GeneB
OG0002195	DC3000_protein_12_2025	WP_005769341.1	plate25.C2.annotation	DAKCFMEO_01784
OG0002196	DC3000_protein_12_2025	WP_005769363.1	plate25.C2.annotation	DAKCFMEO_01807
OG0002197	DC3000_protein_12_2025	WP_005769371.1	plate25.C2.annotation	DAKCFMEO_04761
OG0002198	DC3000_protein_12_2025	WP_005769381.1	plate25.C2.annotation	DAKCFMEO_04766
OG0002199	DC3000_protein_12_2025	WP_005769384.1	plate25.C2.annotation	DAKCFMEO_04768
OG0002200	DC3000_protein_12_2025	WP_005769400.1	plate25.C2.annotation	DAKCFMEO_04776
OG0002201	DC3000_protein_12_2025	WP_005769407.1	plate25.C2.annotation	DAKCFMEO_04997
OG0002202	DC3000_protein_12_2025	WP_005769417.1	plate25.C2.annotation	DAKCFMEO_05005
OG0002203	DC3000_protein_12_2025	WP_005769424.1	plate25.C2.annotation	DAKCFMEO_05010
OG0002204	DC3000_protein_12_2025	WP_005769426.1	plate25.C2.annotation	DAKCFMEO_05011
OG0002205	DC3000_protein_12_2025	WP_005769432.1	plate25.C2.annotation	DAKCFMEO_05014
OG0002206	DC3000_protein_12_2025	WP_005769461.1	plate25.C2.annotation	DAKCFMEO_02216
OG0002207	DC3000_protein_12_2025	WP_005769463.1	plate25.C2.annotation	DAKCFMEO_02215
OG0002208	DC3000_protein_12_2025	WP_005769469.1	plate25.C2.annotation	DAKCFMEO_01938
OG0002209	DC3000_protein_12_2025	WP_005769473.1	plate25.C2.annotation	DAKCFMEO_01936
OG0002210	DC3000_protein_12_2025	WP_005769477.1	plate25.C2.annotation	DAKCFMEO_01934
OG0002211	DC3000_protein_12_2025	WP_005769478.1	plate25.C2.annotation	DAKCFMEO_01932
OG0002212	DC3000_protein_12_2025	WP_005769504.1	plate25.C2.annotation	DAKCFMEO_01879
OG0002213	DC3000_protein_12_2025	WP_005769514.1	plate25.C2.annotation	DAKCFMEO_01873
OG0002214	DC3000_protein_12_2025	WP_005769516.1	plate25.C2.annotation	DAKCFMEO_01872
OG0002215	DC3000_protein_12_2025	WP_005769528.1	plate25.C2.annotation	DAKCFMEO_01865
OG0002216	DC3000_protein_12_2025	WP_005769531.1	plate25.C2.annotation	DAKCFMEO_01864
OG0002217	DC3000_protein_12_2025	WP_005769534.1	plate25.C2.annotation	DAKCFMEO_01861
OG0002218	DC3000_protein_12_2025	WP_005769538.1	plate25.C2.annotation	DAKCFMEO_01859
OG0002219	DC3000_protein_12_2025	WP_005769539.1	plate25.C2.annotation	DAKCFMEO_01858
OG0002220	DC3000_protein_12_2025	WP_005769547.1	plate25.C2.annotation	DAKCFMEO_01856
OG0002221	DC3000_protein_12_2025	WP_005769553.1	plate25.C2.annotation	DAKCFMEO_01854
OG0002222	DC3000_protein_12_2025	WP_005769555.1	plate25.C2.annotation	DAKCFMEO_01849
OG0002223	DC3000_protein_12_2025	WP_005769563.1	plate25.C2.annotation	DAKCFMEO_01844
OG0002224	DC3000_protein_12_2025	WP_005769565.1	plate25.C2.annotation	DAKCFMEO_01841
OG0002225	DC3000_protein_12_2025	WP_005769567.1	plate25.C2.annotation	DAKCFMEO_01840
OG0002226	DC3000_protein_12_2025	WP_005769579.1	plate25.C2.annotation	DAKCFMEO_01829
OG0002227	DC3000_protein_12_2025	WP_005769583.1	plate25.C2.annotation	DAKCFMEO_01827
OG0002228	DC3000_protein_12_2025	WP_005769602.1	plate25.C2.annotation	DAKCFMEO_00662
OG0002229	DC3000_protein_12_2025	WP_005769608.1	plate25.C2.annotation	DAKCFMEO_00660
OG0002230	DC3000_protein_12_2025	WP_005769610.1	plate25.C2.annotation	DAKCFMEO_00659
OG0002231	DC3000_protein_12_2025	WP_005769613.1	plate25.C2.annotation	DAKCFMEO_00657
OG0002232	DC3000_protein_12_2025	WP_005769615.1	plate25.C2.annotation	DAKCFMEO_00655
OG0002233	DC3000_protein_12_2025	WP_005769616.1	plate25.C2.annotation	DAKCFMEO_00654
OG0002234	DC3000_protein_12_2025	WP_005769618.1	plate25.C2.annotation	DAKCFMEO_00652
OG0002235	DC3000_protein_12_2025	WP_005769620.1	plate25.C2.annotation	DAKCFMEO_05241
OG0002236	DC3000_protein_12_2025	WP_005769624.1	plate25.C2.annotation	DAKCFMEO_00648
OG0002237	DC3000_protein_12_2025	WP_005769626.1	plate25.C2.annotation	DAKCFMEO_00647
OG0002238	DC3000_protein_12_2025	WP_005769628.1	plate25.C2.annotation	DAKCFMEO_00645
OG0002239	DC3000_protein_12_2025	WP_005769631.1	plate25.C2.annotation	DAKCFMEO_00642
OG0002240	DC3000_protein_12_2025	WP_005769634.1	plate25.C2.annotation	DAKCFMEO_00641
OG0002241	DC3000_protein_12_2025	WP_005769636.1	plate25.C2.annotation	DAKCFMEO_00640
OG0002242	DC3000_protein_12_2025	WP_005769643.1	plate25.C2.annotation	DAKCFMEO_00636
OG0002243	DC3000_protein_12_2025	WP_005769647.1	plate25.C2.annotation	DAKCFMEO_00634
OG0002244	DC3000_protein_12_2025	WP_005769649.1	plate25.C2.annotation	DAKCFMEO_00633
OG0002245	DC3000_protein_12_2025	WP_005769651.1	plate25.C2.annotation	DAKCFMEO_00632
OG0002246	DC3000_protein_12_2025	WP_005769653.1	plate25.C2.annotation	DAKCFMEO_00631
OG0002247	DC3000_protein_12_2025	WP_005769658.1	plate25.C2.annotation	DAKCFMEO_00628
OG0002248	DC3000_protein_12_2025	WP_005769662.1	plate25.C2.annotation	DAKCFMEO_00623
OG0002249	DC3000_protein_12_2025	WP_005769669.1	plate25.C2.annotation	DAKCFMEO_00617
OG0002250	DC3000_protein_12_2025	WP_005769670.1	plate25.C2.annotation	DAKCFMEO_00616
OG0002251	DC3000_protein_12_2025	WP_005769671.1	plate25.C2.annotation	DAKCFMEO_00615
OG0002252	DC3000_protein_12_2025	WP_005769676.1	plate25.C2.annotation	DAKCFMEO_02715
OG0002253	DC3000_protein_12_2025	WP_005769679.1	plate25.C2.annotation	DAKCFMEO_02713
OG0002254	DC3000_protein_12_2025	WP_005769683.1	plate25.C2.annotation	DAKCFMEO_02711
OG0002258	DC3000_protein_12_2025	WP_005769867.1	plate25.C2.annotation	DAKCFMEO_05261
OG0002259	DC3000_protein_12_2025	WP_005769869.1	plate25.C2.annotation	DAKCFMEO_05260
OG0002260	DC3000_protein_12_2025	WP_005769871.1	plate25.C2.annotation	DAKCFMEO_05259
OG0002261	DC3000_protein_12_2025	WP_005769873.1	plate25.C2.annotation	DAKCFMEO_05258
OG0002262	DC3000_protein_12_2025	WP_005769875.1	plate25.C2.annotation	DAKCFMEO_05257
OG0002263	DC3000_protein_12_2025	WP_005769877.1	plate25.C2.annotation	DAKCFMEO_05256
OG0002264	DC3000_protein_12_2025	WP_005769977.1	plate25.C2.annotation	DAKCFMEO_01788
OG0002265	DC3000_protein_12_2025	WP_005769982.1	plate25.C2.annotation	DAKCFMEO_00253
OG0002266	DC3000_protein_12_2025	WP_005769995.1	plate25.C2.annotation	DAKCFMEO_02889
OG0002267	DC3000_protein_12_2025	WP_005769998.1	plate25.C2.annotation	DAKCFMEO_02888
OG0002268	DC3000_protein_12_2025	WP_005770000.1	plate25.C2.annotation	DAKCFMEO_02887
OG0002269	DC3000_protein_12_2025	WP_005770005.1	plate25.C2.annotation	DAKCFMEO_02885
OG0002270	DC3000_protein_12_2025	WP_005770009.1	plate25.C2.annotation	DAKCFMEO_02883
OG0002271	DC3000_protein_12_2025	WP_005770011.1	plate25.C2.annotation	DAKCFMEO_02881
OG0002272	DC3000_protein_12_2025	WP_005770014.1	plate25.C2.annotation	DAKCFMEO_00509
OG0002273	DC3000_protein_12_2025	WP_005770015.1	plate25.C2.annotation	DAKCFMEO_03003
OG0002274	DC3000_protein_12_2025	WP_005770017.1	plate25.C2.annotation	DAKCFMEO_00505
OG0002275	DC3000_protein_12_2025	WP_005770019.1	plate25.C2.annotation	DAKCFMEO_00504
OG0002276	DC3000_protein_12_2025	WP_005770041.1	plate25.C2.annotation	DAKCFMEO_03704
OG0002277	DC3000_protein_12_2025	WP_005770069.1	plate25.C2.annotation	DAKCFMEO_03684
OG0002278	DC3000_protein_12_2025	WP_005770077.1	plate25.C2.annotation	DAKCFMEO_03680
OG0002279	DC3000_protein_12_2025	WP_005770079.1	plate25.C2.annotation	DAKCFMEO_03679
OG0002280	DC3000_protein_12_2025	WP_005770081.1	plate25.C2.annotation	DAKCFMEO_03678
OG0002281	DC3000_protein_12_2025	WP_005770085.1	plate25.C2.annotation	DAKCFMEO_03676
OG0002282	DC3000_protein_12_2025	WP_005770090.1	plate25.C2.annotation	DAKCFMEO_03673
OG0002283	DC3000_protein_12_2025	WP_005770099.1	plate25.C2.annotation	DAKCFMEO_03668
OG0002284	DC3000_protein_12_2025	WP_005770108.1	plate25.C2.annotation	DAKCFMEO_03597
OG0002285	DC3000_protein_12_2025	WP_005770109.1	plate25.C2.annotation	DAKCFMEO_03596
OG0002286	DC3000_protein_12_2025	WP_005770111.1	plate25.C2.annotation	DAKCFMEO_03595
OG0002287	DC3000_protein_12_2025	WP_005770114.1	plate25.C2.annotation	DAKCFMEO_03594
OG0002288	DC3000_protein_12_2025	WP_005770116.1	plate25.C2.annotation	DAKCFMEO_03593
OG0002289	DC3000_protein_12_2025	WP_005770118.1	plate25.C2.annotation	DAKCFMEO_03592
OG0002290	DC3000_protein_12_2025	WP_005770120.1	plate25.C2.annotation	DAKCFMEO_03590
OG0002291	DC3000_protein_12_2025	WP_005770129.1	plate25.C2.annotation	DAKCFMEO_03587
OG0002292	DC3000_protein_12_2025	WP_005770132.1	plate25.C2.annotation	DAKCFMEO_03585
OG0002293	DC3000_protein_12_2025	WP_005770134.1	plate25.C2.annotation	DAKCFMEO_03582
OG0002294	DC3000_protein_12_2025	WP_005770159.1	plate25.C2.annotation	DAKCFMEO_00553
OG0002295	DC3000_protein_12_2025	WP_005770161.1	plate25.C2.annotation	DAKCFMEO_00554
OG0002296	DC3000_protein_12_2025	WP_005770183.1	plate25.C2.annotation	DAKCFMEO_00559
OG0002297	DC3000_protein_12_2025	WP_005770185.1	plate25.C2.annotation	DAKCFMEO_00561
OG0002298	DC3000_protein_12_2025	WP_005770186.1	plate25.C2.annotation	DAKCFMEO_00562
OG0002299	DC3000_protein_12_2025	WP_005770187.1	plate25.C2.annotation	DAKCFMEO_00563
OG0002300	DC3000_protein_12_2025	WP_005770190.1	plate25.C2.annotation	DAKCFMEO_00566
OG0002301	DC3000_protein_12_2025	WP_005770191.1	plate25.C2.annotation	DAKCFMEO_00567
OG0002302	DC3000_protein_12_2025	WP_005770220.1	plate25.C2.annotation	DAKCFMEO_00576
OG0002303	DC3000_protein_12_2025	WP_005770225.1	plate25.C2.annotation	DAKCFMEO_00578
OG0002304	DC3000_protein_12_2025	WP_005770235.1	plate25.C2.annotation	DAKCFMEO_00583
OG0002305	DC3000_protein_12_2025	WP_005770243.1	plate25.C2.annotation	DAKCFMEO_04789
OG0002306	DC3000_protein_12_2025	WP_005770245.1	plate25.C2.annotation	DAKCFMEO_04790
OG0002307	DC3000_protein_12_2025	WP_005770293.1	plate25.C2.annotation	DAKCFMEO_01005
OG0002308	DC3000_protein_12_2025	WP_005770316.1	plate25.C2.annotation	DAKCFMEO_00834
OG0002309	DC3000_protein_12_2025	WP_005770393.1	plate25.C2.annotation	DAKCFMEO_04171
OG0002310	DC3000_protein_12_2025	WP_005770403.1	plate25.C2.annotation	DAKCFMEO_04163
OG0002311	DC3000_protein_12_2025	WP_005770416.1	plate25.C2.annotation	DAKCFMEO_04154
OG0002312	DC3000_protein_12_2025	WP_005770425.1	plate25.C2.annotation	DAKCFMEO_04148
OG0002313	DC3000_protein_12_2025	WP_005770431.1	plate25.C2.annotation	DAKCFMEO_04141
OG0002314	DC3000_protein_12_2025	WP_005770433.1	plate25.C2.annotation	DAKCFMEO_04140
OG0002315	DC3000_protein_12_2025	WP_005770435.1	plate25.C2.annotation	DAKCFMEO_04139
OG0002316	DC3000_protein_12_2025	WP_005770437.1	plate25.C2.annotation	DAKCFMEO_04138
OG0002317	DC3000_protein_12_2025	WP_005770439.1	plate25.C2.annotation	DAKCFMEO_04134
OG0002318	DC3000_protein_12_2025	WP_005770446.1	plate25.C2.annotation	DAKCFMEO_04132
OG0002319	DC3000_protein_12_2025	WP_005770450.1	plate25.C2.annotation	DAKCFMEO_04131
OG0002320	DC3000_protein_12_2025	WP_005770452.1	plate25.C2.annotation	DAKCFMEO_04130
OG0002321	DC3000_protein_12_2025	WP_005770454.1	plate25.C2.annotation	DAKCFMEO_04129
OG0002322	DC3000_protein_12_2025	WP_005770456.1	plate25.C2.annotation	DAKCFMEO_04128
OG0002323	DC3000_protein_12_2025	WP_005770458.1	plate25.C2.annotation	DAKCFMEO_04127
OG0002324	DC3000_protein_12_2025	WP_005770460.1	plate25.C2.annotation	DAKCFMEO_04126
OG0002325	DC3000_protein_12_2025	WP_005770464.1	plate25.C2.annotation	DAKCFMEO_04183
OG0002326	DC3000_protein_12_2025	WP_005770465.1	plate25.C2.annotation	DAKCFMEO_04184
OG0002327	DC3000_protein_12_2025	WP_005770467.1	plate25.C2.annotation	DAKCFMEO_04185
OG0002328	DC3000_protein_12_2025	WP_005770474.1	plate25.C2.annotation	DAKCFMEO_04190
OG0002329	DC3000_protein_12_2025	WP_005770490.1	plate25.C2.annotation	DAKCFMEO_01644
OG0002330	DC3000_protein_12_2025	WP_005770492.1	plate25.C2.annotation	DAKCFMEO_01645
OG0002331	DC3000_protein_12_2025	WP_005770496.1	plate25.C2.annotation	DAKCFMEO_01649
OG0002332	DC3000_protein_12_2025	WP_005770497.1	plate25.C2.annotation	DAKCFMEO_01650
OG0002333	DC3000_protein_12_2025	WP_005770507.1	plate25.C2.annotation	DAKCFMEO_01659
OG0002334	DC3000_protein_12_2025	WP_005770519.1	plate25.C2.annotation	DAKCFMEO_01667
OG0002335	DC3000_protein_12_2025	WP_005770545.1	plate25.C2.annotation	DAKCFMEO_00481
OG0002336	DC3000_protein_12_2025	WP_005770547.1	plate25.C2.annotation	DAKCFMEO_00482
OG0002337	DC3000_protein_12_2025	WP_005770558.1	plate25.C2.annotation	DAKCFMEO_00489
OG0002338	DC3000_protein_12_2025	WP_005770562.1	plate25.C2.annotation	DAKCFMEO_00491
OG0002339	DC3000_protein_12_2025	WP_005770566.1	plate25.C2.annotation	DAKCFMEO_00493
OG0002340	DC3000_protein_12_2025	WP_005770572.1	plate25.C2.annotation	DAKCFMEO_00496
OG0002341	DC3000_protein_12_2025	WP_005770586.1	plate25.C2.annotation	DAKCFMEO_04270
OG0002342	DC3000_protein_12_2025	WP_005770588.1	plate25.C2.annotation	DAKCFMEO_04268
OG0002343	DC3000_protein_12_2025	WP_005770594.1	plate25.C2.annotation	DAKCFMEO_04265
OG0002344	DC3000_protein_12_2025	WP_005770596.1	plate25.C2.annotation	DAKCFMEO_04263
OG0002345	DC3000_protein_12_2025	WP_005770603.1	plate25.C2.annotation	DAKCFMEO_04258
OG0002346	DC3000_protein_12_2025	WP_005770607.1	plate25.C2.annotation	DAKCFMEO_04257
OG0002347	DC3000_protein_12_2025	WP_005770613.1	plate25.C2.annotation	DAKCFMEO_04254
OG0002348	DC3000_protein_12_2025	WP_005770616.1	plate25.C2.annotation	DAKCFMEO_04253
OG0002349	DC3000_protein_12_2025	WP_005770618.1	plate25.C2.annotation	DAKCFMEO_04252
OG0002350	DC3000_protein_12_2025	WP_005770635.1	plate25.C2.annotation	DAKCFMEO_04242
OG0002351	DC3000_protein_12_2025	WP_005770639.1	plate25.C2.annotation	DAKCFMEO_04239
OG0002352	DC3000_protein_12_2025	WP_005770641.1	plate25.C2.annotation	DAKCFMEO_04238
OG0002353	DC3000_protein_12_2025	WP_005770642.1	plate25.C2.annotation	DAKCFMEO_04237
OG0002354	DC3000_protein_12_2025	WP_005770644.1	plate25.C2.annotation	DAKCFMEO_04235
OG0002355	DC3000_protein_12_2025	WP_005770645.1	plate25.C2.annotation	DAKCFMEO_04234
OG0002356	DC3000_protein_12_2025	WP_005770653.1	plate25.C2.annotation	DAKCFMEO_04225
OG0002357	DC3000_protein_12_2025	WP_005770654.1	plate25.C2.annotation	DAKCFMEO_04196
OG0002358	DC3000_protein_12_2025	WP_005770684.1	plate25.C2.annotation	DAKCFMEO_02695
OG0002359	DC3000_protein_12_2025	WP_005770686.1	plate25.C2.annotation	DAKCFMEO_02694
OG0002360	DC3000_protein_12_2025	WP_005770688.1	plate25.C2.annotation	DAKCFMEO_02693
OG0002361	DC3000_protein_12_2025	WP_005770693.1	plate25.C2.annotation	DAKCFMEO_02691
OG0002362	DC3000_protein_12_2025	WP_005770697.1	plate25.C2.annotation	DAKCFMEO_02689
OG0002363	DC3000_protein_12_2025	WP_005770721.1	plate25.C2.annotation	DAKCFMEO_02678
OG0002364	DC3000_protein_12_2025	WP_005770745.1	plate25.C2.annotation	DAKCFMEO_00822
OG0002365	DC3000_protein_12_2025	WP_005770751.1	plate25.C2.annotation	DAKCFMEO_04351
OG0002366	DC3000_protein_12_2025	WP_005770753.1	plate25.C2.annotation	DAKCFMEO_04352
OG0002367	DC3000_protein_12_2025	WP_005770757.1	plate25.C2.annotation	DAKCFMEO_04354
OG0002368	DC3000_protein_12_2025	WP_005770759.1	plate25.C2.annotation	DAKCFMEO_04355
OG0002369	DC3000_protein_12_2025	WP_005770766.1	plate25.C2.annotation	DAKCFMEO_04360
OG0002370	DC3000_protein_12_2025	WP_005770768.1	plate25.C2.annotation	DAKCFMEO_04362
OG0002371	DC3000_protein_12_2025	WP_005770770.1	plate25.C2.annotation	DAKCFMEO_04364
OG0002372	DC3000_protein_12_2025	WP_005770771.1	plate25.C2.annotation	DAKCFMEO_04365
OG0002373	DC3000_protein_12_2025	WP_005770773.1	plate25.C2.annotation	DAKCFMEO_04366
OG0002374	DC3000_protein_12_2025	WP_005770776.1	plate25.C2.annotation	DAKCFMEO_04368
OG0002375	DC3000_protein_12_2025	WP_005770780.1	plate25.C2.annotation	DAKCFMEO_04370
OG0002376	DC3000_protein_12_2025	WP_005770788.1	plate25.C2.annotation	DAKCFMEO_04374
OG0002377	DC3000_protein_12_2025	WP_005770811.1	plate25.C2.annotation	DAKCFMEO_01412
OG0002378	DC3000_protein_12_2025	WP_005770813.1	plate25.C2.annotation	DAKCFMEO_01411
OG0002379	DC3000_protein_12_2025	WP_005770815.1	plate25.C2.annotation	DAKCFMEO_01410
OG0002380	DC3000_protein_12_2025	WP_005770829.1	plate25.C2.annotation	DAKCFMEO_00924
OG0002381	DC3000_protein_12_2025	WP_005770839.1	plate25.C2.annotation	DAKCFMEO_00929
OG0002382	DC3000_protein_12_2025	WP_005770885.1	plate25.C2.annotation	DAKCFMEO_01066
OG0002383	DC3000_protein_12_2025	WP_005770888.1	plate25.C2.annotation	DAKCFMEO_01065
OG0002384	DC3000_protein_12_2025	WP_005770915.1	plate25.C2.annotation	DAKCFMEO_01751
OG0002385	DC3000_protein_12_2025	WP_005770938.1	plate25.C2.annotation	DAKCFMEO_01750
OG0002386	DC3000_protein_12_2025	WP_005770940.1	plate25.C2.annotation	DAKCFMEO_01748
OG0002387	DC3000_protein_12_2025	WP_005770944.1	plate25.C2.annotation	DAKCFMEO_01745
OG0002388	DC3000_protein_12_2025	WP_005770954.1	plate25.C2.annotation	DAKCFMEO_01739
OG0002389	DC3000_protein_12_2025	WP_005770966.1	plate25.C2.annotation	DAKCFMEO_01734
OG0002390	DC3000_protein_12_2025	WP_005771001.1	plate25.C2.annotation	DAKCFMEO_03366
OG0002391	DC3000_protein_12_2025	WP_005771002.1	plate25.C2.annotation	DAKCFMEO_03364
OG0002392	DC3000_protein_12_2025	WP_005771007.1	plate25.C2.annotation	DAKCFMEO_03361
OG0002393	DC3000_protein_12_2025	WP_005771009.1	plate25.C2.annotation	DAKCFMEO_03357
OG0002394	DC3000_protein_12_2025	WP_005771013.1	plate25.C2.annotation	DAKCFMEO_03353
OG0002395	DC3000_protein_12_2025	WP_005771017.1	plate25.C2.annotation	DAKCFMEO_03349
OG0002396	DC3000_protein_12_2025	WP_005771019.1	plate25.C2.annotation	DAKCFMEO_03348
OG0002397	DC3000_protein_12_2025	WP_005771021.1	plate25.C2.annotation	DAKCFMEO_03347
OG0002398	DC3000_protein_12_2025	WP_005771023.1	plate25.C2.annotation	DAKCFMEO_03345
OG0002399	DC3000_protein_12_2025	WP_005771027.1	plate25.C2.annotation	DAKCFMEO_03342
OG0002400	DC3000_protein_12_2025	WP_005771034.1	plate25.C2.annotation	DAKCFMEO_03336
OG0002401	DC3000_protein_12_2025	WP_005771039.1	plate25.C2.annotation	DAKCFMEO_03332
OG0002402	DC3000_protein_12_2025	WP_005771042.1	plate25.C2.annotation	DAKCFMEO_03329
OG0002403	DC3000_protein_12_2025	WP_005771075.1	plate25.C2.annotation	DAKCFMEO_02010
OG0002404	DC3000_protein_12_2025	WP_005771077.1	plate25.C2.annotation	DAKCFMEO_02011
OG0002405	DC3000_protein_12_2025	WP_005771123.1	plate25.C2.annotation	DAKCFMEO_02043
OG0002406	DC3000_protein_12_2025	WP_005771165.1	plate25.C2.annotation	DAKCFMEO_04707
OG0002407	DC3000_protein_12_2025	WP_005771167.1	plate25.C2.annotation	DAKCFMEO_04708
OG0002408	DC3000_protein_12_2025	WP_005771168.1	plate25.C2.annotation	DAKCFMEO_04709
OG0002409	DC3000_protein_12_2025	WP_005771169.1	plate25.C2.annotation	DAKCFMEO_04710
OG0002410	DC3000_protein_12_2025	WP_005771170.1	plate25.C2.annotation	DAKCFMEO_04711
OG0002411	DC3000_protein_12_2025	WP_005771172.1	plate25.C2.annotation	DAKCFMEO_04712
OG0002412	DC3000_protein_12_2025	WP_005771176.1	plate25.C2.annotation	DAKCFMEO_04716
OG0002413	DC3000_protein_12_2025	WP_005771178.1	plate25.C2.annotation	DAKCFMEO_04717
OG0002414	DC3000_protein_12_2025	WP_005771197.1	plate25.C2.annotation	DAKCFMEO_04734
OG0002415	DC3000_protein_12_2025	WP_005771200.1	plate25.C2.annotation	DAKCFMEO_04737
OG0002416	DC3000_protein_12_2025	WP_005771202.1	plate25.C2.annotation	DAKCFMEO_04738
OG0002417	DC3000_protein_12_2025	WP_005771203.1	plate25.C2.annotation	DAKCFMEO_04739
OG0002418	DC3000_protein_12_2025	WP_005771214.1	plate25.C2.annotation	DAKCFMEO_00860
OG0002419	DC3000_protein_12_2025	WP_005771221.1	plate25.C2.annotation	DAKCFMEO_00863
OG0002420	DC3000_protein_12_2025	WP_005771225.1	plate25.C2.annotation	DAKCFMEO_00866
OG0002421	DC3000_protein_12_2025	WP_005771227.1	plate25.C2.annotation	DAKCFMEO_00867
OG0002422	DC3000_protein_12_2025	WP_005771267.1	plate25.C2.annotation	DAKCFMEO_00906
OG0002423	DC3000_protein_12_2025	WP_005771273.1	plate25.C2.annotation	DAKCFMEO_00908
OG0002424	DC3000_protein_12_2025	WP_005771275.1	plate25.C2.annotation	DAKCFMEO_00909
OG0002425	DC3000_protein_12_2025	WP_005771282.1	plate25.C2.annotation	DAKCFMEO_00896
OG0002426	DC3000_protein_12_2025	WP_005771315.1	plate25.C2.annotation	DAKCFMEO_02641
OG0002427	DC3000_protein_12_2025	WP_005771329.1	plate25.C2.annotation	DAKCFMEO_02653
OG0002428	DC3000_protein_12_2025	WP_005771330.1	plate25.C2.annotation	DAKCFMEO_02654
OG0002429	DC3000_protein_12_2025	WP_005771334.1	plate25.C2.annotation	DAKCFMEO_02656
OG0002430	DC3000_protein_12_2025	WP_005771341.1	plate25.C2.annotation	DAKCFMEO_02662
OG0002431	DC3000_protein_12_2025	WP_005771350.1	plate25.C2.annotation	DAKCFMEO_02669
OG0002432	DC3000_protein_12_2025	WP_005771387.1	plate25.C2.annotation	DAKCFMEO_03462
OG0002433	DC3000_protein_12_2025	WP_005771389.1	plate25.C2.annotation	DAKCFMEO_03459
OG0002434	DC3000_protein_12_2025	WP_005771390.1	plate25.C2.annotation	DAKCFMEO_03458
OG0002435	DC3000_protein_12_2025	WP_005771392.1	plate25.C2.annotation	DAKCFMEO_03456
OG0002436	DC3000_protein_12_2025	WP_005771401.1	plate25.C2.annotation	DAKCFMEO_03448
OG0002437	DC3000_protein_12_2025	WP_005771478.1	plate25.C2.annotation	DAKCFMEO_01755
OG0002438	DC3000_protein_12_2025	WP_005771480.1	plate25.C2.annotation	DAKCFMEO_01756
OG0002439	DC3000_protein_12_2025	WP_005771481.1	plate25.C2.annotation	DAKCFMEO_01758
OG0002440	DC3000_protein_12_2025	WP_005771483.1	plate25.C2.annotation	DAKCFMEO_01759
OG0002441	DC3000_protein_12_2025	WP_005771491.1	plate25.C2.annotation	DAKCFMEO_01761
OG0002442	DC3000_protein_12_2025	WP_005771495.1	plate25.C2.annotation	DAKCFMEO_03468
OG0002443	DC3000_protein_12_2025	WP_005771500.1	plate25.C2.annotation	DAKCFMEO_03472
OG0002444	DC3000_protein_12_2025	WP_005771505.1	plate25.C2.annotation	DAKCFMEO_03476
OG0002445	DC3000_protein_12_2025	WP_005771507.1	plate25.C2.annotation	DAKCFMEO_03478
OG0002446	DC3000_protein_12_2025	WP_005771509.1	plate25.C2.annotation	DAKCFMEO_03480
OG0002447	DC3000_protein_12_2025	WP_005771571.1	plate25.C2.annotation	DAKCFMEO_02498
OG0002448	DC3000_protein_12_2025	WP_005771583.1	plate25.C2.annotation	DAKCFMEO_02493
OG0002449	DC3000_protein_12_2025	WP_005771596.1	plate25.C2.annotation	DAKCFMEO_02487
OG0002450	DC3000_protein_12_2025	WP_005771604.1	plate25.C2.annotation	DAKCFMEO_02483
OG0002451	DC3000_protein_12_2025	WP_005771640.1	plate25.C2.annotation	DAKCFMEO_05304
OG0002452	DC3000_protein_12_2025	WP_005771655.1	plate25.C2.annotation	DAKCFMEO_04780
OG0002453	DC3000_protein_12_2025	WP_005771663.1	plate25.C2.annotation	DAKCFMEO_00550
OG0002454	DC3000_protein_12_2025	WP_005771665.1	plate25.C2.annotation	DAKCFMEO_00552
