Entry	RefSeq	Entry Name	Reviewed	Protein names	Gene Names	Organism	Length	Proteomes	Organism (ID)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
Q87XQ7	NP_793880.1;WP_005764919.1;	Q87XQ7_PSESM	unreviewed	Carboxylesterase	estC PSPTO_4119	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	382	UP000002515: Chromosome	223283					
Q87XQ8	NP_793879.1;	Q87XQ8_PSESM	unreviewed	Uncharacterized protein	PSPTO_4118	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	38	UP000002515: Chromosome	223283					
Q87XQ9	NP_793878.1;WP_011104881.1;	Q87XQ9_PSESM	unreviewed	OmpA family protein	PSPTO_4117	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	381	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q87XR1	NP_793876.1;WP_003381490.1;	Q87XR1_PSESM	unreviewed	Lipoprotein SlyB, putative	PSPTO_4115	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	154	UP000002515: Chromosome	223283		cell outer membrane [GO:0009279]		cell outer membrane [GO:0009279]	GO:0009279
Q87XR2	NP_793875.1;WP_005764923.1;	Q87XR2_PSESM	unreviewed	FAD-dependent protein C-terminal domain-containing protein	PSPTO_4114	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	537	UP000002515: Chromosome	223283					
Q87XR3	NP_793874.1;WP_003381486.1;	Q87XR3_PSESM	unreviewed	Lipoprotein, putative	PSPTO_4113	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	226	UP000002515: Chromosome	223283					
Q87XR4	NP_793873.1;WP_005764926.1;	Q87XR4_PSESM	unreviewed	High-affinity branched-chain amino acid transport ATP-binding protein	PSPTO_4112	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	233	UP000002515: Chromosome	223283	L-amino acid transport [GO:0015807]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]; L-amino acid transport [GO:0015807]	GO:0005524; GO:0015658; GO:0015807; GO:0016887
Q87XR6	NP_793871.1;WP_005764931.1;	Q87XR6_PSESM	unreviewed	High-affinity branched-chain amino acid ABC transporter, permease protein	PSPTO_4110	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	421	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	branched-chain amino acid transmembrane transporter activity [GO:0015658]	plasma membrane [GO:0005886]; branched-chain amino acid transmembrane transporter activity [GO:0015658]	GO:0005886; GO:0015658
Q87XR8	NP_793869.1;WP_005764936.1;	Q87XR8_PSESM	unreviewed	High-affinity branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	PSPTO_4108	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	374	UP000002515: Chromosome	223283	amino acid transport [GO:0006865]			amino acid transport [GO:0006865]	GO:0006865
Q87XR9	NP_793868.1;	Q87XR9_PSESM	unreviewed	DUF2288 domain-containing protein	PSPTO_4107	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	104	UP000002515: Chromosome	223283					
Q87XS0	NP_793867.1;	Q87XS0_PSESM	unreviewed	GGDEF domain/EAL domain protein	PSPTO_4106	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	756	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q87XS1	NP_793866.1;	Q87XS1_PSESM	unreviewed	Major facilitator family transporter	PSPTO_4105	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	479	UP000002515: Chromosome	223283		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
Q87XS3	NP_793864.1;WP_011104877.1;	Q87XS3_PSESM	unreviewed	Aspartate-semialdehyde dehydrogenase	PSPTO_4103	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	116	UP000002515: Chromosome	223283					
Q87XS4	NP_793863.1;	Q87XS4_PSESM	unreviewed	Uncharacterized protein	PSPTO_4102	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	65	UP000002515: Chromosome	223283					
Q87XS5	NP_793862.1;WP_011104876.1;	Q87XS5_PSESM	unreviewed	Type III helper protein HopAK1	hopAK1 PSPTO_4101	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	555	UP000002515: Chromosome	223283	polysaccharide catabolic process [GO:0000272]	extracellular region [GO:0005576]	pectate lyase activity [GO:0030570]	extracellular region [GO:0005576]; pectate lyase activity [GO:0030570]; polysaccharide catabolic process [GO:0000272]	GO:0000272; GO:0005576; GO:0030570
Q87XS6	NP_793861.1;	Q87XS6_PSESM	unreviewed	MaoC-like domain protein	PSPTO_4100	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	173	UP000002515: Chromosome	223283	fatty acid biosynthetic process [GO:0006633]	fatty acid synthase complex [GO:0005835]	(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; fatty acid synthase activity [GO:0004312]	fatty acid synthase complex [GO:0005835]; (3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; fatty acid synthase activity [GO:0004312]; fatty acid biosynthetic process [GO:0006633]	GO:0004312; GO:0005835; GO:0006633; GO:0019171
Q87XS7	NP_793860.1;	Q87XS7_PSESM	unreviewed	Uncharacterized protein	PSPTO_4099	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	49	UP000002515: Chromosome	223283					
Q87XT0	NP_793857.1;WP_011104872.1;	Q87XT0_PSESM	unreviewed	Conserved domain protein	PSPTO_4096	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	46	UP000002515: Chromosome	223283					
Q87XT2	NP_793855.1;WP_011104870.1;	Q87XT2_PSESM	unreviewed	3-oxoacyl-(Acyl-carrier-protein) synthase III, putative	PSPTO_4094	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	373	UP000002515: Chromosome	223283	fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550]		3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550]	GO:0004315; GO:0006633; GO:0044550
Q87XT4	NP_793853.1;WP_007247022.1;	Q87XT4_PSESM	unreviewed	N-acetyltransferase	PSPTO_4092	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	375	UP000002515: Chromosome	223283					
Q87XT5	NP_793852.1;WP_007247023.1;	Q87XT5_PSESM	unreviewed	ABC transporter, ATP-binding/permease protein	PSPTO_4091	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	610	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	ABC-type oligopeptide transporter activity [GO:0015421]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	plasma membrane [GO:0005886]; ABC-type oligopeptide transporter activity [GO:0015421]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0015421; GO:0016887
Q87XT7	NP_793850.1;WP_005764971.1;	Q87XT7_PSESM	unreviewed	Hydrolase, alpha/beta fold family	PSPTO_4089	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	262	UP000002515: Chromosome	223283		membrane [GO:0016020]	hydrolase activity [GO:0016787]	membrane [GO:0016020]; hydrolase activity [GO:0016787]	GO:0016020; GO:0016787
Q87XT8	NP_793849.1;	Q87XT8_PSESM	unreviewed	3-phosphoglycerate kinase	PSPTO_4087	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	94	UP000002515: Chromosome	223283					
Q87XU1	NP_793846.1;WP_011104868.1;	Q87XU1_PSESM	unreviewed	Mannuronan C-5-epimerase, putative	PSPTO_4084	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	1610	UP000002515: Chromosome	223283		extracellular space [GO:0005615]; membrane [GO:0016020]	calcium ion binding [GO:0005509]; hydrolase activity, acting on ester bonds [GO:0016788]	extracellular space [GO:0005615]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; hydrolase activity, acting on ester bonds [GO:0016788]	GO:0005509; GO:0005615; GO:0016020; GO:0016788
Q87XU2	NP_793845.1;WP_005764980.1;	Q87XU2_PSESM	unreviewed	Membrane protein, putative	PSPTO_4083	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	292	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]		plasma membrane [GO:0005886]	GO:0005886
Q87XU3	NP_793844.1;WP_005619926.1;	Q87XU3_PSESM	unreviewed	Oxidoreductase, short chain dehydrogenase/reductase family	PSPTO_4082	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	244	UP000002515: Chromosome	223283			oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0016616
Q87XU4	NP_793843.1;	Q87XU4_PSESM	unreviewed	Rhs family protein	PSPTO_4081	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	1140	UP000002515: Chromosome	223283		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
Q87XU5	NP_793842.1;WP_011104866.1;	Q87XU5_PSESM	unreviewed	DNA-binding response regulator, LuxR family	PSPTO_4080	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	222	UP000002515: Chromosome	223283	regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993
Q87XU7	NP_793840.1;	Q87XU7_PSESM	unreviewed	Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	PSPTO_4078	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	414	UP000002515: Chromosome	223283	amino acid transport [GO:0006865]			amino acid transport [GO:0006865]	GO:0006865
Q87XU8	NP_793839.1;	Q87XU8_PSESM	unreviewed	Branched-chain amino acid ABC transporter, permease protein	PSPTO_4077	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	293	UP000002515: Chromosome	223283	amino acid transport [GO:0006865]	plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]	GO:0005886; GO:0006865; GO:0022857
Q87XU9	NP_793838.1;WP_011104863.1;	Q87XU9_PSESM	unreviewed	Branched-chain amino acid ABC transporter, permease protein	PSPTO_4076	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	391	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	branched-chain amino acid transmembrane transporter activity [GO:0015658]	plasma membrane [GO:0005886]; branched-chain amino acid transmembrane transporter activity [GO:0015658]	GO:0005886; GO:0015658
Q87XV0	NP_793837.1;WP_011104862.1;	Q87XV0_PSESM	unreviewed	Branched-chain amino acid ABC transporter, ATP-binding protein	PSPTO_4075	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	253	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0016887
Q87XV1	NP_793836.1;	Q87XV1_PSESM	unreviewed	Branched-chain amino acid ABC transporter, ATP-binding protein	PSPTO_4074	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	229	UP000002515: Chromosome	223283	L-amino acid transport [GO:0015807]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]; L-amino acid transport [GO:0015807]	GO:0005524; GO:0015658; GO:0015807; GO:0016887
Q87XV2	NP_793835.1;WP_005619903.1;	Q87XV2_PSESM	unreviewed	Formamidase	fmdA PSPTO_4073	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	410	UP000002515: Chromosome	223283			hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]	GO:0016811
Q87XV3	NP_793834.1;WP_011104861.1;	Q87XV3_PSESM	unreviewed	Regulatory protein, putative	PSPTO_4072	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	115	UP000002515: Chromosome	223283					
Q87XV4	NP_793833.1;WP_011104860.1;	Q87XV4_PSESM	unreviewed	DUF1349 domain-containing protein	PSPTO_4071	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	191	UP000002515: Chromosome	223283					
Q87XV5	NP_793832.1;WP_005767494.1;	Q87XV5_PSESM	unreviewed	DUF3757 domain-containing protein	PSPTO_4070	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	145	UP000002515: Chromosome	223283					
Q87XV6	NP_793831.1;	Q87XV6_PSESM	unreviewed	Uncharacterized protein	PSPTO_4069	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	54	UP000002515: Chromosome	223283					
Q87XV7	NP_793830.1;	Q87XV7_PSESM	unreviewed	Transcriptional regulator, AraC family	PSPTO_4068	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	355	UP000002515: Chromosome	223283		cytosol [GO:0005829]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700; GO:0005829
Q87XV8	NP_793829.1;	Q87XV8_PSESM	unreviewed	Oxidoreductase, short-chain dehydrogenase/reductase family	PSPTO_4067	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	298	UP000002515: Chromosome	223283			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491
Q87XV9	NP_793828.1;WP_005767500.1;	Q87XV9_PSESM	unreviewed	Conserved domain protein	PSPTO_4066	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	97	UP000002515: Chromosome	223283					
Q87XW0	NP_793827.1;WP_007245738.1;	Q87XW0_PSESM	unreviewed	Oxidoreductase, short-chain dehydrogenase/reductase family	PSPTO_4065	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	252	UP000002515: Chromosome	223283			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491
Q87XW1	NP_793826.1;	Q87XW1_PSESM	unreviewed	Transcriptional regulator, TetR family	PSPTO_4064	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	196	UP000002515: Chromosome	223283			DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700
Q87XW2	NP_793825.1;	Q87XW2_PSESM	unreviewed	C4-dicarboxylate transport protein	dctA-2 PSPTO_4063	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	435	UP000002515: Chromosome	223283	L-aspartate transmembrane transport [GO:0070778]	plasma membrane [GO:0005886]	fumarate transmembrane transporter activity [GO:0015138]; malate:proton symporter activity [GO:0015366]; succinate transmembrane transporter activity [GO:0015141]	plasma membrane [GO:0005886]; fumarate transmembrane transporter activity [GO:0015138]; malate:proton symporter activity [GO:0015366]; succinate transmembrane transporter activity [GO:0015141]; L-aspartate transmembrane transport [GO:0070778]	GO:0005886; GO:0015138; GO:0015141; GO:0015366; GO:0070778
Q87XW3	NP_793824.1;WP_005767507.1;	Q87XW3_PSESM	unreviewed	Mandelate racemase/muconate lactonizing enzyme family protein	PSPTO_4062	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	389	UP000002515: Chromosome	223283			D(-)-tartrate dehydratase activity [GO:0047808]; metal ion binding [GO:0046872]	D(-)-tartrate dehydratase activity [GO:0047808]; metal ion binding [GO:0046872]	GO:0046872; GO:0047808
Q87XW4	NP_793823.1;WP_005767508.1;	Q87XW4_PSESM	unreviewed	Transcriptional regulator, LysR family	PSPTO_4061	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	291	UP000002515: Chromosome	223283			DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700
Q87XW7	NP_793819.1;WP_011104854.1;	Q87XW7_PSESM	unreviewed	Site-specific recombinase, phage integrase family	PSPTO_4057	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	325	UP000002515: Chromosome	223283	DNA integration [GO:0015074]; DNA recombination [GO:0006310]		DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074
Q87XW8	NP_793818.1;WP_011104853.1;	Q87XW8_PSESM	unreviewed	Uncharacterized protein	PSPTO_4056	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	195	UP000002515: Chromosome	223283					
Q87XW9	NP_793817.1;WP_011104852.1;	Q87XW9_PSESM	unreviewed	Uncharacterized protein	PSPTO_4055	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	64	UP000002515: Chromosome	223283					
Q87XX0	NP_793816.1;	Q87XX0_PSESM	unreviewed	Uncharacterized protein	PSPTO_4054	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	270	UP000002515: Chromosome	223283					
Q87XX1	NP_793815.1;	Q87XX1_PSESM	unreviewed	Uncharacterized protein	PSPTO_4053	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	32	UP000002515: Chromosome	223283					
Q87XX2	NP_793814.1;WP_011104849.1;	Q87XX2_PSESM	unreviewed	Uncharacterized protein	PSPTO_4052	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	288	UP000002515: Chromosome	223283					
Q87XX3	NP_793813.1;WP_011104848.1;	Q87XX3_PSESM	unreviewed	Uncharacterized protein	PSPTO_4051	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	191	UP000002515: Chromosome	223283					
Q87XX4	NP_793812.1;	Q87XX4_PSESM	unreviewed	Uncharacterized protein	PSPTO_4050	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	250	UP000002515: Chromosome	223283					
Q87XX5	NP_793811.1;	Q87XX5_PSESM	unreviewed	Uncharacterized protein	PSPTO_4049	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	132	UP000002515: Chromosome	223283					
Q87XX6	NP_793810.1;WP_004418135.1;	Q87XX6_PSESM	unreviewed	Uncharacterized protein	PSPTO_4048	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	83	UP000002515: Chromosome	223283					
Q87XX7	NP_793809.1;WP_011104845.1;	Q87XX7_PSESM	unreviewed	Uncharacterized protein	PSPTO_4047	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	120	UP000002515: Chromosome	223283					
Q87XX8	NP_793808.1;WP_011104844.1;	Q87XX8_PSESM	unreviewed	Tail tape measure protein	PSPTO_4046	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	1222	UP000002515: Chromosome	223283					
Q87XX9	NP_793807.1;WP_011104843.1;	Q87XX9_PSESM	unreviewed	Uncharacterized protein	PSPTO_4045	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	99	UP000002515: Chromosome	223283					
Q87XY0	NP_793806.1;WP_011104842.1;	Q87XY0_PSESM	unreviewed	Prophage PSSB64-02	PSPTO_4044	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	194	UP000002515: Chromosome	223283					
Q87XY1	NP_793805.1;WP_007244232.1;	Q87XY1_PSESM	unreviewed	Prophage PssSM-03	PSPTO_4043	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	200	UP000002515: Chromosome	223283					
Q87XY2	NP_793804.1;WP_011104841.1;	Q87XY2_PSESM	unreviewed	DUF6950 domain-containing protein	PSPTO_4042	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	132	UP000002515: Chromosome	223283					
Q87XY3	NP_793803.1;WP_011104840.1;	Q87XY3_PSESM	unreviewed	Host specificity protein J, internal deletion	PSPTO_4041	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	1093	UP000002515: Chromosome	223283					
