WP_RefSeq PSPTO uniprot
WP_011104733.1 PSPTO3802 Q87YJ4
WP_011104734.1 PSPTO3803 Q87YJ3
WP_007245153.1 PSPTO3804 Q87YJ2
WP_005769073.1 PSPTO3805 Q87YJ1
WP_032645112.1 PSPTO3806 Q87YJ0
WP_005760710.1 PSPTO3807 Q87YI9
WP_054082654.1 PSPTO3808 NA
WP_161633151.1 PSPTO3809 Q87YI8
WP_005770586.1 PSPTO3810 Q87YI7
WP_003381064.1 PSPTO3811 Q87YI6
WP_005770588.1 PSPTO3812 Q87YI5
WP_011104736.1 PSPTO3813 Q87YI4
WP_011104737.1 PSPTO3814 Q87YI3
WP_005770594.1 PSPTO3815 Q87YI2
WP_005619689.1 PSPTO3816 Q87YI1
WP_005770596.1 PSPTO3817 A0PCI5
WP_011104738.1 PSPTO3818 Q87YI0
WP_011104739.1 PSPTO3819 Q87YH9
WP_011104740.1 PSPTO3820 Q87YH8
WP_005770603.1 PSPTO3821 Q87YH7
WP_005770607.1 PSPTO3822 Q87YH6
WP_011104741.1 PSPTO3823 Q87YH5
WP_011104742.1 PSPTO3824 Q87YH4
WP_003381088.1 PSPTO3825 Q87YH3
WP_005770613.1 PSPTO3826 Q87YH2
WP_005770616.1 PSPTO3827 Q87YH1
WP_005770618.1 PSPTO3828 Q87YH0
WP_007245844.1 PSPTO3829 Q87YG9
WP_011104743.1 PSPTO3830 Q87YG8
WP_003381096.1 PSPTO3831 P80923
WP_005770626.1 PSPTO3832 Q87YG7
WP_007245842.1 PSPTO3833 Q87YG6
WP_057443174.1 PSPTO3834 Q87YG5
WP_002552688.1 PSPTO3835 Q87YG4
WP_011104745.1 PSPTO3836 Q87YG3
WP_011104746.1 PSPTO3837 Q87YG2
WP_005770635.1 PSPTO3838 Q87YG1
WP_005770637.1 PSPTO3839 Q87YG0
WP_005619727.1 PSPTO3840 A0PCI6
WP_005770639.1 PSPTO3841 Q87YF9
WP_005770641.1 PSPTO3842 Q87YF8
WP_005770642.1 PSPTO3843 Q87YF7
WP_003381112.1 PSPTO3844 Q87YF6
WP_005770644.1 PSPTO3845 Q87YF5
WP_005770645.1 PSPTO3846 Q87YF4
WP_007245835.1 PSPTO3847 Q87YF3
WP_011104749.1 PSPTO3848 Q87YF2
WP_005770647.1 PSPTO3849 Q87YF1
WP_011104750.1 PSPTO3850 Q87YF0
WP_011104751.1 PSPTO3851 Q87YE9
WP_044392855.1 PSPTO3852 Q87YE8
WP_011104753.1 PSPTO3853 Q87YE7
WP_011104754.1 PSPTO3854 Q87YE6
WP_011104755.1 PSPTO3855 Q87YE5
WP_011104756.1 PSPTO3856 Q87YE4
WP_011104757.1 PSPTO3857 Q87YE3
WP_005770653.1 PSPTO3858 Q87YE2
WP_005770654.1 PSPTO3859 Q87YE1
WP_011104758.1 PSPTO3860 Q87YE0
WP_005770656.1 PSPTO3861 Q87YD9
WP_005770657.1 PSPTO3862 Q87YD8
WP_226992644.1 PSPTO3863 Q87YD7
WP_011104760.1 PSPTO3864 Q87YD6
WP_007245823.1 PSPTO3865 Q87YD5
WP_007245822.1 PSPTO3866 Q87YD4
WP_011104761.1 PSPTO3867 Q87YD3
WP_011104762.1 PSPTO3868 Q87YD2
WP_005770478.1 PSPTO3869 Q87YD1
WP_007245819.1 PSPTO3870 Q87YD0
WP_007245818.1 PSPTO3871 Q87YC9
WP_011104763.1 PSPTO3872 Q87YC8
WP_003382726.1 PSPTO3873 Q87YC7
WP_002552653.1 PSPTO3874 Q87YC6
WP_005770474.1 PSPTO3875 A0PCI7
WP_011104764.1 PSPTO3876 Q87YC5
WP_011104765.1 PSPTO3877 Q87YC4
WP_011104766.1 PSPTO3878 Q87YC3
WP_046463458.1 PSPTO3879 Q87YC2
WP_005770467.1 PSPTO3880 Q87YC1
WP_005770465.1 PSPTO3881 Q87YC0
WP_005770464.1 PSPTO3882 Q87YB9
WP_003382736.1 PSPTO3883 Q87YB8
WP_005739770.1 PSPTO3884 Q87YB7
WP_011104769.1 PSPTO3885 Q87YB6
WP_005770458.1 PSPTO3886 Q87YB5
WP_005770456.1 PSPTO3887 Q87YB4
WP_005770454.1 PSPTO3888 Q87YB3
WP_005770452.1 PSPTO3889 Q87YB2
WP_005770450.1 PSPTO3890 Q87YB1
WP_005770448.1 PSPTO3891 Q87YB0
WP_005770446.1 PSPTO3892 Q87YA9
WP_011104772.1 PSPTO3893 Q87YA8
WP_007245808.1 PSPTO3894 Q87YA7
WP_005770439.1 PSPTO3895 Q87YA6
WP_005770437.1 PSPTO3897 Q87YA4
WP_005770435.1 PSPTO3898 Q87YA3
WP_005770433.1 PSPTO3899 Q87YA2
WP_005770431.1 PSPTO3900 Q87YA1
WP_003383332.1 PSPTO3901 Q87YA0
WP_007245803.1 PSPTO3902 Q87Y99
WP_011104774.1 PSPTO3903 Q87Y98
WP_005770425.1 PSPTO3905 Q87Y96
WP_007245801.1 PSPTO3906 Q87Y95
WP_046463459.1 PSPTO3907 Q87Y94
WP_011104777.1 PSPTO3908 Q87Y93
WP_005619831.1 PSPTO3909 Q87Y92
WP_005770416.1 PSPTO3910 Q87Y91
WP_011104778.1 PSPTO3911 Q87Y90
WP_007245797.1 PSPTO3912 Q87Y89
WP_002552611.1 PSPTO3913 Q87Y88
WP_011104780.1 PSPTO3914 P59571
WP_044392483.1 PSPTO3915 P59572
WP_007245794.1 PSPTO3916 Q87Y87
WP_011104782.1 PSPTO3917 Q87Y86
WP_005619852.1 PSPTO3918 Q87Y85
WP_005770403.1 PSPTO3919 Q87Y84
WP_011104783.1 PSPTO3920 Q87Y83
WP_003379038.1 PSPTO3921 Q87Y82
WP_011104784.1 PSPTO3922 Q87Y81
WP_011104785.1 PSPTO3923 Q87Y80
WP_046463461.1 PSPTO3924 Q87Y79
WP_005770393.1 PSPTO3925 Q87Y78
 pseudo;PSPTO3926 NA
WP_007245789.1 PSPTO3927 Q87Y77
WP_007245786.1 PSPTO3929 Q87Y76
WP_011104787.1 PSPTO3930 Q87Y75
 partial;pseudo;PSPTO3931 NA
WP_011104789.1 PSPTO3932 Q87Y73
WP_011104790.1 PSPTO3933 Q87Y72
WP_005771306.1 PSPTO3934 Q87Y71
WP_011104791.1 PSPTO3935 Q87Y70
WP_011104792.1 PSPTO3936 Q87Y69
WP_007244228.1 PSPTO3937 NA
WP_226992645.1 PSPTO3938 Q87Y68
WP_159229463.1 PSPTO3939 NA
 partial;pseudo;PSPTO3940 NA
 partial;pseudo;PSPTO3941 NA
WP_011104794.1 PSPTO3942 Q87Y67
WP_010216576.1 PSPTO3943 Q87Y66
WP_011104795.1 PSPTO3944 Q87Y65
WP_011104796.1 PSPTO3945 Q87Y64
WP_046463468.1 PSPTO3946 Q87Y63
WP_011104798.1 PSPTO3947 Q87Y62
WP_193383849.1 PSPTO3948 Q87Y61
WP_046463475.1 PSPTO3949 Q87Y60
WP_003379028.1 PSPTO3950 Q87Y59
WP_005767663.1 PSPTO3951 Q87Y58
WP_007245782.1 PSPTO3952 Q87Y57
WP_003379025.1 PSPTO3953 Q87Y56
WP_003379024.1 PSPTO3954 Q87Y55
WP_011104801.1 PSPTO3955 Q87Y54
WP_007245780.1 PSPTO3956 Q87Y53
WP_011104802.1 PSPTO3957 Q87Y52
WP_005767670.1 PSPTO3958 Q87Y51
WP_011104803.1 PSPTO3959 Q87Y50
WP_011104804.1 PSPTO3960 Q87Y49
WP_007247571.1 PSPTO3963 NA
WP_162491828.1 PSPTO3965 Q87Y46
WP_005747908.1 PSPTO3966 Q87Y45
WP_046463447.1 PSPTO3968 Q87Y44
WP_011104809.1 PSPTO3969 Q87Y43
WP_011104810.1 PSPTO3970 Q87Y42
WP_002554651.1 PSPTO3971 Q87Y41
WP_005616092.1 PSPTO3972 Q87Y40
WP_005616090.1 PSPTO3973 Q87Y39
WP_161420636.1 PSPTO3974 Q87Y38
WP_002554655.1 PSPTO3975 Q87Y37
WP_003378990.1 PSPTO3976 Q87Y36
WP_010209286.1 PSPTO3977 Q87Y35
WP_007245442.1 PSPTO3978 Q87Y34
WP_011104812.1 PSPTO3979 Q87Y33
WP_011104813.1 PSPTO3980 Q87Y32
WP_011104814.1 PSPTO3981 Q87Y31
WP_007245440.1 PSPTO3982 Q87Y30
WP_003314356.1 PSPTO3983 Q87Y29
WP_005766070.1 PSPTO3985 Q87Y27
WP_011104815.1 PSPTO3986 Q87Y26
WP_011104816.1 PSPTO3987 Q87Y25
WP_011104817.1 PSPTO3988 Q87Y24
WP_007245435.1 PSPTO3989 Q87Y23
WP_011104818.1 PSPTO3990 Q87Y22
WP_011104819.1 PSPTO3991 Q87Y21
WP_011104820.1 PSPTO3992 Q87Y20
WP_005766050.1 PSPTO3993 Q87Y19
WP_011104821.1 PSPTO3994 Q87Y18
WP_011104822.1 PSPTO3995 Q87Y17
WP_003409202.1 PSPTO3996 NA
WP_003409203.1 PSPTO3997 NA
WP_003409203.1 PSPTO3998 NA
WP_003409202.1 PSPTO3999 NA
WP_011104823.1 PSPTO4001 Q87Y16
WP_005767203.1 PSPTO4003 Q87Y15
WP_005767206.1 PSPTO4004 Q87Y14
WP_005767207.1 PSPTO4006 Q87Y12
WP_005767209.1 PSPTO4007 Q87Y11
WP_011104825.1 PSPTO4008 Q87Y10
WP_011104826.1 PSPTO4009 Q87Y09
WP_226992647.1 PSPTO4010 Q87Y08
WP_011104828.1 PSPTO4011 Q87Y07
WP_164923169.1 PSPTO4012 Q87Y06
WP_002551322.1 PSPTO4013 NA
WP_005741073.1 PSPTO4014 NA
WP_011104830.1 PSPTO4015 Q87Y05
WP_011104831.1 PSPTO4016 Q87Y04
WP_011104832.1 PSPTO4017 Q87Y03
WP_011104833.1 PSPTO4018 Q87Y02
WP_011104834.1 PSPTO4019 Q87Y01
WP_005766046.1 PSPTO4020 Q87Y00
WP_004397570.1 PSPTO4021 Q87XZ9
WP_005766044.1 PSPTO4022 Q87XZ8
WP_005766043.1 PSPTO4023 Q87XZ7
WP_005616041.1 PSPTO4024 Q87XZ6
WP_005736179.1 PSPTO4025 Q87XZ5
WP_005766041.1 PSPTO4026 Q87XZ4
WP_005616037.1 PSPTO4027 Q87XZ3
WP_005766026.1 PSPTO4029 Q87XZ1
WP_004397588.1 PSPTO4030 Q87XZ0
WP_005766024.1 PSPTO4031 Q87XY9
WP_005766020.1 PSPTO4032 Q87XY8
WP_004397594.1 PSPTO4033 Q87XY7
WP_005766018.1 PSPTO4034 Q87XY6
WP_046463976.1 PSPTO4035 Q87XY5
WP_046463977.1 PSPTO4036 Q87XY4
WP_011103843.1 PSPTO4037 Q877M3
WP_011103842.1 PSPTO4038 Q877M2
WP_007244228.1 PSPTO4039 Q877T1
WP_226992648.1 PSPTO4040 Q877T7
WP_011104840.1 PSPTO4041 Q87XY3
WP_011104841.1 PSPTO4042 Q87XY2
WP_007244232.1 PSPTO4043 Q87XY1
WP_011104842.1 PSPTO4044 Q87XY0
WP_011104843.1 PSPTO4045 Q87XX9
WP_011104844.1 PSPTO4046 Q87XX8
WP_011104845.1 PSPTO4047 Q87XX7
WP_004418135.1 PSPTO4048 Q87XX6
WP_046463589.1 PSPTO4049 Q87XX5
WP_264370966.1 PSPTO4050 Q87XX4
WP_011104848.1 PSPTO4051 Q87XX3
WP_011104849.1 PSPTO4052 Q87XX2
WP_057443240.1 PSPTO4054 Q87XX0
WP_011104852.1 PSPTO4055 Q87XW9
WP_011104853.1 PSPTO4056 Q87XW8
WP_011104854.1 PSPTO4057 Q87XW7
WP_011104855.1 PSPTO4058 Q87XW6
WP_005736188.1 PSPTO4059 Q87XW5
WP_054082654.1 PSPTO4060 NA
WP_005767508.1 PSPTO4061 Q87XW4
WP_005767507.1 PSPTO4062 Q87XW3
WP_011104856.1 PSPTO4063 Q87XW2
WP_005767504.1 PSPTO4064 Q87XW1
WP_007245738.1 PSPTO4065 Q87XW0
WP_005767500.1 PSPTO4066 Q87XV9
WP_046463536.1 PSPTO4067 Q87XV8
WP_011104858.1 PSPTO4068 Q87XV7
WP_005767494.1 PSPTO4070 Q87XV5
WP_011104860.1 PSPTO4071 Q87XV4
WP_011104861.1 PSPTO4072 Q87XV3
WP_005619903.1 PSPTO4073 Q87XV2
WP_005767488.1 PSPTO4074 Q87XV1
WP_011104862.1 PSPTO4075 Q87XV0
WP_011104863.1 PSPTO4076 Q87XU9
WP_044393615.1 PSPTO4077 Q87XU8
WP_005767480.1 PSPTO4078 Q87XU7
WP_044393613.1 PSPTO4079 Q87XU6
WP_011104866.1 PSPTO4080 Q87XU5
 partial;pseudo;PSPTO4081 NA
WP_005619926.1 PSPTO4082 Q87XU3
WP_005764980.1 PSPTO4083 Q87XU2
WP_011104868.1 PSPTO4084 Q87XU1
WP_005764975.1 PSPTO4087 Q87XT8
 pseudo;PSPTO4088 NA
WP_005764971.1 PSPTO4089 Q87XT7
WP_005764969.1 PSPTO4090 Q87XT6
WP_007247023.1 PSPTO4091 Q87XT5
WP_007247022.1 PSPTO4092 Q87XT4
WP_011104869.1 PSPTO4093 Q87XT3
WP_011104870.1 PSPTO4094 Q87XT2
WP_011104871.1 PSPTO4095 Q87XT1
WP_011104872.1 PSPTO4096 Q87XT0
WP_011104873.1 PSPTO4097 Q87XS9
WP_011104874.1 PSPTO4098 Q87XS8
WP_005740134.1 PSPTO4100 Q87XS6
WP_011104876.1 PSPTO4101 Q87XS5
WP_011104877.1 PSPTO4103 Q87XS3
WP_005764946.1 PSPTO4104 Q87XS2
WP_005764944.1 PSPTO4105 Q87XS1
WP_046463431.1 PSPTO4106 Q87XS0
WP_005764940.1 PSPTO4107 Q87XR9
WP_005764936.1 PSPTO4108 Q87XR8
WP_003381481.1 PSPTO4109 Q87XR7
WP_005764931.1 PSPTO4110 Q87XR6
WP_003381484.1 PSPTO4111 Q87XR5
WP_005764926.1 PSPTO4112 Q87XR4
WP_003381486.1 PSPTO4113 Q87XR3
WP_005764923.1 PSPTO4114 Q87XR2
WP_003381490.1 PSPTO4115 Q87XR1
WP_005764922.1 PSPTO4116 Q87XR0
WP_011104881.1 PSPTO4117 Q87XQ9
WP_005764919.1 PSPTO4119 Q87XQ7
WP_005764917.1 PSPTO4120 Q87XQ6
WP_005619982.1 PSPTO4121 Q87XQ5
WP_005764915.1 PSPTO4122 Q87XQ4
WP_005619985.1 PSPTO4123 Q87XQ3
WP_003381499.1 PSPTO4124 Q87XQ2
WP_005764909.1 PSPTO4125 Q87XQ1
WP_003381502.1 PSPTO4126 Q87XQ0
WP_005764906.1 PSPTO4127 Q87XP9
WP_011104883.1 PSPTO4128 Q87XP8
WP_005764901.1 PSPTO4129 Q87XP7
WP_005764898.1 PSPTO4130 Q87XP6
WP_005764890.1 PSPTO4131 Q87XP5
WP_003381514.1 PSPTO4132 Q87XP4
WP_011104884.1 PSPTO4133 Q87XP3
WP_011104885.1 PSPTO4134 Q87XP2
WP_007246640.1 PSPTO4135 Q87XP1
WP_003381525.1 PSPTO4136 Q87XP0
WP_046463429.1 PSPTO4137 Q87XN9
WP_005764880.1 PSPTO4138 Q87XN8
WP_005764877.1 PSPTO4139 Q87XN7
WP_007246637.1 PSPTO4140 Q87XN6
WP_011104887.1 PSPTO4141 Q87XN5
WP_005764871.1 PSPTO4142 Q87XN4
WP_003381534.1 PSPTO4143 Q87XN3
WP_003381535.1 PSPTO4144 Q87XN2
WP_002554837.1 PSPTO4145 P0A105
WP_011104888.1 PSPTO4146 Q87XN1
WP_005764864.1 PSPTO4147 Q87XN0
WP_007246633.1 PSPTO4148 Q87XM9
WP_005739136.1 PSPTO4149 Q87XM8
WP_002554843.1 PSPTO4151 Q87XM6
WP_007247571.1 PSPTO4152 NA
WP_005764857.1 PSPTO4153 Q87XM5
WP_011104890.1 PSPTO4154 Q87XM4
WP_005620033.1 PSPTO4155 Q87XM3
WP_005764856.1 PSPTO4156 Q87XM2
WP_005764852.1 PSPTO4157 Q87XM1
WP_005764850.1 PSPTO4158 Q87XM0
WP_004396478.1 PSPTO4159 Q87XL9
WP_002554851.1 PSPTO4160 Q87XL8
WP_004396490.1 PSPTO4161 Q87XL7
WP_046463414.1 PSPTO4162 Q87XL6
WP_007246626.1 PSPTO4163 Q87XL5
WP_011104892.1 PSPTO4164 Q87XL4
WP_044390643.1 PSPTO4165 Q87XL3
WP_005764836.1 PSPTO4166 Q87XL2
WP_004396504.1 PSPTO4167 Q87XL1
WP_005764834.1 PSPTO4168 Q87XL0
WP_004396514.1 PSPTO4169 Q87XK9
WP_005764831.1 PSPTO4170 Q87XK8
WP_011104894.1 PSPTO4171 Q87XK7
WP_004396522.1 PSPTO4172 Q87XK6
WP_174171202.1 PSPTO4173 Q87XK5
WP_011104895.1 PSPTO4174 Q87XK4
WP_007246618.1 PSPTO4175 Q87XK3
WP_007246617.1 PSPTO4176 Q87XK2
WP_011104896.1 PSPTO4177 Q87XK1
WP_011104897.1 PSPTO4178 Q87XK0
WP_005764814.1 PSPTO4179 Q87XJ9
WP_005764812.1 PSPTO4180 Q87XJ8
WP_005764810.1 PSPTO4181 Q87XJ7
WP_005764809.1 PSPTO4182 Q87XJ6
WP_005764807.1 PSPTO4183 Q87XJ5
WP_011104899.1 PSPTO4185 Q87XJ3
WP_011104900.1 PSPTO4186 Q87XJ2
WP_011104901.1 PSPTO4188 Q87XJ0
WP_011104902.1 PSPTO4189 Q87XI9
WP_046463415.1 PSPTO4190 Q87XI8
WP_005764794.1 PSPTO4191 Q87XI7
WP_005764792.1 PSPTO4192 Q87XI6
WP_011104905.1 PSPTO4193 Q87XI5
WP_005764790.1 PSPTO4194 Q87XI4
WP_046463416.1 PSPTO4196 Q87XI2
WP_005764787.1 PSPTO4197 Q87XI1
WP_005764786.1 PSPTO4198 Q87XI0
WP_011104908.1 PSPTO4199 Q87XH9
WP_005764784.1 PSPTO4200 Q87XH8
WP_005764783.1 PSPTO4201 Q87XH7
WP_005764782.1 PSPTO4202 Q87XH6
WP_005764781.1 PSPTO4203 Q87XH5
WP_005764779.1 PSPTO4204 Q87XH4
WP_010207837.1 PSPTO4205 Q87XH3
WP_005764777.1 PSPTO4206 Q87XH2
WP_005764776.1 PSPTO4207 Q87XH1
WP_005764775.1 PSPTO4208 Q87XH0
WP_011104910.1 PSPTO4209 Q87XG9
WP_005620091.1 PSPTO4210 Q87XG8
WP_005764773.1 PSPTO4211 Q87XG7
WP_005764772.1 PSPTO4212 Q87XG6
WP_005764771.1 PSPTO4213 Q87XG5
WP_005764769.1 PSPTO4214 Q87XG4
WP_003378472.1 PSPTO4215 Q87XG3
WP_011104911.1 PSPTO4216 Q87XG2
WP_005620106.1 PSPTO4217 Q87XG1
WP_007246809.1 PSPTO4218 Q87XG0
WP_011104912.1 PSPTO4219 Q87XF9
WP_005764765.1 PSPTO4220 Q87XF8
WP_005764764.1 PSPTO4221 Q87XF7
WP_005764762.1 PSPTO4222 Q87XF6
WP_007246812.1 PSPTO4223 Q87XF5
WP_003378493.1 PSPTO4224 Q87XF4
WP_005764756.1 PSPTO4225 Q87XF3
WP_011104913.1 PSPTO4226 Q87XF2
WP_003378499.1 PSPTO4227 Q87XF1
WP_032622187.1 PSPTO4228 Q87XF0
WP_005764752.1 PSPTO4229 Q87XE9
WP_011104914.1 PSPTO4230 Q87XE8
WP_005739198.1 PSPTO4231 Q87XE7
WP_005764747.1 PSPTO4232 Q87XE6
WP_005764744.1 PSPTO4233 Q87XE5
WP_011104915.1 PSPTO4234 Q87XE4
WP_005764742.1 PSPTO4235 Q87XE3
WP_003378513.1 PSPTO4236 Q87XE2
WP_011104916.1 PSPTO4237 Q87XE1
WP_005764738.1 PSPTO4238 Q87XE0
WP_005764735.1 PSPTO4239 Q87XD9
WP_007246818.1 PSPTO4240 Q87XD8
WP_005764729.1 PSPTO4241 Q87XD7
WP_005764727.1 PSPTO4242 Q87XD6
WP_011104917.1 PSPTO4243 Q87XD5
WP_011104918.1 PSPTO4244 Q87XD4
WP_011104919.1 PSPTO4245 Q87XD3
WP_005764716.1 PSPTO4246 Q87XD2
WP_005764714.1 PSPTO4247 A0PCI8
WP_011104920.1 PSPTO4248 Q87XD1
WP_011104921.1 PSPTO4250 Q87XD0
WP_003409202.1 PSPTO4251 NA
WP_003409203.1 PSPTO4252 NA
WP_007247571.1 PSPTO4253 NA
WP_046463388.1 PSPTO4254 Q87XC9
WP_011104923.1 PSPTO4255 Q87XC8
WP_011104924.1 PSPTO4256 Q87XC7
WP_011104925.1 PSPTO4257 Q87XC6
WP_011104926.1 PSPTO4258 Q87XC5
WP_011104927.1 PSPTO4259 Q87XC4
WP_011104928.1 PSPTO4260 Q87XC3
WP_011104929.1 PSPTO4261 Q87XC2
WP_011104930.1 PSPTO4262 Q87XC1
WP_011104931.1 PSPTO4263 Q87XC0
WP_011104932.1 PSPTO4264 Q87XB9
WP_011104933.1 PSPTO4265 Q87XB8
WP_161797768.1 PSPTO4266 Q87XB7
WP_011104935.1 PSPTO4267 Q87XB6
 partial;pseudo;PSPTO4268 NA
WP_002551322.1 PSPTO4269 NA
WP_005741073.1 PSPTO4270 NA
 partial;pseudo;PSPTO4271 NA
WP_011104936.1 PSPTO4272 Q87XB5
 partial;pseudo;PSPTO4273 NA
WP_007246827.1 PSPTO4274 Q87XB4
WP_011104937.1 PSPTO4275 Q87XB3
WP_011104938.1 PSPTO4276 Q87XB2
WP_044390572.1 PSPTO4277 Q87XB1
WP_011104940.1 PSPTO4278 Q87XB0
WP_005764692.1 PSPTO4279 Q87XA9
WP_007246175.1 PSPTO4280 Q87XA8
WP_005764689.1 PSPTO4281 Q87XA7
WP_005764687.1 PSPTO4282 Q87XA6
WP_046463677.1 PSPTO4283 Q87XA5
WP_011104942.1 PSPTO4284 Q87XA4
WP_011104943.1 PSPTO4285 Q87XA3
WP_011104944.1 PSPTO4286 Q87XA2
WP_046463676.1 PSPTO4287 Q87XA1
WP_003381663.1 PSPTO4288 Q87XA0
WP_032622185.1 PSPTO4289 Q87X99
WP_007246181.1 PSPTO4290 Q87X98
WP_007246182.1 PSPTO4291 Q87X97
WP_011104948.1 PSPTO4292 Q87X96
WP_011104949.1 PSPTO4293 Q87X95
WP_011104950.1 PSPTO4294 Q87X94
WP_005768708.1 PSPTO4295 Q87X93
WP_011104951.1 PSPTO4296 Q87X92
WP_005768704.1 PSPTO4297 Q87X91
WP_005739483.1 PSPTO4298 Q87X90
WP_003381648.1 PSPTO4299 Q87X89
WP_046463675.1 PSPTO4300 Q87X88
WP_011104953.1 PSPTO4301 Q87X87
WP_005768695.1 PSPTO4302 Q87X86
WP_007246191.1 PSPTO4303 Q87X85
WP_005768691.1 PSPTO4304 Q87X84
WP_005768689.1 PSPTO4305 Q87X83
WP_007246194.1 PSPTO4306 Q87X82
WP_172679551.1 PSPTO4307 Q87X81
WP_172679552.1 PSPTO4308 Q87X80
WP_005768681.1 PSPTO4309 Q87X79
WP_005620205.1 PSPTO4310 Q87X78
WP_005620206.1 PSPTO4312 Q87X76
WP_005768677.1 PSPTO4313 Q87X75
WP_003363851.1 PSPTO4314 Q87X74
WP_002554971.1 PSPTO4315 Q87X73
WP_011104954.1 PSPTO4316 Q87X72
WP_046463673.1 PSPTO4317 Q87X71
WP_005768670.1 PSPTO4318 Q87X70
WP_005768668.1 PSPTO4319 Q87X69
WP_011104956.1 PSPTO4320 Q87X68
 partial;pseudo;PSPTO4321 NA
 pseudo;PSPTO4322 NA
WP_046463671.1 PSPTO4323 Q87X65
WP_046463670.1 PSPTO4324 Q87X64
WP_011104961.1 PSPTO4325 Q87X63
WP_011104962.1 PSPTO4326 Q87X62
WP_011104963.1 PSPTO4327 Q87X61
WP_011104966.1 PSPTO4331 Q87X57
WP_011104967.1 PSPTO4332 Q87X56
WP_010219554.1 PSPTO4333 Q87X55
WP_011104968.1 PSPTO4334 Q87X54
WP_005768657.1 PSPTO4335 Q87X53
WP_046463668.1 PSPTO4336 Q87X52
WP_003380907.1 PSPTO4337 Q87X51
WP_007246206.1 PSPTO4338 Q87X50
WP_003395253.1 PSPTO4339 Q87X49
WP_011104970.1 PSPTO4340 Q87X48
WP_011104971.1 PSPTO4342 Q87X47
WP_011104972.1 PSPTO4343 Q87X46
WP_011104973.1 PSPTO4344 Q87X45
WP_005768639.1 PSPTO4345 Q87X44
WP_046463667.1 PSPTO4346 Q87X43
WP_007247571.1 PSPTO4347 NA
WP_011104975.1 PSPTO4348 Q87X42
WP_007246215.1 PSPTO4349 Q87X41
WP_011104976.1 PSPTO4350 Q87X40
WP_011104977.1 PSPTO4351 Q87X39
WP_010218977.1 PSPTO4352 Q87X38
WP_005768625.1 PSPTO4353 Q87X37
WP_005768622.1 PSPTO4354 Q87X36
WP_005768620.1 PSPTO4355 Q87X35
WP_011104978.1 PSPTO4356 Q87X34
WP_011104979.1 PSPTO4357 Q87X33
WP_011104980.1 PSPTO4358 Q87X32
WP_011104981.1 PSPTO4359 Q87X31
WP_046463422.1 PSPTO4360 Q87X30
WP_011104983.1 PSPTO4361 Q87X29
WP_005768608.1 PSPTO4362 Q87X28
WP_003380941.1 PSPTO4363 Q87X27
WP_011104985.1 PSPTO4365 Q87X25
WP_007246223.1 PSPTO4366 Q87X24
WP_011104986.1 PSPTO4367 Q87X23
WP_011104987.1 PSPTO4368 Q87X22
WP_011104988.1 PSPTO4369 Q87X21
WP_005768596.1 PSPTO4370 Q87X20
WP_011104989.1 PSPTO4371 Q87X19
WP_005739535.1 PSPTO4372 Q87X18
WP_003380966.1 PSPTO4373 Q87X17
WP_002555020.1 PSPTO4374 Q87X16
WP_005768589.1 PSPTO4375 Q87X15
WP_007246228.1 PSPTO4376 Q87X14
WP_003304675.1 PSPTO4377 Q87X13
WP_005768585.1 PSPTO4379 Q87X11
WP_011104991.1 PSPTO4380 Q87X10
WP_005620274.1 PSPTO4381 Q87X09
WP_005768582.1 PSPTO4382 Q87X08
WP_005768580.1 PSPTO4383 Q87X07
WP_011104992.1 PSPTO4384 Q87X06
WP_011104993.1 PSPTO4385 Q87X05
WP_011104994.1 PSPTO4386 Q87X04
WP_226992653.1 PSPTO4387 Q87X03
WP_003409202.1 PSPTO4389 NA
WP_003409203.1 PSPTO4390 NA
WP_005766595.1 PSPTO4392 Q87X01
WP_003380977.1 PSPTO4393 Q87X00
WP_011104997.1 PSPTO4394 Q87WZ9
WP_005766590.1 PSPTO4395 Q87WZ8
WP_011104998.1 PSPTO4396 Q87WZ7
WP_011104999.1 PSPTO4397 Q87WZ6
 partial;pseudo;PSPTO4398 NA
WP_011105001.1 PSPTO4399 Q87WZ4
WP_005766579.1 PSPTO4400 Q87WZ3
WP_003377653.1 PSPTO4401 Q87WZ2
WP_003377651.1 PSPTO4402 Q87WZ1
WP_005766576.1 PSPTO4403 Q87WZ0
WP_003377649.1 PSPTO4404 Q87WY9
WP_005766574.1 PSPTO4405 Q87WY8
WP_011105003.1 PSPTO4406 Q87WY7
WP_005766570.1 PSPTO4407 Q87WY6
WP_005766568.1 PSPTO4408 Q87WY5
WP_162839066.1 PSPTO4409 Q87WY4
WP_005766566.1 PSPTO4410 Q87WY3
WP_003313553.1 PSPTO4411 Q87WY2
WP_011105004.1 PSPTO4412 Q87WY1
WP_005766562.1 PSPTO4413 Q87WY0
WP_017682720.1 PSPTO4414 Q87WX9
WP_005739040.1 PSPTO4415 Q87WX8
WP_007243678.1 PSPTO4416 Q87WX7
WP_005620303.1 PSPTO4417 Q87WX6
WP_007243679.1 PSPTO4418 Q87WX5
WP_005766553.1 PSPTO4419 Q87WX4
WP_005766552.1 PSPTO4420 Q87WX3
WP_005620308.1 PSPTO4421 Q87WX2
WP_005766550.1 PSPTO4422 Q87WX1
WP_003377610.1 PSPTO4423 Q87WX0
WP_005766548.1 PSPTO4424 Q87WW9
WP_002555064.1 PSPTO4425 Q87WW8
