qseqid,sseqid,pident,alen,qlen,slen,evalue,bits,cov_q,cov_s
WP_005770857.1,DAKCFMEO_00670,30.9,223,224,249,2.5e-23,103.6,0.995536,0.895582
WP_005770857.1,DAKCFMEO_00596,30.2,235,224,255,1.3e-22,101.3,1.04911,0.921569
WP_005770857.1,DAKCFMEO_02976,30.8,227,224,245,1.3e-22,101.3,1.01339,0.926531
WP_005770857.1,DAKCFMEO_00966,31.6,225,224,229,1.4e-21,97.8,1.00446,0.982533
WP_005770857.1,DAKCFMEO_00691,30.2,222,224,230,1.5e-20,94.4,0.991071,0.965217
WP_005770857.1,DAKCFMEO_02384,30.9,181,224,225,8.4e-19,88.6,0.808036,0.804444
WP_005770871.1,DAKCFMEO_00947,91.2,148,148,148,2.2e-71,262.7,1,1
WP_005770871.1,DAKCFMEO_03127,56.2,146,148,154,1.5e-40,160.2,0.986486,0.948052
WP_005770871.1,DAKCFMEO_04077,41.5,135,148,148,5.4e-22,98.6,0.912162,0.912162
WP_005770871.1,DAKCFMEO_03885,38.5,135,148,146,8.0e-18,84.7,0.912162,0.924658
WP_005770871.1,DAKCFMEO_00898,36.4,132,148,133,5.2e-17,82.0,0.891892,0.992481
WP_005770871.1,DAKCFMEO_02039,35.6,132,148,133,2.9e-15,76.3,0.891892,0.992481
WP_005770871.1,DAKCFMEO_01831,39.2,130,148,139,1.1e-14,74.3,0.878378,0.935252
WP_005770885.1,DAKCFMEO_01066,91.5,141,141,141,1.1e-75,276.9,1,1
WP_005770888.1,DAKCFMEO_01065,73.5,283,291,290,2.3e-117,416.4,0.972509,0.975862
WP_005770915.1,DAKCFMEO_01751,86.0,386,400,387,4.7e-198,684.9,0.965,0.997416
WP_005770932.1,DAKCFMEO_02740,43.3,390,471,518,7.5e-86,312.4,0.828025,0.752896
WP_005770938.1,DAKCFMEO_01750,86.2,152,153,157,1.1e-73,270.4,0.993464,0.968153
WP_005770940.1,DAKCFMEO_01748,90.7,335,334,335,1.5e-168,586.6,1.00299,1
WP_005770944.1,DAKCFMEO_01745,66.4,220,220,218,1.3e-80,293.9,1,1.00917
WP_005770954.1,DAKCFMEO_01739,89.7,175,175,175,4.8e-86,311.6,1,1
WP_005770956.1,DAKCFMEO_01738,90.6,341,341,340,5.7e-176,611.3,1,1.00294
WP_005770966.1,DAKCFMEO_01734,87.0,254,254,254,1.5e-125,443.4,1,1
WP_005770966.1,DAKCFMEO_03312,39.9,243,254,249,2.2e-39,157.1,0.956693,0.975904
WP_005770966.1,DAKCFMEO_03844,36.4,264,254,267,3.9e-36,146.4,1.03937,0.988764
WP_005770966.1,DAKCFMEO_01364,34.9,252,254,266,8.6e-36,145.2,0.992126,0.947368
WP_005770966.1,DAKCFMEO_00202,36.1,252,254,270,3.3e-35,143.3,0.992126,0.933333
WP_005770966.1,DAKCFMEO_04248,32.8,244,254,247,3.6e-34,139.8,0.96063,0.987854
WP_005770966.1,DAKCFMEO_02062,35.6,264,254,273,5.2e-33,136.0,1.03937,0.967033
WP_005770966.1,DAKCFMEO_00374,34.4,250,254,266,3.4e-32,133.3,0.984252,0.93985
WP_005770966.1,DAKCFMEO_02489,34.4,244,254,252,3.4e-32,133.3,0.96063,0.968254
WP_005770966.1,DAKCFMEO_00203,34.5,249,254,253,9.8e-32,131.7,0.980315,0.98419
WP_005770966.1,DAKCFMEO_01116,34.7,245,254,288,3.7e-31,129.8,0.964567,0.850694
WP_005770966.1,DAKCFMEO_04204,32.9,219,254,270,3.0e-28,120.2,0.862205,0.811111
WP_005770966.1,DAKCFMEO_04271,35.7,241,254,260,1.9e-27,117.5,0.948819,0.926923
WP_005770966.1,DAKCFMEO_02428,31.4,258,254,257,1.6e-26,114.4,1.01575,1.00389
WP_005770966.1,DAKCFMEO_03845,31.2,240,254,254,4.7e-26,112.8,0.944882,0.944882
WP_005770966.1,DAKCFMEO_04050,30.8,247,254,262,8.1e-26,112.1,0.972441,0.942748
WP_005770966.1,DAKCFMEO_02641,31.1,244,254,249,1.1e-25,111.7,0.96063,0.97992
WP_005770966.1,DAKCFMEO_00075,34.1,249,254,244,3.1e-25,110.2,0.980315,1.02049
WP_005770966.1,DAKCFMEO_02779,36.6,194,254,303,1.5e-24,107.8,0.76378,0.640264
WP_005770966.1,DAKCFMEO_04862,31.4,226,254,254,8.3e-23,102.1,0.889764,0.889764
WP_005770966.1,DAKCFMEO_03935,31.8,201,254,262,2.7e-21,97.1,0.791339,0.767176
WP_005771001.1,DAKCFMEO_03366,96.0,525,525,525,3.1e-306,1044.6,1,1
WP_005771002.1,DAKCFMEO_03364,91.8,182,182,182,2.7e-100,359.0,1,1
WP_005771007.1,DAKCFMEO_03361,94.2,274,274,274,1.3e-151,530.0,1,1
WP_005771011.1,DAKCFMEO_03355,92.9,382,382,382,1.4e-215,743.0,1,1
WP_005771013.1,DAKCFMEO_03353,96.1,383,384,383,1.1e-140,494.2,0.997396,1
WP_005771017.1,DAKCFMEO_03349,88.9,333,331,333,7.8e-122,431.4,1.00604,1
WP_005771019.1,DAKCFMEO_03348,87.3,252,252,252,1.0e-121,430.6,1,1
WP_005771021.1,DAKCFMEO_03347,97.4,382,382,382,2.2e-216,745.7,1,1
WP_005771023.1,DAKCFMEO_03345,77.3,66,66,66,1.1e-24,106.3,1,1
WP_005771027.1,DAKCFMEO_03342,94.2,173,173,173,9.2e-90,323.9,1,1
WP_005771029.1,DAKCFMEO_03339,97.8,404,404,404,4.4e-228,784.6,1,1
WP_005771029.1,DAKCFMEO_02044,54.5,374,404,384,1.5e-111,397.5,0.925743,0.973958
WP_005771029.1,DAKCFMEO_04753,54.9,377,404,392,1.4e-109,391.0,0.933168,0.961735
WP_005771032.1,DAKCFMEO_03337,91.5,258,258,262,1.1e-136,480.3,1,0.984733
WP_005771032.1,DAKCFMEO_02450,37.4,171,258,254,2.1e-29,124.0,0.662791,0.673228
WP_005771032.1,DAKCFMEO_02051,36.9,168,258,235,9.7e-19,88.6,0.651163,0.714894
WP_005771034.1,DAKCFMEO_03336,91.1,257,257,255,3.6e-130,458.8,1,1.00784
WP_005771039.1,DAKCFMEO_03332,97.6,622,622,622,0.0e+00,1152.1,1,1
WP_005771042.1,DAKCFMEO_03329,96.0,354,354,354,2.7e-197,682.2,1,1
WP_005771069.1,DAKCFMEO_02007,93.7,222,222,222,6.0e-126,444.5,1,1
WP_005771075.1,DAKCFMEO_02010,92.8,318,318,318,1.2e-156,547.0,1,1
WP_005771075.1,DAKCFMEO_01784,31.7,315,318,315,1.0e-41,165.2,0.990566,1
WP_005771075.1,DAKCFMEO_01382,33.2,310,318,305,1.6e-39,157.9,0.974843,1.01639
WP_005771077.1,DAKCFMEO_02011,87.3,292,292,287,1.5e-140,493.4,1,1.01742
WP_005771077.1,DAKCFMEO_01783,31.5,273,292,287,4.2e-26,113.2,0.934932,0.95122
WP_005771077.1,DAKCFMEO_01383,32.9,258,292,302,1.6e-25,111.3,0.883562,0.854305
WP_005771077.1,DAKCFMEO_03803,31.2,263,292,306,1.3e-24,108.2,0.900685,0.859477
WP_005771123.1,DAKCFMEO_02043,73.8,84,84,84,1.2e-21,96.7,1,1
WP_005771165.1,DAKCFMEO_04707,64.1,78,79,78,4.7e-25,107.8,0.987342,1
WP_005771167.1,DAKCFMEO_04708,89.7,155,155,155,2.2e-74,272.7,1,1
WP_005771168.1,DAKCFMEO_04709,91.3,126,126,126,4.0e-58,218.4,1,1
WP_005771169.1,DAKCFMEO_04710,95.7,92,92,92,2.0e-38,152.5,1,1
WP_005771170.1,DAKCFMEO_04711,89.5,162,162,162,1.8e-79,289.7,1,1
WP_005771172.1,DAKCFMEO_04712,92.5,561,561,561,3.7e-289,988.0,1,1
WP_005771176.1,DAKCFMEO_04716,85.2,189,189,189,2.2e-89,322.8,1,1
WP_005771178.1,DAKCFMEO_04717,81.8,467,467,467,5.3e-209,721.5,1,1
WP_005771197.1,DAKCFMEO_04734,75.3,93,91,93,2.4e-33,135.6,1.02198,1
WP_005771200.1,DAKCFMEO_04737,92.2,193,193,193,2.3e-97,349.4,1,1
WP_005771202.1,DAKCFMEO_04738,84.9,364,364,362,9.4e-177,614.0,1,1.00552
WP_005771203.1,DAKCFMEO_04739,86.1,469,469,469,9.4e-238,817.0,1,1
WP_005771203.1,DAKCFMEO_04663,39.7,426,469,478,2.1e-72,267.7,0.908316,0.891213
WP_005771214.1,DAKCFMEO_00860,82.9,492,496,492,1.2e-238,820.1,0.991935,1
WP_005771221.1,DAKCFMEO_00863,68.9,132,132,136,2.1e-46,179.5,1,0.970588
WP_005771225.1,DAKCFMEO_00866,84.8,296,296,291,3.9e-141,495.4,1,1.01718
WP_005771227.1,DAKCFMEO_00867,86.9,291,294,299,6.7e-141,494.6,0.989796,0.973244
WP_005771227.1,DAKCFMEO_02366,35.5,282,294,302,3.4e-44,173.3,0.959184,0.933775
WP_005771227.1,DAKCFMEO_03176,34.3,280,294,298,9.3e-42,165.2,0.952381,0.939597
WP_005771227.1,DAKCFMEO_01033,35.1,302,294,301,1.2e-41,164.9,1.02721,1.00332
WP_005771227.1,DAKCFMEO_01101,32.3,288,294,305,2.4e-37,150.6,0.979592,0.944262
WP_005771227.1,DAKCFMEO_00100,31.6,294,294,303,4.0e-37,149.8,1,0.970297
WP_005771227.1,DAKCFMEO_05214,30.4,296,294,305,7.6e-36,145.6,1.0068,0.970492
WP_005771227.1,DAKCFMEO_03733,32.5,302,294,305,9.9e-36,145.2,1.02721,0.990164
WP_005771227.1,DAKCFMEO_02752,31.2,292,294,315,4.9e-35,142.9,0.993197,0.926984
WP_005771227.1,DAKCFMEO_03941,33.9,298,294,305,4.9e-35,142.9,1.01361,0.977049
WP_005771227.1,DAKCFMEO_02415,33.7,282,294,306,3.2e-34,140.2,0.959184,0.921569
WP_005771227.1,DAKCFMEO_01003,31.7,287,294,306,2.3e-32,134.0,0.97619,0.937908
WP_005771227.1,DAKCFMEO_04017,31.8,280,294,298,1.3e-30,128.3,0.952381,0.939597
WP_005771227.1,DAKCFMEO_03683,31.6,291,294,301,2.1e-30,127.5,0.989796,0.966777
WP_005771258.1,DAKCFMEO_01375,92.2,706,703,706,0.0e+00,1322.0,1.00427,1
WP_005771258.1,DAKCFMEO_01431,42.9,680,703,707,1.2e-159,558.1,0.967283,0.96181
WP_005771267.1,DAKCFMEO_00906,96.4,277,277,277,3.2e-121,429.1,1,1
WP_005771273.1,DAKCFMEO_00908,93.5,306,306,306,2.9e-163,568.9,1,1
WP_005771273.1,DAKCFMEO_04701,43.6,298,306,309,4.3e-66,246.1,0.973856,0.964401
WP_005771273.1,DAKCFMEO_04014,41.3,286,306,308,7.1e-61,228.8,0.934641,0.928571
WP_005771275.1,DAKCFMEO_00909,85.4,316,316,316,1.8e-163,569.7,1,1
WP_005771282.1,DAKCFMEO_00896,91.6,273,273,274,4.5e-83,302.4,1,0.99635
WP_005771285.1,DAKCFMEO_00898,96.2,133,133,133,8.7e-64,237.3,1,1
WP_005771285.1,DAKCFMEO_02039,72.2,133,133,133,1.1e-47,183.7,1,1
WP_005771285.1,DAKCFMEO_03885,51.9,131,133,146,1.8e-32,133.3,0.984962,0.89726
WP_005771285.1,DAKCFMEO_00947,34.8,132,133,148,7.5e-15,74.7,0.992481,0.891892
WP_005771285.1,DAKCFMEO_01831,33.3,117,133,139,6.3e-14,71.6,0.879699,0.841727
WP_005771315.1,DAKCFMEO_02641,89.6,249,249,249,1.1e-120,427.2,1,1
WP_005771315.1,DAKCFMEO_01364,33.5,257,249,266,8.7e-33,135.2,1.03213,0.966165
WP_005771315.1,DAKCFMEO_01116,35.4,246,249,288,3.3e-32,133.3,0.987952,0.854167
WP_005771315.1,DAKCFMEO_04248,36.3,245,249,247,1.8e-30,127.5,0.983936,0.991903
WP_005771315.1,DAKCFMEO_01189,37.9,248,249,255,4.1e-30,126.3,0.995984,0.972549
WP_005771315.1,DAKCFMEO_03844,31.9,254,249,267,3.4e-29,123.2,1.02008,0.951311
WP_005771315.1,DAKCFMEO_00203,33.9,245,249,253,7.6e-29,122.1,0.983936,0.968379
WP_005771315.1,DAKCFMEO_03312,32.8,247,249,249,1.7e-28,120.9,0.991968,0.991968
WP_005771315.1,DAKCFMEO_02140,31.6,256,249,257,1.9e-27,117.5,1.02811,0.996109
WP_005771315.1,DAKCFMEO_03740,34.5,249,249,248,4.2e-27,116.3,1,1.00403
WP_005771315.1,DAKCFMEO_00202,33.6,235,249,270,1.5e-24,107.8,0.943775,0.87037
WP_005771315.1,DAKCFMEO_02062,34.5,261,249,273,2.5e-24,107.1,1.04819,0.956044
WP_005771315.1,DAKCFMEO_03812,32.5,246,249,251,3.3e-24,106.7,0.987952,0.98008
WP_005771315.1,DAKCFMEO_01734,31.1,244,249,254,9.7e-24,105.1,0.97992,0.96063
WP_005771315.1,DAKCFMEO_00374,31.5,254,249,266,8.2e-23,102.1,1.02008,0.954887
WP_005771315.1,DAKCFMEO_03107,30.8,250,249,252,2.4e-22,100.5,1.00402,0.992063
WP_005771315.1,DAKCFMEO_04271,32.2,245,249,260,7.7e-21,95.5,0.983936,0.942308
WP_005771315.1,DAKCFMEO_00075,33.2,247,249,244,5.0e-20,92.8,0.991968,1.0123
WP_005771329.1,DAKCFMEO_02653,68.7,323,327,334,8.3e-124,438.0,0.987768,0.967066
WP_005771330.1,DAKCFMEO_02654,97.2,464,464,464,7.3e-267,913.7,1,1
WP_005771330.1,DAKCFMEO_00649,30.7,463,464,478,5.2e-47,183.3,0.997845,0.968619
WP_005771334.1,DAKCFMEO_02656,82.1,195,195,195,1.0e-84,307.4,1,1
WP_005771340.1,DAKCFMEO_02659,96.4,414,414,414,4.9e-206,711.4,1,1
WP_005771340.1,DAKCFMEO_02657,57.3,372,414,386,1.1e-120,427.9,0.898551,0.963731
WP_005771341.1,DAKCFMEO_02662,91.3,276,276,276,7.7e-147,514.2,1,1
WP_005771350.1,DAKCFMEO_02669,91.3,310,309,311,4.5e-156,545.0,1.00324,0.996785
WP_005771387.1,DAKCFMEO_03462,73.6,299,299,325,3.4e-132,465.7,1,0.92
WP_005771387.1,DAKCFMEO_03450,30.4,247,299,302,7.5e-23,102.4,0.826087,0.817881
WP_005771389.1,DAKCFMEO_03459,82.9,129,133,133,6.9e-53,201.1,0.969925,0.969925
WP_005771390.1,DAKCFMEO_03458,92.1,316,316,316,3.1e-160,558.9,1,1
WP_005771391.1,DAKCFMEO_03457,93.6,314,316,314,6.0e-172,597.8,0.993671,1
WP_005771392.1,DAKCFMEO_03456,87.1,364,367,369,1.6e-184,639.8,0.991826,0.98645
WP_005771392.1,DAKCFMEO_02893,32.9,356,367,382,2.6e-41,164.1,0.970027,0.931937
WP_005771397.1,DAKCFMEO_03451,86.2,181,181,181,3.0e-91,328.9,1,1
WP_005771397.1,DAKCFMEO_05252,63.5,181,181,181,4.2e-69,255.4,1,1
WP_005771401.1,DAKCFMEO_03448,90.7,301,301,301,5.8e-156,544.7,1,1
WP_005771402.1,DAKCFMEO_03447,92.7,357,357,366,7.5e-203,700.7,1,0.97541
WP_005771402.1,DAKCFMEO_05250,70.8,346,357,360,6.9e-148,518.1,0.969188,0.961111
WP_005771461.1,DAKCFMEO_03559,36.3,223,230,236,8.1e-25,108.6,0.969565,0.944915
WP_005771461.1,DAKCFMEO_00708,38.5,187,230,227,1.2e-23,104.8,0.813043,0.823789
WP_005771461.1,DAKCFMEO_00437,33.3,207,230,269,6.4e-22,99.0,0.9,0.769517
WP_005771461.1,DAKCFMEO_04213,36.8,182,230,222,6.4e-22,99.0,0.791304,0.81982
WP_005771461.1,DAKCFMEO_05030,35.8,190,230,223,2.4e-21,97.1,0.826087,0.852018
WP_005771461.1,DAKCFMEO_02658,39.2,186,230,232,7.1e-21,95.5,0.808696,0.801724
WP_005771461.1,DAKCFMEO_05227,34.0,188,230,257,1.3e-19,91.3,0.817391,0.731518
WP_005771461.1,DAKCFMEO_04770,34.6,217,230,322,3.0e-19,90.1,0.943478,0.673913
WP_005771461.1,DAKCFMEO_01384,30.9,223,230,333,5.1e-19,89.4,0.969565,0.66967
WP_005771461.1,DAKCFMEO_05187,37.2,180,230,270,5.1e-19,89.4,0.782609,0.666667
WP_005771478.1,DAKCFMEO_01755,96.1,760,760,759,0.0e+00,1496.9,1,1.00132
WP_005771480.1,DAKCFMEO_01756,85.8,261,261,257,1.5e-64,240.7,1,1.01556
WP_005771481.1,DAKCFMEO_01758,67.2,186,187,187,2.1e-63,236.5,0.994652,0.994652
WP_005771483.1,DAKCFMEO_01759,85.2,520,523,523,7.7e-273,933.7,0.994264,0.994264
WP_005771485.1,DAKCFMEO_02411,90.9,208,208,208,1.9e-110,392.9,1,1
WP_005771485.1,DAKCFMEO_02878,90.9,208,208,208,3.3e-110,392.1,1,1
WP_005771485.1,DAKCFMEO_01338,86.5,207,208,209,1.3e-103,370.2,0.995192,0.990431
WP_005771489.1,DAKCFMEO_01762,31.2,311,319,298,5.2e-30,126.3,0.974922,1.04362
WP_005771489.1,DAKCFMEO_03554,33.1,278,319,309,1.2e-23,105.1,0.871473,0.899676
WP_005771491.1,DAKCFMEO_01761,81.8,340,348,343,3.8e-167,582.0,0.977011,0.991254
WP_005771495.1,DAKCFMEO_03468,77.1,140,145,144,3.9e-65,241.9,0.965517,0.972222
WP_005771495.1,DAKCFMEO_04065,33.0,109,145,141,1.9e-11,63.5,0.751724,0.77305
WP_005771500.1,DAKCFMEO_03472,85.9,405,407,402,9.4e-186,644.0,0.995086,1.00746
WP_005771500.1,DAKCFMEO_00022,30.9,376,407,404,3.7e-41,163.7,0.923833,0.930693
WP_005771505.1,DAKCFMEO_03476,80.6,541,541,557,4.4e-215,741.9,1,0.971275
WP_005771505.1,DAKCFMEO_04966,37.7,544,541,541,1.7e-73,271.6,1.00555,1.00555
WP_005771505.1,DAKCFMEO_04608,35.7,538,541,543,1.5e-69,258.5,0.994455,0.990792
WP_005771505.1,DAKCFMEO_04008,36.6,544,541,542,9.0e-67,249.2,1.00555,1.00369
WP_005771505.1,DAKCFMEO_01420,35.2,545,541,541,2.1e-60,228.0,1.00739,1.00739
WP_005771505.1,DAKCFMEO_01787,35.4,495,541,541,3.0e-54,207.6,0.914972,0.914972
WP_005771505.1,DAKCFMEO_03469,30.1,544,541,546,2.0e-42,168.3,1.00555,0.996337
WP_005771505.1,DAKCFMEO_04605,30.3,545,541,546,3.3e-37,151.0,1.00739,0.998168
WP_005771505.1,DAKCFMEO_00700,32.1,352,541,434,5.9e-34,140.2,0.650647,0.81106
WP_005771505.1,DAKCFMEO_01324,30.1,379,541,539,3.6e-31,131.0,0.700555,0.703154
WP_005771505.1,DAKCFMEO_05085,30.2,404,541,647,1.4e-30,129.0,0.746765,0.62442
WP_005771507.1,DAKCFMEO_03478,80.7,135,135,135,8.6e-59,220.7,1,1
WP_005771509.1,DAKCFMEO_03480,79.2,269,267,269,1.7e-114,406.8,1.00749,1
WP_005771567.1,DAKCFMEO_02501,96.1,308,308,308,1.5e-164,573.2,1,1
WP_005771567.1,DAKCFMEO_04669,53.3,304,308,309,3.4e-87,316.2,0.987013,0.983819
WP_005771567.1,DAKCFMEO_03005,32.3,285,308,298,3.2e-37,150.2,0.925325,0.956376
WP_005771571.1,DAKCFMEO_02498,81.9,155,155,155,3.2e-65,242.3,1,1
WP_005771583.1,DAKCFMEO_02493,88.8,240,241,241,2.2e-126,446.0,0.995851,0.995851
WP_005771596.1,DAKCFMEO_02487,88.3,231,231,231,6.9e-117,414.5,1,1
WP_005771604.1,DAKCFMEO_02483,96.7,456,457,457,3.7e-263,901.4,0.997812,0.997812
WP_005771635.1,DAKCFMEO_05299,83.3,228,229,229,1.1e-111,397.1,0.995633,0.995633
WP_005771635.1,DAKCFMEO_04169,36.5,203,229,215,7.3e-18,85.5,0.886463,0.944186
WP_005771640.1,DAKCFMEO_05304,89.8,315,315,315,1.0e-163,570.5,1,1
WP_005771655.1,DAKCFMEO_04780,93.6,297,297,297,2.0e-161,562.8,1,1
WP_005771663.1,DAKCFMEO_00550,94.9,811,811,811,0.0e+00,1479.2,1,1
WP_005771665.1,DAKCFMEO_00552,95.0,617,617,617,0.0e+00,1199.1,1,1
WP_005771683.1,DAKCFMEO_03271,88.6,70,72,72,1.1e-33,136.3,0.972222,0.972222
WP_005771689.1,DAKCFMEO_03275,93.6,187,187,187,5.1e-102,364.8,1,1
WP_005771691.1,DAKCFMEO_03276,93.1,101,103,103,2.7e-52,198.7,0.980583,0.980583
WP_005771787.1,DAKCFMEO_04993,97.6,580,580,580,0.0e+00,1088.9,1,1
WP_005888835.1,DAKCFMEO_01107,39.2,97,98,96,3.2e-15,75.5,0.989796,1.01042
WP_005894403.1,DAKCFMEO_02685,31.7,224,247,252,7.8e-26,112.1,0.906883,0.888889
WP_007243678.1,DAKCFMEO_00404,95.5,313,313,313,1.5e-170,593.2,1,1
WP_007243679.1,DAKCFMEO_00406,95.5,288,289,289,2.6e-153,535.8,0.99654,0.99654
WP_007243690.1,DAKCFMEO_00441,96.1,181,182,182,1.3e-94,340.1,0.994505,0.994505
WP_007243694.1,DAKCFMEO_00454,94.0,448,448,448,7.8e-242,830.5,1,1
WP_007243700.1,DAKCFMEO_00469,92.1,127,127,127,3.4e-65,241.9,1,1
WP_007243700.1,DAKCFMEO_00769,46.2,119,127,132,1.3e-27,117.1,0.937008,0.901515
WP_007243709.1,DAKCFMEO_01694,98.5,1073,1073,1073,0.0e+00,2102.0,1,1
WP_007243710.1,DAKCFMEO_01695,95.2,378,378,378,7.6e-214,737.3,1,1
WP_007243715.1,DAKCFMEO_01705,96.6,467,467,467,5.6e-259,887.5,1,1
WP_007243724.1,DAKCFMEO_01030,32.4,139,143,155,9.2e-19,87.8,0.972028,0.896774
WP_007243724.1,DAKCFMEO_01862,32.1,140,143,162,2.7e-18,86.3,0.979021,0.864198
WP_007243724.1,DAKCFMEO_02045,30.9,139,143,156,4.3e-16,79.0,0.972028,0.891026
WP_007243724.1,DAKCFMEO_04802,32.1,140,143,159,9.5e-16,77.8,0.979021,0.880503
WP_007243724.1,DAKCFMEO_05180,32.2,143,143,162,8.9e-14,71.2,1,0.882716
WP_007243725.1,DAKCFMEO_03222,31.9,235,269,277,3.1e-20,93.6,0.873606,0.848375
WP_007243732.1,DAKCFMEO_03719,81.7,427,434,434,8.8e-206,710.7,0.983871,0.983871
WP_007243735.1,DAKCFMEO_01780,92.5,504,504,504,2.4e-271,928.7,1,1
WP_007243742.1,DAKCFMEO_01797,76.1,71,66,71,3.3e-24,104.8,1.07576,1
WP_007243745.1,DAKCFMEO_04757,98.4,249,249,249,1.1e-128,453.8,1,1
WP_007243745.1,DAKCFMEO_00928,57.2,229,249,244,1.6e-66,247.3,0.919679,0.938525
WP_007243745.1,DAKCFMEO_00927,54.4,237,249,238,7.1e-59,221.9,0.951807,0.995798
WP_007243745.1,DAKCFMEO_01426,52.1,234,249,237,3.6e-55,209.5,0.939759,0.987342
WP_007243745.1,DAKCFMEO_04634,30.0,237,249,255,4.8e-15,76.3,0.951807,0.929412
WP_007243745.1,DAKCFMEO_04303,30.0,230,249,237,3.4e-13,70.1,0.923695,0.970464
WP_007243745.1,DAKCFMEO_01954,30.7,231,249,234,9.4e-11,62.0,0.927711,0.987179
WP_007243753.1,DAKCFMEO_04769,97.7,303,303,303,7.6e-164,570.9,1,1
WP_007243753.1,DAKCFMEO_00932,45.9,270,303,301,2.5e-58,220.3,0.891089,0.89701
WP_007243753.1,DAKCFMEO_01383,38.6,272,303,302,3.0e-51,196.8,0.89769,0.900662
WP_007243753.1,DAKCFMEO_03803,35.4,288,303,306,1.7e-43,171.0,0.950495,0.941176
WP_007243753.1,DAKCFMEO_01783,39.0,259,303,287,5.3e-40,159.5,0.854785,0.902439
WP_007243753.1,DAKCFMEO_04357,31.5,219,303,339,6.0e-20,92.8,0.722772,0.646018
WP_007243764.1,DAKCFMEO_00547,91.2,102,102,102,1.3e-51,196.4,1,1
WP_007243764.1,DAKCFMEO_00916,42.0,100,102,101,1.6e-17,83.2,0.980392,0.990099
WP_007243779.1,DAKCFMEO_00557,98.6,417,417,417,5.8e-239,820.8,1,1
WP_007243779.1,DAKCFMEO_02964,79.3,416,417,417,4.5e-191,661.8,0.997602,0.997602
WP_007243783.1,DAKCFMEO_00564,92.6,148,148,148,5.9e-69,254.6,1,1
WP_007243826.1,DAKCFMEO_01760,54.8,436,437,437,3.3e-128,453.0,0.997712,0.997712
WP_007243826.1,DAKCFMEO_05224,38.5,436,437,448,2.7e-77,283.9,0.997712,0.973214
WP_007243826.1,DAKCFMEO_04383,37.7,406,437,438,9.5e-67,248.8,0.929062,0.926941
WP_007243834.1,DAKCFMEO_04811,96.5,427,427,427,6.8e-243,833.9,1,1
WP_007243834.1,DAKCFMEO_02080,31.3,323,427,426,1.6e-34,141.7,0.75644,0.758216
WP_007243834.1,DAKCFMEO_05182,30.4,418,427,434,4.6e-34,140.2,0.978923,0.963134
WP_007243836.1,DAKCFMEO_04817,97.5,280,280,280,2.5e-153,535.8,1,1
WP_007243868.1,DAKCFMEO_00173,59.0,244,245,244,6.7e-78,285.0,0.995918,1
WP_007243868.1,DAKCFMEO_02720,55.2,239,245,254,2.2e-73,270.0,0.97551,0.940945
WP_007243868.1,DAKCFMEO_05227,50.8,252,245,257,5.0e-65,242.3,1.02857,0.980545
WP_007243868.1,DAKCFMEO_01950,51.5,237,245,244,1.9e-64,240.4,0.967347,0.971311
WP_007243868.1,DAKCFMEO_03764,49.6,250,245,263,1.4e-62,234.2,1.02041,0.95057
WP_007243868.1,DAKCFMEO_00139,49.6,242,245,254,1.7e-60,227.3,0.987755,0.952756
WP_007243868.1,DAKCFMEO_05131,49.0,247,245,247,1.1e-59,224.6,1.00816,1
WP_007243868.1,DAKCFMEO_04511,46.7,242,245,254,4.1e-59,222.6,0.987755,0.952756
WP_007243868.1,DAKCFMEO_02197,44.3,244,245,366,2.7e-50,193.4,0.995918,0.666667
WP_007243868.1,DAKCFMEO_05138,39.2,245,245,376,3.4e-45,176.4,1,0.651596
WP_007243868.1,DAKCFMEO_05158,40.9,237,245,326,1.2e-39,157.9,0.967347,0.726994
WP_007243868.1,DAKCFMEO_01326,38.8,232,245,368,8.9e-38,151.8,0.946939,0.630435
WP_007243868.1,DAKCFMEO_02846,35.4,240,245,374,5.7e-37,149.1,0.979592,0.641711
WP_007243868.1,DAKCFMEO_01102,36.4,239,245,384,2.2e-36,147.1,0.97551,0.622396
WP_007243868.1,DAKCFMEO_02928,38.3,227,245,343,4.9e-36,146.0,0.926531,0.661808
WP_007243868.1,DAKCFMEO_04183,34.5,238,245,329,3.2e-35,143.3,0.971429,0.723404
WP_007243868.1,DAKCFMEO_02024,35.4,240,245,380,4.1e-35,142.9,0.979592,0.631579
WP_007243868.1,DAKCFMEO_02090,37.7,223,245,276,2.0e-34,140.6,0.910204,0.807971
WP_007243868.1,DAKCFMEO_01403,38.1,231,245,277,7.8e-34,138.7,0.942857,0.833935
WP_007243868.1,DAKCFMEO_01781,37.6,221,245,326,5.0e-33,136.0,0.902041,0.677914
WP_007243868.1,DAKCFMEO_01584,36.6,243,245,277,2.5e-32,133.7,0.991837,0.877256
WP_007243875.1,DAKCFMEO_03924,78.5,316,316,316,1.1e-149,523.9,1,1
WP_007243881.1,DAKCFMEO_03910,82.0,377,393,398,2.8e-187,649.0,0.959288,0.947236
WP_007243883.1,DAKCFMEO_03907,90.3,536,534,535,2.7e-281,961.8,1.00375,1.00187
WP_007243883.1,DAKCFMEO_01183,35.1,499,534,676,3.7e-73,270.4,0.934457,0.738166
WP_007243883.1,DAKCFMEO_00848,35.6,506,534,729,1.4e-72,268.5,0.947566,0.694102
