HOG	OG	Gene Tree Parent Clade	DC3000_protein_12_2025	plate25.C2.annotation
N0.HOG0002578	OG0002342	-	WP_005770588.1	DAKCFMEO_04268
N0.HOG0002579	OG0002343	-	WP_005770594.1	DAKCFMEO_04265
N0.HOG0002580	OG0002344	-	WP_005770596.1	DAKCFMEO_04263
N0.HOG0002581	OG0002345	-	WP_005770603.1	DAKCFMEO_04258
N0.HOG0002582	OG0002346	-	WP_005770607.1	DAKCFMEO_04257
N0.HOG0002583	OG0002347	-	WP_005770613.1	DAKCFMEO_04254
N0.HOG0002584	OG0002348	-	WP_005770616.1	DAKCFMEO_04253
N0.HOG0002585	OG0002349	-	WP_005770618.1	DAKCFMEO_04252
N0.HOG0002586	OG0002350	-	WP_005770635.1	DAKCFMEO_04242
N0.HOG0002587	OG0002351	-	WP_005770639.1	DAKCFMEO_04239
N0.HOG0002588	OG0002352	-	WP_005770641.1	DAKCFMEO_04238
N0.HOG0002589	OG0002353	-	WP_005770642.1	DAKCFMEO_04237
N0.HOG0002590	OG0002354	-	WP_005770644.1	DAKCFMEO_04235
N0.HOG0002591	OG0002355	-	WP_005770645.1	DAKCFMEO_04234
N0.HOG0002592	OG0002356	-	WP_005770653.1	DAKCFMEO_04225
N0.HOG0002593	OG0002357	-	WP_005770654.1	DAKCFMEO_04196
N0.HOG0002594	OG0002358	-	WP_005770684.1	DAKCFMEO_02695
N0.HOG0002595	OG0002359	-	WP_005770686.1	DAKCFMEO_02694
N0.HOG0002596	OG0002360	-	WP_005770688.1	DAKCFMEO_02693
N0.HOG0002597	OG0002361	-	WP_005770693.1	DAKCFMEO_02691
N0.HOG0002598	OG0002362	-	WP_005770697.1	DAKCFMEO_02689
N0.HOG0002599	OG0002363	-	WP_005770721.1	DAKCFMEO_02678
N0.HOG0002600	OG0002364	-	WP_005770745.1	DAKCFMEO_00822
N0.HOG0002601	OG0002365	-	WP_005770751.1	DAKCFMEO_04351
N0.HOG0002602	OG0002366	-	WP_005770753.1	DAKCFMEO_04352
N0.HOG0002603	OG0002367	-	WP_005770757.1	DAKCFMEO_04354
N0.HOG0002604	OG0002368	-	WP_005770759.1	DAKCFMEO_04355
N0.HOG0002605	OG0002369	-	WP_005770766.1	DAKCFMEO_04360
N0.HOG0002606	OG0002370	-	WP_005770768.1	DAKCFMEO_04362
N0.HOG0002607	OG0002371	-	WP_005770770.1	DAKCFMEO_04364
N0.HOG0002608	OG0002372	-	WP_005770771.1	DAKCFMEO_04365
N0.HOG0002609	OG0002373	-	WP_005770773.1	DAKCFMEO_04366
N0.HOG0002610	OG0002374	-	WP_005770776.1	DAKCFMEO_04368
N0.HOG0002611	OG0002375	-	WP_005770780.1	DAKCFMEO_04370
N0.HOG0002612	OG0002376	-	WP_005770788.1	DAKCFMEO_04374
N0.HOG0002613	OG0002377	-	WP_005770811.1	DAKCFMEO_01412
N0.HOG0002614	OG0002378	-	WP_005770813.1	DAKCFMEO_01411
N0.HOG0002615	OG0002379	-	WP_005770815.1	DAKCFMEO_01410
N0.HOG0002616	OG0002380	-	WP_005770829.1	DAKCFMEO_00924
N0.HOG0002617	OG0002381	-	WP_005770839.1	DAKCFMEO_00929
N0.HOG0002618	OG0002382	-	WP_005770885.1	DAKCFMEO_01066
N0.HOG0002619	OG0002383	-	WP_005770888.1	DAKCFMEO_01065
N0.HOG0002620	OG0002384	-	WP_005770915.1	DAKCFMEO_01751
N0.HOG0002621	OG0002385	-	WP_005770938.1	DAKCFMEO_01750
N0.HOG0002622	OG0002386	-	WP_005770940.1	DAKCFMEO_01748
N0.HOG0002623	OG0002387	-	WP_005770944.1	DAKCFMEO_01745
N0.HOG0002624	OG0002388	-	WP_005770954.1	DAKCFMEO_01739
N0.HOG0002625	OG0002389	-	WP_005770966.1	DAKCFMEO_01734
N0.HOG0002626	OG0002390	-	WP_005771001.1	DAKCFMEO_03366
N0.HOG0002627	OG0002391	-	WP_005771002.1	DAKCFMEO_03364
N0.HOG0002628	OG0002392	-	WP_005771007.1	DAKCFMEO_03361
N0.HOG0002629	OG0002393	-	WP_005771009.1	DAKCFMEO_03357
N0.HOG0002630	OG0002394	-	WP_005771013.1	DAKCFMEO_03353
N0.HOG0002631	OG0002395	-	WP_005771017.1	DAKCFMEO_03349
N0.HOG0002632	OG0002396	-	WP_005771019.1	DAKCFMEO_03348
N0.HOG0002633	OG0002397	-	WP_005771021.1	DAKCFMEO_03347
N0.HOG0002634	OG0002398	-	WP_005771023.1	DAKCFMEO_03345
N0.HOG0002635	OG0002399	-	WP_005771027.1	DAKCFMEO_03342
N0.HOG0002636	OG0002400	-	WP_005771034.1	DAKCFMEO_03336
N0.HOG0002637	OG0002401	-	WP_005771039.1	DAKCFMEO_03332
N0.HOG0002638	OG0002402	-	WP_005771042.1	DAKCFMEO_03329
N0.HOG0002639	OG0002403	-	WP_005771075.1	DAKCFMEO_02010
N0.HOG0002640	OG0002404	-	WP_005771077.1	DAKCFMEO_02011
N0.HOG0002641	OG0002405	-	WP_005771123.1	DAKCFMEO_02043
N0.HOG0002642	OG0002406	-	WP_005771165.1	DAKCFMEO_04707
N0.HOG0002643	OG0002407	-	WP_005771167.1	DAKCFMEO_04708
N0.HOG0002644	OG0002408	-	WP_005771168.1	DAKCFMEO_04709
N0.HOG0002645	OG0002409	-	WP_005771169.1	DAKCFMEO_04710
N0.HOG0002646	OG0002410	-	WP_005771170.1	DAKCFMEO_04711
N0.HOG0002647	OG0002411	-	WP_005771172.1	DAKCFMEO_04712
N0.HOG0002648	OG0002412	-	WP_005771176.1	DAKCFMEO_04716
N0.HOG0002649	OG0002413	-	WP_005771178.1	DAKCFMEO_04717
N0.HOG0002650	OG0002414	-	WP_005771197.1	DAKCFMEO_04734
N0.HOG0002651	OG0002415	-	WP_005771200.1	DAKCFMEO_04737
N0.HOG0002652	OG0002416	-	WP_005771202.1	DAKCFMEO_04738
N0.HOG0002653	OG0002417	-	WP_005771203.1	DAKCFMEO_04739
N0.HOG0002654	OG0002418	-	WP_005771214.1	DAKCFMEO_00860
N0.HOG0002655	OG0002419	-	WP_005771221.1	DAKCFMEO_00863
N0.HOG0002656	OG0002420	-	WP_005771225.1	DAKCFMEO_00866
N0.HOG0002657	OG0002421	-	WP_005771227.1	DAKCFMEO_00867
N0.HOG0002658	OG0002422	-	WP_005771267.1	DAKCFMEO_00906
N0.HOG0002659	OG0002423	-	WP_005771273.1	DAKCFMEO_00908
N0.HOG0002660	OG0002424	-	WP_005771275.1	DAKCFMEO_00909
N0.HOG0002661	OG0002425	-	WP_005771282.1	DAKCFMEO_00896
N0.HOG0002662	OG0002426	-	WP_005771315.1	DAKCFMEO_02641
N0.HOG0002663	OG0002427	-	WP_005771329.1	DAKCFMEO_02653
N0.HOG0002664	OG0002428	-	WP_005771330.1	DAKCFMEO_02654
N0.HOG0002665	OG0002429	-	WP_005771334.1	DAKCFMEO_02656
N0.HOG0002666	OG0002430	-	WP_005771341.1	DAKCFMEO_02662
N0.HOG0002667	OG0002431	-	WP_005771350.1	DAKCFMEO_02669
N0.HOG0002668	OG0002432	-	WP_005771387.1	DAKCFMEO_03462
N0.HOG0002669	OG0002433	-	WP_005771389.1	DAKCFMEO_03459
N0.HOG0002670	OG0002434	-	WP_005771390.1	DAKCFMEO_03458
N0.HOG0002671	OG0002435	-	WP_005771392.1	DAKCFMEO_03456
N0.HOG0002672	OG0002436	-	WP_005771401.1	DAKCFMEO_03448
N0.HOG0002673	OG0002437	-	WP_005771478.1	DAKCFMEO_01755
N0.HOG0002674	OG0002438	-	WP_005771480.1	DAKCFMEO_01756
N0.HOG0002675	OG0002439	-	WP_005771481.1	DAKCFMEO_01758
N0.HOG0002676	OG0002440	-	WP_005771483.1	DAKCFMEO_01759
N0.HOG0002677	OG0002441	-	WP_005771491.1	DAKCFMEO_01761
N0.HOG0002678	OG0002442	-	WP_005771495.1	DAKCFMEO_03468
N0.HOG0002679	OG0002443	-	WP_005771500.1	DAKCFMEO_03472
N0.HOG0002680	OG0002444	-	WP_005771505.1	DAKCFMEO_03476
N0.HOG0002681	OG0002445	-	WP_005771507.1	DAKCFMEO_03478
N0.HOG0002682	OG0002446	-	WP_005771509.1	DAKCFMEO_03480
N0.HOG0002683	OG0002447	-	WP_005771571.1	DAKCFMEO_02498
N0.HOG0002684	OG0002448	-	WP_005771583.1	DAKCFMEO_02493
N0.HOG0002685	OG0002449	-	WP_005771596.1	DAKCFMEO_02487
N0.HOG0002686	OG0002450	-	WP_005771604.1	DAKCFMEO_02483
N0.HOG0002687	OG0002451	-	WP_005771640.1	DAKCFMEO_05304
N0.HOG0002688	OG0002452	-	WP_005771655.1	DAKCFMEO_04780
N0.HOG0002689	OG0002453	-	WP_005771663.1	DAKCFMEO_00550
N0.HOG0002690	OG0002454	-	WP_005771665.1	DAKCFMEO_00552
N0.HOG0002691	OG0002455	-	WP_005771689.1	DAKCFMEO_03275
N0.HOG0002692	OG0002456	-	WP_005771691.1	DAKCFMEO_03276
N0.HOG0002693	OG0002457	-	WP_005771787.1	DAKCFMEO_04993
N0.HOG0002694	OG0002458	-	WP_007247692.1, WP_005888829.1	
N0.HOG0002695	OG0002459	-	WP_042913775.1, WP_005888834.1	
N0.HOG0002696	OG0002460	-	WP_005888845.1	DAKCFMEO_02050
N0.HOG0002697	OG0002461	-	WP_074805571.1, WP_005894368.1	
N0.HOG0002698	OG0002462	-	WP_024691293.1, WP_005904445.1	
N0.HOG0002699	OG0002463	-	WP_007243678.1	DAKCFMEO_00404
N0.HOG0002700	OG0002464	-	WP_007243679.1	DAKCFMEO_00406
N0.HOG0002701	OG0002465	-	WP_007243690.1	DAKCFMEO_00441
N0.HOG0002702	OG0002466	-	WP_007243694.1	DAKCFMEO_00454
N0.HOG0002703	OG0002467	-	WP_007243700.1	DAKCFMEO_00469
N0.HOG0002704	OG0002468	-	WP_007243710.1	DAKCFMEO_01695
N0.HOG0002705	OG0002469	-	WP_007243715.1	DAKCFMEO_01705
N0.HOG0002706	OG0002470	-	WP_007243732.1	DAKCFMEO_03719
N0.HOG0002707	OG0002471	-	WP_007243735.1	DAKCFMEO_01780
N0.HOG0002708	OG0002472	-	WP_007243742.1	DAKCFMEO_01797
N0.HOG0002709	OG0002473	-	WP_007243753.1	DAKCFMEO_04769
N0.HOG0002710	OG0002474	-	WP_007243764.1	DAKCFMEO_00547
N0.HOG0002711	OG0002475	-	WP_007243783.1	DAKCFMEO_00564
N0.HOG0002712	OG0002476	-	WP_007243834.1	DAKCFMEO_04811
N0.HOG0002713	OG0002477	-	WP_007243836.1	DAKCFMEO_04817
N0.HOG0002714	OG0002478	-	WP_007243875.1	DAKCFMEO_03924
N0.HOG0002715	OG0002479	-	WP_007243881.1	DAKCFMEO_03910
N0.HOG0002716	OG0002480	-	WP_007243944.1	DAKCFMEO_03801
N0.HOG0002717	OG0002481	-	WP_007243977.1	DAKCFMEO_03748
N0.HOG0002718	OG0002482	-	WP_007243982.1	DAKCFMEO_03743
N0.HOG0002719	OG0002483	-	WP_007244012.1	DAKCFMEO_01184
N0.HOG0002720	OG0002484	-	WP_007244032.1	DAKCFMEO_02724
N0.HOG0002721	OG0002485	-	WP_007244063.1	DAKCFMEO_02758
N0.HOG0002722	OG0002486	-	WP_007244070.1	DAKCFMEO_02768
N0.HOG0002723	OG0002487	-	WP_007244073.1	DAKCFMEO_02771
N0.HOG0002724	OG0002488	-	WP_007244082.1	DAKCFMEO_02792
N0.HOG0002725	OG0002489	-	WP_007244088.1	DAKCFMEO_03375
N0.HOG0002726	OG0002490	-	WP_007244090.1	DAKCFMEO_03378
N0.HOG0002727	OG0002491	-	WP_007244096.1	DAKCFMEO_03386
N0.HOG0002728	OG0002492	-	WP_007244100.1	DAKCFMEO_03392
N0.HOG0002729	OG0002493	-	WP_007244107.1	DAKCFMEO_03401
N0.HOG0002730	OG0002494	-	WP_007244110.1	DAKCFMEO_03412
N0.HOG0002731	OG0002495	-	WP_007244127.1	DAKCFMEO_03450
N0.HOG0002732	OG0002496	-	WP_007244210.1	DAKCFMEO_02663
N0.HOG0002733	OG0002497	-	WP_007244218.1	DAKCFMEO_02648
N0.HOG0002734	OG0002498	-	WP_011103838.1, WP_007244232.1	
N0.HOG0002735	OG0002499	-	WP_007244311.1	DAKCFMEO_02634
N0.HOG0002736	OG0002500	-	WP_007244321.1	DAKCFMEO_02611
N0.HOG0002737	OG0002501	-	WP_007244324.1	DAKCFMEO_02602
N0.HOG0002738	OG0002502	-	WP_007244349.1	DAKCFMEO_02567
N0.HOG0002739	OG0002503	-	WP_007244357.1	DAKCFMEO_02555
N0.HOG0002740	OG0002504	-	WP_007244363.1	DAKCFMEO_02542
N0.HOG0002741	OG0002505	-	WP_007244364.1	DAKCFMEO_02540
N0.HOG0002742	OG0002506	-	WP_007244365.1	DAKCFMEO_02536
N0.HOG0002743	OG0002507	-	WP_007244370.1	DAKCFMEO_02527
N0.HOG0002744	OG0002508	-	WP_007244381.1	DAKCFMEO_02510
N0.HOG0002745	OG0002509	-	WP_007244383.1	DAKCFMEO_02505
N0.HOG0002746	OG0002510	-	WP_007244400.1	DAKCFMEO_02485
N0.HOG0002747	OG0002511	-	WP_007244403.1	DAKCFMEO_02482
N0.HOG0002748	OG0002512	-	WP_007244435.1	DAKCFMEO_02840
N0.HOG0002749	OG0002513	-	WP_007244442.1	DAKCFMEO_02852
N0.HOG0002750	OG0002514	-	WP_007244448.1	DAKCFMEO_02859
N0.HOG0002751	OG0002515	-	WP_007244449.1	DAKCFMEO_02861
N0.HOG0002752	OG0002516	-	WP_007244455.1	DAKCFMEO_02869
N0.HOG0002753	OG0002517	-	WP_007244499.1	DAKCFMEO_02929
N0.HOG0002754	OG0002518	-	WP_007244533.1	DAKCFMEO_05053
N0.HOG0002755	OG0002519	-	WP_007244549.1	DAKCFMEO_04959
N0.HOG0002756	OG0002520	-	WP_007244559.1	DAKCFMEO_02159
N0.HOG0002757	OG0002521	-	WP_007244563.1	DAKCFMEO_02149
N0.HOG0002758	OG0002522	-	WP_007244569.1	DAKCFMEO_04984
N0.HOG0002759	OG0002523	-	WP_007244571.1	DAKCFMEO_04980
N0.HOG0002760	OG0002524	-	WP_007244575.1	DAKCFMEO_04957
N0.HOG0002761	OG0002525	-	WP_007244577.1	DAKCFMEO_04953
N0.HOG0002762	OG0002526	-	WP_007244601.1	DAKCFMEO_04910
N0.HOG0002763	OG0002527	-	WP_007244602.1	DAKCFMEO_04909
N0.HOG0002764	OG0002528	-	WP_007244608.1	DAKCFMEO_04898
N0.HOG0002765	OG0002529	-	WP_007244624.1	DAKCFMEO_04856
N0.HOG0002766	OG0002530	-	WP_007244641.1	DAKCFMEO_03617
N0.HOG0002767	OG0002531	-	WP_007244646.1	DAKCFMEO_03627
N0.HOG0002768	OG0002532	-	WP_007244650.1	DAKCFMEO_03633
N0.HOG0002769	OG0002533	-	WP_007244655.1	DAKCFMEO_03641
N0.HOG0002770	OG0002534	-	WP_007244656.1	DAKCFMEO_03643
N0.HOG0002771	OG0002535	-	WP_007244661.1	DAKCFMEO_03652
N0.HOG0002772	OG0002536	-	WP_007244663.1	DAKCFMEO_03657
N0.HOG0002773	OG0002537	-	WP_007244669.1	DAKCFMEO_03599
N0.HOG0002774	OG0002538	-	WP_007244673.1	DAKCFMEO_03606
N0.HOG0002775	OG0002539	-	WP_007244675.1	DAKCFMEO_03608
N0.HOG0002776	OG0002540	-	WP_007244676.1	DAKCFMEO_03612
N0.HOG0002777	OG0002541	-	WP_007244755.1	DAKCFMEO_00670
N0.HOG0002778	OG0002542	-	WP_007244779.1	DAKCFMEO_00626
N0.HOG0002779	OG0002543	-	WP_007244780.1	DAKCFMEO_00624
N0.HOG0002780	OG0002544	-	WP_007244781.1	DAKCFMEO_00620
N0.HOG0002781	OG0002545	-	WP_007244826.1	DAKCFMEO_01478
N0.HOG0002782	OG0002546	-	WP_007244827.1	DAKCFMEO_01480
N0.HOG0002783	OG0002547	-	WP_007244829.1	DAKCFMEO_01483
N0.HOG0002784	OG0002548	-	WP_007244847.1	DAKCFMEO_00999
N0.HOG0002785	OG0002549	-	WP_007244879.1	DAKCFMEO_03004
N0.HOG0002786	OG0002550	-	WP_007244881.1	DAKCFMEO_03000
N0.HOG0002787	OG0002551	-	WP_007244885.1	DAKCFMEO_02996
N0.HOG0002788	OG0002552	-	WP_007244904.1	DAKCFMEO_03292
N0.HOG0002789	OG0002553	-	WP_007244945.1	DAKCFMEO_01259
N0.HOG0002790	OG0002554	-	WP_007244980.1	DAKCFMEO_01199
N0.HOG0002791	OG0002555	-	WP_007244983.1	DAKCFMEO_01195
N0.HOG0002792	OG0002556	-	WP_007244998.1	DAKCFMEO_01570
N0.HOG0002793	OG0002557	-	WP_007245012.1	DAKCFMEO_01594
N0.HOG0002794	OG0002558	-	WP_007245030.1	DAKCFMEO_02465
N0.HOG0002795	OG0002559	-	WP_007245069.1	DAKCFMEO_02404
N0.HOG0002796	OG0002560	-	WP_007245075.1	DAKCFMEO_04515
N0.HOG0002797	OG0002561	-	WP_007245137.1	DAKCFMEO_02307
N0.HOG0002798	OG0002562	-	WP_007245153.1	DAKCFMEO_04279
N0.HOG0002799	OG0002563	-	WP_007245166.1	DAKCFMEO_04295
N0.HOG0002800	OG0002564	-	WP_007245200.1	DAKCFMEO_04329
N0.HOG0002801	OG0002565	-	WP_007245213.1	DAKCFMEO_04349
N0.HOG0002802	OG0002566	-	WP_007245274.1	DAKCFMEO_04542
N0.HOG0002803	OG0002567	-	WP_007245289.1	DAKCFMEO_04563
N0.HOG0002804	OG0002568	-	WP_007245290.1	DAKCFMEO_04564
N0.HOG0002805	OG0002569	-	WP_007245315.1	DAKCFMEO_04626
N0.HOG0002806	OG0002570	-	WP_007245346.1	DAKCFMEO_04672
N0.HOG0002807	OG0002571	-	WP_007245350.1	DAKCFMEO_04676
N0.HOG0002808	OG0002572	-	WP_007245351.1	DAKCFMEO_04679
N0.HOG0002809	OG0002573	-	WP_007245353.1	DAKCFMEO_04681
N0.HOG0002810	OG0002574	-	WP_007245354.1	DAKCFMEO_04683
N0.HOG0002811	OG0002575	-	WP_007245360.1	DAKCFMEO_04693
N0.HOG0002812	OG0002576	-	WP_007245364.1	DAKCFMEO_03905
N0.HOG0002813	OG0002577	-	WP_007245369.1	DAKCFMEO_03267
N0.HOG0002814	OG0002578	-	WP_007245370.1	DAKCFMEO_03265
N0.HOG0002815	OG0002579	-	WP_007245372.1	DAKCFMEO_03259
N0.HOG0002816	OG0002580	-	WP_007245377.1	DAKCFMEO_03253
N0.HOG0002817	OG0002581	-	WP_007245391.1	DAKCFMEO_03233
N0.HOG0002818	OG0002582	-	WP_007245395.1	DAKCFMEO_03224
N0.HOG0002819	OG0002583	-	WP_007245401.1	DAKCFMEO_03214
N0.HOG0002820	OG0002584	-	WP_007245412.1	DAKCFMEO_03201
N0.HOG0002821	OG0002585	-	WP_007245414.1	DAKCFMEO_03191
N0.HOG0002822	OG0002586	-	WP_007245422.1	DAKCFMEO_03170
N0.HOG0002823	OG0002587	-	WP_007245435.1	DAKCFMEO_03143
N0.HOG0002824	OG0002588	-	WP_007245440.1	DAKCFMEO_03135
N0.HOG0002825	OG0002589	-	WP_007245442.1	DAKCFMEO_03131
N0.HOG0002826	OG0002590	-	WP_007245455.1	DAKCFMEO_03505
N0.HOG0002827	OG0002591	-	WP_007245540.1	DAKCFMEO_03692
N0.HOG0002828	OG0002592	-	WP_007245544.1	DAKCFMEO_03703
N0.HOG0002829	OG0002593	-	WP_007245578.1	DAKCFMEO_05087
N0.HOG0002830	OG0002594	-	WP_007245582.1	DAKCFMEO_05077
N0.HOG0002831	OG0002595	-	WP_007245596.1	DAKCFMEO_05104
N0.HOG0002832	OG0002596	-	WP_007245677.1	DAKCFMEO_04222
N0.HOG0002833	OG0002597	-	WP_007245694.1	DAKCFMEO_04198
N0.HOG0002834	OG0002598	-	WP_007245711.1	DAKCFMEO_00041
N0.HOG0002835	OG0002599	-	WP_007245780.1	DAKCFMEO_03034
N0.HOG0002836	OG0002600	-	WP_007245782.1	DAKCFMEO_03030
N0.HOG0002837	OG0002601	-	WP_007245794.1	DAKCFMEO_04160
N0.HOG0002838	OG0002602	-	WP_007245797.1	DAKCFMEO_04156
N0.HOG0002839	OG0002603	-	WP_007245801.1	DAKCFMEO_04149
N0.HOG0002840	OG0002604	-	WP_007245808.1	DAKCFMEO_04133
N0.HOG0002841	OG0002605	-	WP_007245818.1	DAKCFMEO_04194
N0.HOG0002842	OG0002606	-	WP_007245819.1	DAKCFMEO_04195
N0.HOG0002843	OG0002607	-	WP_011104001.1, WP_007245823.1	
N0.HOG0002844	OG0002608	-	WP_007245835.1	DAKCFMEO_04233
N0.HOG0002845	OG0002609	-	WP_007245842.1	DAKCFMEO_04247
N0.HOG0002846	OG0002610	-	WP_007245844.1	DAKCFMEO_04251
N0.HOG0002847	OG0002611	-	WP_007245851.1	DAKCFMEO_01613
N0.HOG0002848	OG0002612	-	WP_007245870.1	DAKCFMEO_01017
N0.HOG0002849	OG0002613	-	WP_007245872.1	DAKCFMEO_01014
N0.HOG0002850	OG0002614	-	WP_007245876.1	DAKCFMEO_01001
N0.HOG0002851	OG0002615	-	WP_007245931.1	DAKCFMEO_01406
N0.HOG0002852	OG0002616	-	WP_007245963.1	DAKCFMEO_01622
N0.HOG0002853	OG0002617	-	WP_007245964.1	DAKCFMEO_01621
N0.HOG0002854	OG0002618	-	WP_007245976.1	DAKCFMEO_01048
N0.HOG0002855	OG0002619	-	WP_007245978.1	DAKCFMEO_01051
N0.HOG0002856	OG0002620	-	WP_007246000.1	DAKCFMEO_01101
N0.HOG0002857	OG0002621	-	WP_007246008.1	DAKCFMEO_01113
N0.HOG0002858	OG0002622	-	WP_007246009.1	DAKCFMEO_01116
N0.HOG0002859	OG0002623	-	WP_007246012.1	DAKCFMEO_01119
N0.HOG0002860	OG0002624	-	WP_007246013.1	DAKCFMEO_01120
N0.HOG0002861	OG0002625	-	WP_007246025.1	DAKCFMEO_01546
N0.HOG0002862	OG0002626	-	WP_007246027.1	DAKCFMEO_01540
N0.HOG0002863	OG0002627	-	WP_007246028.1	DAKCFMEO_01535
N0.HOG0002864	OG0002628	-	WP_007246030.1	DAKCFMEO_01526
N0.HOG0002865	OG0002629	-	WP_007246047.1	DAKCFMEO_01493
N0.HOG0002866	OG0002630	-	WP_007246056.1	DAKCFMEO_01449
N0.HOG0002867	OG0002631	-	WP_007246060.1	DAKCFMEO_01443
N0.HOG0002868	OG0002632	-	WP_007246072.1	DAKCFMEO_01434
N0.HOG0002869	OG0002633	-	WP_007246082.1	DAKCFMEO_01429
N0.HOG0002870	OG0002634	-	WP_007246096.1	DAKCFMEO_01654
N0.HOG0002871	OG0002635	-	WP_007246097.1	DAKCFMEO_01657
N0.HOG0002872	OG0002636	-	WP_007246099.1	DAKCFMEO_01661
N0.HOG0002873	OG0002637	-	WP_007246105.1	DAKCFMEO_01668
N0.HOG0002874	OG0002638	-	WP_007246110.1	DAKCFMEO_00474
N0.HOG0002875	OG0002639	-	WP_007246111.1	DAKCFMEO_00476
N0.HOG0002876	OG0002640	-	WP_007246125.1	DAKCFMEO_00495
N0.HOG0002877	OG0002641	-	WP_007246181.1	DAKCFMEO_00276
N0.HOG0002878	OG0002642	-	WP_007246182.1	DAKCFMEO_00277
N0.HOG0002879	OG0002643	-	WP_007246191.1	DAKCFMEO_00290
N0.HOG0002880	OG0002644	-	WP_007246196.1	DAKCFMEO_00295
N0.HOG0002881	OG0002645	-	WP_007246206.1	DAKCFMEO_00316
N0.HOG0002882	OG0002646	-	WP_007246215.1	DAKCFMEO_00333
N0.HOG0002883	OG0002647	-	WP_007246223.1	DAKCFMEO_00350
N0.HOG0002884	OG0002648	-	WP_007246228.1	DAKCFMEO_00370
N0.HOG0002885	OG0002649	-	WP_007246281.1	DAKCFMEO_04079
N0.HOG0002886	OG0002650	-	WP_007246288.1	DAKCFMEO_04086
N0.HOG0002887	OG0002651	-	WP_007246306.1	DAKCFMEO_04112
N0.HOG0002888	OG0002652	-	WP_007246311.1	DAKCFMEO_04118
N0.HOG0002889	OG0002653	-	WP_007246312.1	DAKCFMEO_04119
N0.HOG0002890	OG0002654	-	WP_007246313.1	DAKCFMEO_04122
N0.HOG0002891	OG0002655	-	WP_007246354.1	DAKCFMEO_00808
N0.HOG0002892	OG0002656	-	WP_007246362.1	DAKCFMEO_00794
N0.HOG0002893	OG0002657	-	WP_007246371.1	DAKCFMEO_00774
N0.HOG0002894	OG0002658	-	WP_007246376.1	DAKCFMEO_00767
N0.HOG0002895	OG0002659	-	WP_007246378.1	DAKCFMEO_00763
N0.HOG0002896	OG0002660	-	WP_007246481.1	DAKCFMEO_03999
N0.HOG0002897	OG0002661	-	WP_007246483.1	DAKCFMEO_03995
N0.HOG0002898	OG0002662	-	WP_007246510.1	DAKCFMEO_01843
N0.HOG0002899	OG0002663	-	WP_007246513.1	DAKCFMEO_01839
N0.HOG0002900	OG0002664	-	WP_007246518.1	DAKCFMEO_01832
N0.HOG0002901	OG0002665	-	WP_007246535.1	DAKCFMEO_01914
N0.HOG0002902	OG0002666	-	WP_007246537.1	DAKCFMEO_01920
N0.HOG0002903	OG0002667	-	WP_007246575.1	DAKCFMEO_05253
N0.HOG0002904	OG0002668	-	WP_007246618.1	DAKCFMEO_00174
N0.HOG0002905	OG0002669	-	WP_007246619.1	DAKCFMEO_00172
N0.HOG0002906	OG0002670	-	WP_007246626.1	DAKCFMEO_00162
N0.HOG0002907	OG0002671	-	WP_007246633.1	DAKCFMEO_00148
N0.HOG0002908	OG0002672	-	WP_007246640.1	DAKCFMEO_00134
N0.HOG0002909	OG0002673	-	WP_007246648.1	DAKCFMEO_01320
N0.HOG0002910	OG0002674	-	WP_007246654.1	DAKCFMEO_01327
N0.HOG0002911	OG0002675	-	WP_007246655.1	DAKCFMEO_01329
N0.HOG0002912	OG0002676	-	WP_007246679.1	DAKCFMEO_01355
N0.HOG0002913	OG0002677	-	WP_007246686.1	DAKCFMEO_01366
N0.HOG0002914	OG0002678	-	WP_007246699.1	DAKCFMEO_00914
N0.HOG0002915	OG0002679	-	WP_007246762.1	DAKCFMEO_03985
N0.HOG0002916	OG0002680	-	WP_007246769.1	DAKCFMEO_00529
N0.HOG0002917	OG0002681	-	WP_007246809.1	DAKCFMEO_00220
N0.HOG0002918	OG0002682	-	WP_007246812.1	DAKCFMEO_00225
N0.HOG0002919	OG0002683	-	WP_007246818.1	DAKCFMEO_00243
N0.HOG0002920	OG0002684	-	WP_007246844.1	DAKCFMEO_05205
N0.HOG0002921	OG0002685	-	WP_007246848.1	DAKCFMEO_05208
N0.HOG0002922	OG0002686	-	WP_007246879.1	DAKCFMEO_00873
N0.HOG0002923	OG0002687	-	WP_007246884.1	DAKCFMEO_00862
N0.HOG0002924	OG0002688	-	WP_007246901.1	DAKCFMEO_00826
N0.HOG0002925	OG0002689	-	WP_007246911.1	DAKCFMEO_03848
N0.HOG0002926	OG0002690	-	WP_007246944.1	DAKCFMEO_01399
N0.HOG0002927	OG0002691	-	WP_007246946.1	DAKCFMEO_01401
N0.HOG0002928	OG0002692	-	WP_007246947.1	DAKCFMEO_01402
N0.HOG0002929	OG0002693	-	WP_007246966.1	DAKCFMEO_04705
N0.HOG0002930	OG0002694	-	WP_007246973.1	DAKCFMEO_04718
N0.HOG0002931	OG0002695	-	WP_007246984.1	DAKCFMEO_04730
N0.HOG0002932	OG0002696	-	WP_007247022.1	DAKCFMEO_00082
N0.HOG0002933	OG0002697	-	WP_007247038.1	DAKCFMEO_02192
N0.HOG0002934	OG0002698	-	WP_007247039.1	DAKCFMEO_02194
N0.HOG0002935	OG0002699	-	WP_007247040.1	DAKCFMEO_02195
