"p25_DAK","DC3000","Orthogroup_Match"
"DAKCFMEO_03774","WP_011104192.1",TRUE
"DAKCFMEO_03776","WP_011104195.1",TRUE
"DAKCFMEO_03780","WP_011104197.1",TRUE
"DAKCFMEO_03781","WP_011104198.1",TRUE
"DAKCFMEO_03786","WP_011104203.1",TRUE
"DAKCFMEO_03787","WP_011104204.1",TRUE
"DAKCFMEO_03788","WP_011104205.1",TRUE
"DAKCFMEO_03789","WP_011104206.1",TRUE
"DAKCFMEO_03790","WP_011104207.1",TRUE
"DAKCFMEO_03804","WP_011104208.1",TRUE
"DAKCFMEO_03806","WP_011104209.1",TRUE
"DAKCFMEO_03808","WP_011104210.1",TRUE
"DAKCFMEO_03820","WP_011104219.1",TRUE
"DAKCFMEO_03821","WP_011104220.1",TRUE
"DAKCFMEO_03823","WP_011104221.1",TRUE
"DAKCFMEO_02425","WP_011104226.1",TRUE
"DAKCFMEO_01498","WP_011104238.1",TRUE
"DAKCFMEO_04389","WP_011104241.1",TRUE
"DAKCFMEO_04388","WP_011104242.1",TRUE
"DAKCFMEO_02900","WP_011104257.1",TRUE
"DAKCFMEO_00940","WP_011104259.1",TRUE
"DAKCFMEO_03909","WP_011104261.1",TRUE
"DAKCFMEO_03911","WP_011104262.1",TRUE
"DAKCFMEO_03912","WP_011104263.1",TRUE
"DAKCFMEO_03921","WP_011104264.1",TRUE
"DAKCFMEO_03922","WP_011104265.1",TRUE
"DAKCFMEO_03926","WP_011104266.1",TRUE
"DAKCFMEO_03932","WP_011104268.1",TRUE
"DAKCFMEO_00327","WP_011104279.1",TRUE
"DAKCFMEO_01804","WP_011104280.1",TRUE
"DAKCFMEO_04071","WP_011104281.1",TRUE
"DAKCFMEO_03939","WP_011104283.1",TRUE
"DAKCFMEO_03940","WP_011104284.1",TRUE
"DAKCFMEO_03947","WP_011104287.1",TRUE
"DAKCFMEO_03948","WP_011104288.1",TRUE
"DAKCFMEO_03949","WP_011104290.1",TRUE
"DAKCFMEO_03953","WP_011104292.1",TRUE
"DAKCFMEO_03958","WP_011104294.1",TRUE
"DAKCFMEO_03964","WP_011104296.1",TRUE
"DAKCFMEO_03968","WP_011104299.1",TRUE
"DAKCFMEO_03969","WP_011104300.1",TRUE
"DAKCFMEO_03974","WP_011104304.1",TRUE
"DAKCFMEO_03975","WP_011104305.1",TRUE
"DAKCFMEO_03042","WP_011104306.1",TRUE
"DAKCFMEO_03978","WP_011104308.1",TRUE
"DAKCFMEO_00604","WP_011104311.1",TRUE
"DAKCFMEO_00605","WP_011104312.1",TRUE
"DAKCFMEO_03992","WP_011104314.1",TRUE
"DAKCFMEO_03994","WP_011104315.1",TRUE
"DAKCFMEO_03997","WP_011104317.1",TRUE
"DAKCFMEO_03998","WP_011104318.1",TRUE
"DAKCFMEO_04000","WP_011104319.1",TRUE
"DAKCFMEO_04001","WP_011104320.1",TRUE
"DAKCFMEO_04003","WP_011104322.1",TRUE
"DAKCFMEO_04004","WP_011104323.1",TRUE
"DAKCFMEO_04005","WP_011104324.1",TRUE
"DAKCFMEO_04007","WP_011104325.1",TRUE
"DAKCFMEO_02053","WP_011104327.1",TRUE
"DAKCFMEO_03902","WP_011104333.1",TRUE
"DAKCFMEO_04025","WP_011104335.1",TRUE
"DAKCFMEO_04026","WP_011104336.1",TRUE
"DAKCFMEO_04027","WP_011104337.1",TRUE
"DAKCFMEO_04028","WP_011104338.1",TRUE
"DAKCFMEO_04030","WP_011104339.1",TRUE
"DAKCFMEO_04036","WP_011104341.1",TRUE
"DAKCFMEO_04037","WP_011104342.1",TRUE
"DAKCFMEO_04038","WP_011104343.1",TRUE
"DAKCFMEO_04041","WP_011104344.1",TRUE
"DAKCFMEO_04011","WP_011104349.1",TRUE
"DAKCFMEO_04012","WP_011104350.1",TRUE
"DAKCFMEO_04459","WP_011104364.1",TRUE
"DAKCFMEO_04794","WP_011104365.1",TRUE
"DAKCFMEO_02419","WP_011104366.1",TRUE
"DAKCFMEO_03108","WP_011104367.1",TRUE
"DAKCFMEO_03107","WP_011104368.1",TRUE
"DAKCFMEO_04062","WP_011104371.1",TRUE
"DAKCFMEO_04423","WP_011104372.1",TRUE
"DAKCFMEO_04016","WP_011104374.1",TRUE
"DAKCFMEO_04017","WP_011104375.1",TRUE
"DAKCFMEO_04088","WP_011104391.1",TRUE
"DAKCFMEO_04097","WP_011104393.1",TRUE
"DAKCFMEO_04100","WP_011104394.1",TRUE
"DAKCFMEO_04106","WP_011104396.1",TRUE
"DAKCFMEO_04107","WP_011104397.1",TRUE
"DAKCFMEO_04113","WP_011104399.1",TRUE
"DAKCFMEO_04117","WP_011104401.1",TRUE
"DAKCFMEO_04123","WP_011104402.1",TRUE
"DAKCFMEO_01614","WP_011104404.1",TRUE
"DAKCFMEO_01615","WP_011104405.1",TRUE
"DAKCFMEO_01618","WP_011104406.1",TRUE
"DAKCFMEO_01620","WP_011104407.1",TRUE
"DAKCFMEO_01031","WP_011104408.1",TRUE
"DAKCFMEO_01026","WP_011104410.1",TRUE
"DAKCFMEO_01021","WP_011104412.1",TRUE
"DAKCFMEO_01020","WP_011104413.1",TRUE
"DAKCFMEO_01009","WP_011104417.1",TRUE
"DAKCFMEO_01003","WP_011104418.1",TRUE
"DAKCFMEO_01002","WP_011104419.1",TRUE
"DAKCFMEO_00261","WP_011104420.1",TRUE
"DAKCFMEO_00263","WP_011104421.1",TRUE
"DAKCFMEO_00264","WP_011104422.1",TRUE
"DAKCFMEO_00265","WP_011104423.1",TRUE
"DAKCFMEO_00266","WP_011104424.1",TRUE
"DAKCFMEO_00996","WP_011104427.1",TRUE
"DAKCFMEO_03840","WP_011104434.1",TRUE
"DAKCFMEO_03370","WP_011104442.1",FALSE
"DAKCFMEO_00975","WP_011104446.1",TRUE
"DAKCFMEO_00974","WP_011104447.1",TRUE
"DAKCFMEO_00964","WP_011104448.1",TRUE
"DAKCFMEO_00268","WP_011104449.1",TRUE
"DAKCFMEO_00945","WP_011104453.1",TRUE
"DAKCFMEO_00944","WP_011104454.1",TRUE
"DAKCFMEO_00943","WP_011104455.1",TRUE
"DAKCFMEO_00942","WP_011104456.1",TRUE
"DAKCFMEO_00939","WP_011104457.1",TRUE
"DAKCFMEO_00934","WP_011104458.1",TRUE
"DAKCFMEO_00931","WP_011104459.1",TRUE
"DAKCFMEO_00930","WP_011104460.1",TRUE
"DAKCFMEO_00923","WP_011104461.1",TRUE
"DAKCFMEO_00921","WP_011104464.1",TRUE
"DAKCFMEO_00920","WP_011104465.1",TRUE
"DAKCFMEO_01414","WP_011104467.1",TRUE
"DAKCFMEO_01415","WP_011104468.1",TRUE
"DAKCFMEO_01419","WP_011104472.1",TRUE
"DAKCFMEO_01423","WP_011104473.1",TRUE
"DAKCFMEO_01424","WP_011104474.1",TRUE
"DAKCFMEO_01430","WP_011104476.1",TRUE
"DAKCFMEO_02146","WP_011104478.1",TRUE
"DAKCFMEO_01431","WP_011104482.1",TRUE
"DAKCFMEO_04403","WP_011104483.1",TRUE
"DAKCFMEO_01436","WP_011104485.1",TRUE
"DAKCFMEO_01437","WP_011104486.1",TRUE
"DAKCFMEO_01438","WP_011104487.1",TRUE
"DAKCFMEO_01439","WP_011104489.1",TRUE
"DAKCFMEO_01441","WP_011104490.1",TRUE
"DAKCFMEO_01445","WP_011104492.1",TRUE
"DAKCFMEO_01447","WP_011104493.1",TRUE
"DAKCFMEO_01448","WP_011104494.1",TRUE
"DAKCFMEO_01457","WP_011104495.1",TRUE
"DAKCFMEO_01458","WP_011104496.1",TRUE
"DAKCFMEO_01490","WP_011104498.1",TRUE
"DAKCFMEO_01495","WP_011104500.1",TRUE
"DAKCFMEO_00512","WP_011104501.1",TRUE
"DAKCFMEO_01502","WP_011104502.1",TRUE
"DAKCFMEO_01503","WP_011104503.1",TRUE
"DAKCFMEO_01505","WP_011104504.1",TRUE
"DAKCFMEO_01508","WP_011104505.1",TRUE
"DAKCFMEO_01509","WP_011104506.1",TRUE
"DAKCFMEO_01510","WP_011104507.1",TRUE
"DAKCFMEO_01516","WP_011104508.1",TRUE
"DAKCFMEO_01521","WP_011104510.1",TRUE
"DAKCFMEO_01523","WP_011104511.1",TRUE
"DAKCFMEO_01528","WP_011104512.1",TRUE
"DAKCFMEO_01529","WP_011104513.1",TRUE
"DAKCFMEO_01534","WP_011104514.1",TRUE
"DAKCFMEO_01542","WP_011104515.1",TRUE
"DAKCFMEO_01543","WP_011104516.1",TRUE
"DAKCFMEO_01544","WP_011104517.1",TRUE
"DAKCFMEO_01545","WP_011104518.1",TRUE
"DAKCFMEO_02815","WP_011104522.1",TRUE
"DAKCFMEO_02818","WP_011104529.1",TRUE
"DAKCFMEO_04755","WP_011104554.1",TRUE
"DAKCFMEO_04754","WP_011104555.1",TRUE
"DAKCFMEO_04753","WP_011104556.1",TRUE
"DAKCFMEO_04751","WP_011104557.1",TRUE
"DAKCFMEO_04748","WP_011104559.1",TRUE
"DAKCFMEO_04747","WP_011104560.1",TRUE
"DAKCFMEO_04744","WP_011104561.1",TRUE
"DAKCFMEO_04743","WP_011104562.1",TRUE
"DAKCFMEO_04741","WP_011104563.1",TRUE
"DAKCFMEO_04740","WP_011104564.1",TRUE
"DAKCFMEO_04731","WP_011104565.1",TRUE
"DAKCFMEO_04728","WP_011104566.1",TRUE
"DAKCFMEO_04727","WP_011104567.1",TRUE
"DAKCFMEO_04726","WP_011104568.1",TRUE
"DAKCFMEO_04724","WP_011104570.1",TRUE
"DAKCFMEO_04723","WP_011104571.1",TRUE
"DAKCFMEO_04721","WP_011104572.1",TRUE
"DAKCFMEO_04720","WP_011104573.1",TRUE
"DAKCFMEO_04719","WP_011104574.1",TRUE
"DAKCFMEO_04715","WP_011104575.1",TRUE
"DAKCFMEO_04714","WP_011104576.1",TRUE
"DAKCFMEO_04702","WP_011104585.1",TRUE
"DAKCFMEO_04697","WP_011104587.1",TRUE
"DAKCFMEO_04695","WP_011104588.1",TRUE
"DAKCFMEO_04692","WP_011104589.1",TRUE
"DAKCFMEO_04686","WP_011104590.1",TRUE
"DAKCFMEO_04684","WP_011104591.1",TRUE
"DAKCFMEO_04678","WP_011104593.1",TRUE
"DAKCFMEO_04675","WP_011104595.1",TRUE
"DAKCFMEO_04674","WP_011104596.1",TRUE
"DAKCFMEO_04671","WP_011104597.1",TRUE
"DAKCFMEO_04670","WP_011104598.1",TRUE
"DAKCFMEO_04662","WP_011104599.1",TRUE
"DAKCFMEO_04660","WP_011104600.1",TRUE
"DAKCFMEO_04659","WP_011104601.1",TRUE
"DAKCFMEO_04658","WP_011104602.1",TRUE
"DAKCFMEO_04655","WP_011104603.1",TRUE
"DAKCFMEO_04652","WP_011104604.1",TRUE
"DAKCFMEO_04638","WP_011104606.1",TRUE
"DAKCFMEO_04632","WP_011104608.1",TRUE
"DAKCFMEO_04628","WP_011104610.1",TRUE
"DAKCFMEO_04618","WP_011104612.1",TRUE
"DAKCFMEO_04608","WP_011104615.1",FALSE
"DAKCFMEO_04605","WP_011104616.1",TRUE
"DAKCFMEO_04594","WP_011104620.1",TRUE
"DAKCFMEO_04592","WP_011104622.1",TRUE
"DAKCFMEO_04578","WP_011104623.1",TRUE
"DAKCFMEO_04567","WP_011104624.1",TRUE
"DAKCFMEO_04565","WP_011104625.1",TRUE
"DAKCFMEO_04560","WP_011104627.1",TRUE
"DAKCFMEO_04558","WP_011104633.1",TRUE
"DAKCFMEO_04555","WP_011104635.1",TRUE
"DAKCFMEO_04554","WP_011104636.1",TRUE
"DAKCFMEO_04552","WP_011104637.1",TRUE
"DAKCFMEO_04551","WP_011104638.1",TRUE
"DAKCFMEO_04549","WP_011104639.1",TRUE
"DAKCFMEO_04543","WP_011104640.1",TRUE
"DAKCFMEO_04539","WP_011104642.1",TRUE
"DAKCFMEO_04537","WP_011104643.1",TRUE
"DAKCFMEO_04536","WP_011104644.1",TRUE
"DAKCFMEO_04535","WP_011104646.1",TRUE
"DAKCFMEO_04533","WP_011104647.1",TRUE
"DAKCFMEO_04532","WP_011104648.1",TRUE
"DAKCFMEO_04531","WP_011104649.1",TRUE
"DAKCFMEO_04529","WP_011104651.1",TRUE
"DAKCFMEO_04528","WP_011104652.1",TRUE
"DAKCFMEO_04527","WP_011104653.1",TRUE
"DAKCFMEO_04525","WP_011104654.1",TRUE
"DAKCFMEO_04522","WP_011104655.1",TRUE
"DAKCFMEO_04520","WP_011104657.1",TRUE
"DAKCFMEO_04498","WP_011104658.1",TRUE
"DAKCFMEO_04495","WP_011104660.1",TRUE
"DAKCFMEO_04494","WP_011104661.1",TRUE
"DAKCFMEO_04490","WP_011104663.1",TRUE
"DAKCFMEO_04483","WP_011104667.1",TRUE
"DAKCFMEO_04482","WP_011104668.1",TRUE
"DAKCFMEO_03466","WP_011104672.1",TRUE
"DAKCFMEO_04394","WP_011104674.1",TRUE
"DAKCFMEO_04399","WP_011104675.1",TRUE
"DAKCFMEO_04408","WP_011104677.1",TRUE
"DAKCFMEO_04480","WP_011104680.1",TRUE
"DAKCFMEO_04375","WP_011104683.1",TRUE
"DAKCFMEO_04373","WP_011104685.1",TRUE
"DAKCFMEO_04371","WP_011104686.1",TRUE
"DAKCFMEO_04369","WP_011104687.1",TRUE
"DAKCFMEO_04363","WP_011104690.1",TRUE
"DAKCFMEO_04359","WP_011104691.1",TRUE
"DAKCFMEO_04358","WP_011104692.1",TRUE
"DAKCFMEO_04357","WP_011104693.1",TRUE
"DAKCFMEO_03455","WP_011104695.1",TRUE
"DAKCFMEO_04344","WP_011104696.1",TRUE
"DAKCFMEO_04340","WP_011104697.1",TRUE
"DAKCFMEO_04333","WP_011104699.1",TRUE
"DAKCFMEO_04332","WP_011104700.1",TRUE
"DAKCFMEO_04330","WP_011104701.1",TRUE
"DAKCFMEO_04328","WP_011104702.1",TRUE
"DAKCFMEO_00602","WP_011104705.1",TRUE
"DAKCFMEO_04322","WP_011104706.1",TRUE
"DAKCFMEO_04320","WP_011104707.1",TRUE
"DAKCFMEO_04317","WP_011104708.1",TRUE
"DAKCFMEO_04314","WP_011104709.1",TRUE
"DAKCFMEO_04313","WP_011104710.1",TRUE
"DAKCFMEO_04312","WP_011104711.1",TRUE
"DAKCFMEO_04302","WP_011104717.1",TRUE
"DAKCFMEO_04300","WP_011104720.1",TRUE
"DAKCFMEO_04297","WP_011104723.1",TRUE
"DAKCFMEO_04294","WP_011104724.1",TRUE
"DAKCFMEO_04292","WP_011104725.1",TRUE
"DAKCFMEO_04288","WP_011104727.1",TRUE
"DAKCFMEO_04286","WP_011104730.1",TRUE
"DAKCFMEO_04285","WP_011104731.1",TRUE
"DAKCFMEO_04282","WP_011104732.1",TRUE
"DAKCFMEO_04281","WP_011104733.1",TRUE
"DAKCFMEO_04280","WP_011104734.1",TRUE
"DAKCFMEO_04267","WP_011104736.1",TRUE
"DAKCFMEO_04266","WP_011104737.1",TRUE
"DAKCFMEO_04261","WP_011104738.1",TRUE
"DAKCFMEO_04260","WP_011104739.1",TRUE
"DAKCFMEO_04259","WP_011104740.1",TRUE
"DAKCFMEO_04488","WP_011104741.1",TRUE
"DAKCFMEO_04256","WP_011104742.1",TRUE
"DAKCFMEO_04250","WP_011104743.1",TRUE
"DAKCFMEO_04244","WP_011104745.1",TRUE
"DAKCFMEO_04243","WP_011104746.1",TRUE
"DAKCFMEO_04232","WP_011104749.1",TRUE
"DAKCFMEO_04230","WP_011104753.1",TRUE
"DAKCFMEO_04229","WP_011104754.1",TRUE
"DAKCFMEO_04228","WP_011104755.1",TRUE
"DAKCFMEO_04227","WP_011104756.1",TRUE
"DAKCFMEO_04226","WP_011104757.1",TRUE
"DAKCFMEO_04193","WP_011104763.1",TRUE
"DAKCFMEO_04189","WP_011104764.1",TRUE
"DAKCFMEO_04188","WP_011104765.1",TRUE
"DAKCFMEO_04187","WP_011104766.1",TRUE
"DAKCFMEO_04146","WP_011104774.1",TRUE
"DAKCFMEO_04152","WP_011104777.1",TRUE
"DAKCFMEO_04155","WP_011104778.1",TRUE
"DAKCFMEO_04158","WP_011104780.1",TRUE
"DAKCFMEO_04161","WP_011104782.1",TRUE
"DAKCFMEO_04164","WP_011104783.1",TRUE
"DAKCFMEO_04166","WP_011104784.1",TRUE
"DAKCFMEO_04167","WP_011104785.1",TRUE
"DAKCFMEO_03033","WP_011104801.1",TRUE
"DAKCFMEO_03035","WP_011104802.1",TRUE
"DAKCFMEO_03037","WP_011104803.1",TRUE
"DAKCFMEO_03122","WP_011104809.1",TRUE
"DAKCFMEO_03123","WP_011104810.1",TRUE
"DAKCFMEO_03125","WP_011104811.1",TRUE
"DAKCFMEO_03132","WP_011104812.1",TRUE
"DAKCFMEO_03133","WP_011104813.1",TRUE
"DAKCFMEO_03134","WP_011104814.1",TRUE
"DAKCFMEO_03139","WP_011104815.1",TRUE
"DAKCFMEO_03141","WP_011104816.1",TRUE
"DAKCFMEO_03142","WP_011104817.1",TRUE
"DAKCFMEO_03144","WP_011104818.1",TRUE
"DAKCFMEO_03147","WP_011104819.1",TRUE
"DAKCFMEO_03148","WP_011104820.1",TRUE
"DAKCFMEO_03151","WP_011104834.1",TRUE
"DAKCFMEO_03166","WP_011104855.1",TRUE
"DAKCFMEO_00257","WP_011104856.1",TRUE
"DAKCFMEO_00074","WP_011104860.1",TRUE
"DAKCFMEO_04477","WP_011104861.1",TRUE
"DAKCFMEO_04474","WP_011104862.1",TRUE
"DAKCFMEO_04473","WP_011104863.1",TRUE
"DAKCFMEO_04468","WP_011104866.1",TRUE
"DAKCFMEO_00083","WP_011104870.1",TRUE
"DAKCFMEO_00084","WP_011104871.1",TRUE
"DAKCFMEO_00085","WP_011104873.1",TRUE
"DAKCFMEO_00086","WP_011104874.1",TRUE
"DAKCFMEO_00090","WP_011104877.1",TRUE
"DAKCFMEO_00124","WP_011104883.1",TRUE
"DAKCFMEO_00132","WP_011104884.1",TRUE
"DAKCFMEO_00133","WP_011104885.1",TRUE
"DAKCFMEO_00140","WP_011104887.1",TRUE
"DAKCFMEO_00146","WP_011104888.1",TRUE
"DAKCFMEO_00163","WP_011104892.1",TRUE
"DAKCFMEO_00170","WP_011104894.1",TRUE
"DAKCFMEO_00173","WP_011104895.1",TRUE
"DAKCFMEO_00177","WP_011104896.1",TRUE
"DAKCFMEO_00178","WP_011104897.1",TRUE
"DAKCFMEO_00186","WP_011104899.1",TRUE
"DAKCFMEO_00187","WP_011104900.1",TRUE
"DAKCFMEO_00188","WP_011104901.1",TRUE
"DAKCFMEO_00189","WP_011104902.1",TRUE
"DAKCFMEO_00194","WP_011104905.1",TRUE
"DAKCFMEO_00201","WP_011104908.1",TRUE
"DAKCFMEO_00211","WP_011104910.1",TRUE
"DAKCFMEO_00218","WP_011104911.1",TRUE
"DAKCFMEO_00221","WP_011104912.1",TRUE
"DAKCFMEO_00228","WP_011104913.1",TRUE
"DAKCFMEO_00232","WP_011104914.1",TRUE
"DAKCFMEO_00236","WP_011104915.1",TRUE
"DAKCFMEO_00240","WP_011104916.1",TRUE
"DAKCFMEO_00246","WP_011104917.1",TRUE
"DAKCFMEO_00247","WP_011104918.1",TRUE
"DAKCFMEO_00248","WP_011104919.1",TRUE
"DAKCFMEO_00251","WP_011104920.1",TRUE
"DAKCFMEO_02428","WP_011104931.1",TRUE
"DAKCFMEO_04428","WP_011104935.1",FALSE
"DAKCFMEO_02415","WP_011104938.1",TRUE
"DAKCFMEO_00270","WP_011104942.1",TRUE
"DAKCFMEO_00271","WP_011104944.1",TRUE
"DAKCFMEO_00272","WP_011104945.1",TRUE
"DAKCFMEO_00278","WP_011104948.1",TRUE
"DAKCFMEO_00279","WP_011104949.1",TRUE
"DAKCFMEO_00280","WP_011104950.1",TRUE
"DAKCFMEO_00282","WP_011104951.1",TRUE
"DAKCFMEO_00288","WP_011104953.1",TRUE
"DAKCFMEO_00306","WP_011104954.1",TRUE
"DAKCFMEO_00310","WP_011104956.1",TRUE
"DAKCFMEO_00312","WP_011104968.1",TRUE
"DAKCFMEO_00323","WP_011104970.1",FALSE
"DAKCFMEO_00320","WP_011104971.1",TRUE
"DAKCFMEO_00321","WP_011104972.1",TRUE
"DAKCFMEO_00322","WP_011104973.1",FALSE
"DAKCFMEO_00334","WP_011104976.1",TRUE
"DAKCFMEO_00335","WP_011104977.1",TRUE
"DAKCFMEO_00340","WP_011104978.1",TRUE
"DAKCFMEO_00341","WP_011104979.1",TRUE
"DAKCFMEO_00342","WP_011104980.1",TRUE
"DAKCFMEO_00344","WP_011104981.1",TRUE
"DAKCFMEO_00346","WP_011104983.1",TRUE
"DAKCFMEO_00349","WP_011104985.1",TRUE
"DAKCFMEO_00355","WP_011104986.1",TRUE
"DAKCFMEO_00356","WP_011104987.1",TRUE
"DAKCFMEO_00357","WP_011104988.1",TRUE
"DAKCFMEO_00365","WP_011104989.1",TRUE
"DAKCFMEO_00374","WP_011104991.1",TRUE
"DAKCFMEO_00378","WP_011104992.1",TRUE
"DAKCFMEO_00381","WP_011104997.1",TRUE
"DAKCFMEO_00383","WP_011104998.1",TRUE
"DAKCFMEO_00385","WP_011104999.1",TRUE
"DAKCFMEO_00387","WP_011105001.1",TRUE
"DAKCFMEO_00394","WP_011105003.1",TRUE
"DAKCFMEO_00400","WP_011105004.1",TRUE
"DAKCFMEO_00424","WP_011105005.1",TRUE
"DAKCFMEO_03473","WP_011105006.1",TRUE
"DAKCFMEO_00436","WP_011105008.1",TRUE
"DAKCFMEO_00450","WP_011105010.1",TRUE
"DAKCFMEO_00452","WP_011105011.1",TRUE
"DAKCFMEO_00453","WP_011105012.1",TRUE
"DAKCFMEO_00456","WP_011105013.1",TRUE
"DAKCFMEO_00458","WP_011105014.1",TRUE
"DAKCFMEO_00460","WP_011105015.1",TRUE
"DAKCFMEO_00466","WP_011105016.1",TRUE
"DAKCFMEO_00467","WP_011105017.1",TRUE
"DAKCFMEO_00468","WP_011105018.1",TRUE
"DAKCFMEO_00471","WP_011105019.1",TRUE
"DAKCFMEO_01689","WP_011105022.1",TRUE
"DAKCFMEO_01690","WP_011105023.1",TRUE
"DAKCFMEO_01698","WP_011105024.1",TRUE
"DAKCFMEO_01700","WP_011105025.1",TRUE
"DAKCFMEO_01702","WP_011105026.1",TRUE
"DAKCFMEO_01703","WP_011105028.1",TRUE
"DAKCFMEO_00842","WP_011105036.1",TRUE
"DAKCFMEO_00841","WP_011105037.1",TRUE
"DAKCFMEO_03045","WP_011105040.1",TRUE
"DAKCFMEO_01781","WP_011105043.1",TRUE
"DAKCFMEO_01782","WP_011105044.1",TRUE
"DAKCFMEO_01783","WP_011105045.1",TRUE
"DAKCFMEO_01785","WP_011105046.1",TRUE
"DAKCFMEO_01787","WP_011105048.1",TRUE
"DAKCFMEO_01795","WP_011105049.1",TRUE
"DAKCFMEO_01802","WP_011105051.1",TRUE
"DAKCFMEO_01806","WP_011105052.1",TRUE
"DAKCFMEO_04758","WP_011105053.1",TRUE
"DAKCFMEO_04760","WP_011105055.1",TRUE
"DAKCFMEO_04763","WP_011105057.1",TRUE
"DAKCFMEO_04764","WP_011105058.1",TRUE
"DAKCFMEO_04765","WP_011105059.1",TRUE
"DAKCFMEO_04770","WP_011105060.1",TRUE
"DAKCFMEO_04781","WP_011105067.1",TRUE
"DAKCFMEO_04782","WP_011105068.1",TRUE
"DAKCFMEO_00555","WP_011105075.1",TRUE
"DAKCFMEO_03083","WP_011105083.1",TRUE
"DAKCFMEO_04453","WP_011105087.1",FALSE
"DAKCFMEO_00556","WP_011105092.1",TRUE
"DAKCFMEO_00558","WP_011105095.1",TRUE
"DAKCFMEO_00560","WP_011105096.1",TRUE
"DAKCFMEO_00565","WP_011105097.1",TRUE
"DAKCFMEO_00569","WP_011105098.1",TRUE
"DAKCFMEO_00570","WP_011105099.1",TRUE
"DAKCFMEO_00571","WP_011105101.1",TRUE
"DAKCFMEO_00572","WP_011105102.1",TRUE
"DAKCFMEO_00573","WP_011105103.1",TRUE
"DAKCFMEO_00574","WP_011105104.1",TRUE
"DAKCFMEO_00575","WP_011105105.1",TRUE
"DAKCFMEO_00580","WP_011105107.1",TRUE
"DAKCFMEO_00581","WP_011105108.1",TRUE
"DAKCFMEO_00582","WP_011105109.1",TRUE
"DAKCFMEO_04783","WP_011105110.1",TRUE
"DAKCFMEO_04787","WP_011105112.1",TRUE
"DAKCFMEO_04797","WP_011105140.1",TRUE
"DAKCFMEO_02049","WP_011105169.1",TRUE
"DAKCFMEO_03757","WP_011105170.1",TRUE
"DAKCFMEO_04323","WP_011105173.1",TRUE
"DAKCFMEO_02890","WP_011105175.1",TRUE
"DAKCFMEO_00071","WP_011105180.1",TRUE
"DAKCFMEO_04807","WP_011105183.1",TRUE
"DAKCFMEO_04816","WP_011105185.1",TRUE
"DAKCFMEO_04818","WP_011105186.1",TRUE
"DAKCFMEO_04819","WP_011105187.1",TRUE
"DAKCFMEO_04820","WP_011105188.1",TRUE
"DAKCFMEO_04821","WP_011105190.1",TRUE
"DAKCFMEO_04823","WP_011105191.1",TRUE
"DAKCFMEO_04824","WP_011105192.1",TRUE
"DAKCFMEO_03605","WP_011105194.1",TRUE
"DAKCFMEO_03601","WP_011105195.1",TRUE
"DAKCFMEO_03664","WP_011105196.1",TRUE
"DAKCFMEO_03659","WP_011105198.1",TRUE
"DAKCFMEO_03658","WP_011105200.1",TRUE
"DAKCFMEO_03656","WP_011105201.1",TRUE
"DAKCFMEO_03651","WP_011105203.1",TRUE
"DAKCFMEO_03649","WP_011105204.1",TRUE
"DAKCFMEO_03639","WP_011105206.1",TRUE
"DAKCFMEO_03637","WP_011105207.1",TRUE
"DAKCFMEO_03632","WP_011105208.1",TRUE
"DAKCFMEO_03629","WP_011105209.1",TRUE
"DAKCFMEO_03628","WP_011105210.1",TRUE
"DAKCFMEO_03622","WP_011105215.1",TRUE
"DAKCFMEO_03619","WP_011105216.1",TRUE
"DAKCFMEO_04827","WP_011105217.1",TRUE
"DAKCFMEO_04831","WP_011105219.1",TRUE
"DAKCFMEO_04833","WP_011105220.1",TRUE
"DAKCFMEO_04838","WP_011105221.1",TRUE
"DAKCFMEO_04839","WP_011105222.1",TRUE
"DAKCFMEO_04843","WP_011105223.1",TRUE
"DAKCFMEO_04846","WP_011105224.1",TRUE
"DAKCFMEO_04847","WP_011105225.1",TRUE
"DAKCFMEO_04848","WP_011105226.1",TRUE
"DAKCFMEO_04853","WP_011105228.1",TRUE
"DAKCFMEO_04859","WP_011105229.1",TRUE
"DAKCFMEO_04863","WP_011105230.1",TRUE
"DAKCFMEO_04873","WP_011105232.1",TRUE
"DAKCFMEO_04874","WP_011105233.1",TRUE
"DAKCFMEO_04875","WP_011105234.1",TRUE
"DAKCFMEO_04883","WP_011105236.1",TRUE
"DAKCFMEO_04886","WP_011105237.1",TRUE
"DAKCFMEO_04890","WP_011105238.1",TRUE
"DAKCFMEO_04893","WP_011105239.1",TRUE
"DAKCFMEO_04894","WP_011105240.1",TRUE
"DAKCFMEO_04897","WP_011105241.1",TRUE
"DAKCFMEO_04904","WP_011105242.1",TRUE
"DAKCFMEO_04907","WP_011105244.1",TRUE
"DAKCFMEO_04912","WP_011105246.1",TRUE
"DAKCFMEO_04915","WP_011105248.1",TRUE
"DAKCFMEO_04927","WP_011105254.1",TRUE
"DAKCFMEO_04928","WP_011105255.1",TRUE
"DAKCFMEO_04933","WP_011105257.1",TRUE
"DAKCFMEO_04934","WP_011105258.1",TRUE
"DAKCFMEO_04939","WP_011105259.1",TRUE
"DAKCFMEO_04941","WP_011105261.1",TRUE
"DAKCFMEO_04944","WP_011105263.1",TRUE
"DAKCFMEO_04948","WP_011105266.1",TRUE
"DAKCFMEO_04952","WP_011105267.1",TRUE
"DAKCFMEO_04954","WP_011105268.1",TRUE
