Orthogroup	DC3000_protein_12_2025	plate25.C2.annotation
OG0002689	WP_007246911.1	DAKCFMEO_03848
OG0002690	WP_007246944.1	DAKCFMEO_01399
OG0002691	WP_007246946.1	DAKCFMEO_01401
OG0002692	WP_007246947.1	DAKCFMEO_01402
OG0002693	WP_007246966.1	DAKCFMEO_04705
OG0002694	WP_007246973.1	DAKCFMEO_04718
OG0002695	WP_007246984.1	DAKCFMEO_04730
OG0002696	WP_007247022.1	DAKCFMEO_00082
OG0002697	WP_007247038.1	DAKCFMEO_02192
OG0002698	WP_007247039.1	DAKCFMEO_02194
OG0002699	WP_007247040.1	DAKCFMEO_02195
OG0002700	WP_007247044.1	DAKCFMEO_02207
OG0002701	WP_007247057.1	DAKCFMEO_05009
OG0002702	WP_007247086.1	DAKCFMEO_03334
OG0002703	WP_007247126.1	DAKCFMEO_03955
OG0002704	WP_007247147.1	DAKCFMEO_03979
OG0002706	WP_007247176.1	DAKCFMEO_01977
OG0002707	WP_007247212.1	DAKCFMEO_01927
OG0002708	WP_007247213.1	DAKCFMEO_01926
OG0002709	WP_007247215.1	DAKCFMEO_01819
OG0002710	WP_007247222.1	DAKCFMEO_01876
OG0002711	WP_007247319.1	DAKCFMEO_01954
OG0002712	WP_007247332.1	DAKCFMEO_05155
OG0002713	WP_007247340.1	DAKCFMEO_02135
OG0002714	WP_007247360.1	DAKCFMEO_02262
OG0002715	WP_007247432.1	DAKCFMEO_05174
OG0002716	WP_007247460.1	DAKCFMEO_05303
OG0002717	WP_007247479.1	DAKCFMEO_03279
OG0002718	WP_010200894.1	DAKCFMEO_01512
OG0002719	WP_010201143.1	DAKCFMEO_02797
OG0002720	WP_010201208.1	DAKCFMEO_03150
OG0002721	WP_010201647.1	DAKCFMEO_01651
OG0002722	WP_010201804.1	DAKCFMEO_01643
OG0002723	WP_010201831.1	DAKCFMEO_02970
OG0002724	WP_010202254.1	DAKCFMEO_04372
OG0002725	WP_010202721.1	DAKCFMEO_04201
OG0002726	WP_010203307.1	DAKCFMEO_03777
OG0002727	WP_010203323.1	DAKCFMEO_03772
OG0002728	WP_010203608.1	DAKCFMEO_00150
OG0002729	WP_010203924.1	DAKCFMEO_02197
OG0002730	WP_010204046.1	DAKCFMEO_03467
OG0002731	WP_010204183.1	DAKCFMEO_03020
OG0002732	WP_010204340.1	DAKCFMEO_02408
OG0002733	WP_010204398.1	DAKCFMEO_00960
OG0002734	WP_010204432.1	DAKCFMEO_04661
OG0002735	WP_010204647.1	DAKCFMEO_02692
OG0002736	WP_010204659.1	DAKCFMEO_04688
OG0002737	WP_010205374.1	DAKCFMEO_02047
OG0002738	WP_010205456.1	DAKCFMEO_02946
OG0002739	WP_010205556.1	DAKCFMEO_01349
OG0002740	WP_010205558.1	DAKCFMEO_01350
OG0002741	WP_010205561.1	DAKCFMEO_01352
OG0002742	WP_010205950.1	DAKCFMEO_05184
OG0002743	WP_010207011.1	DAKCFMEO_02916
OG0002744	WP_010207498.1	DAKCFMEO_00926
OG0002745	WP_010207549.1	DAKCFMEO_05183
OG0002746	WP_010207837.1	DAKCFMEO_00207
OG0002747	WP_010207872.1	DAKCFMEO_02551
OG0002748	WP_010207888.1	DAKCFMEO_02574
OG0002749	WP_010208311.1	DAKCFMEO_01857
OG0002750	WP_010208878.1	DAKCFMEO_04291
OG0002751	WP_010209025.1	DAKCFMEO_05242
OG0002752	WP_010209286.1	DAKCFMEO_03130
OG0002754	WP_010210634.1	DAKCFMEO_00935
OG0002756	WP_010216200.1	DAKCFMEO_05127
OG0002757	WP_010216538.1	DAKCFMEO_03822
OG0002758	WP_010216700.1	DAKCFMEO_04749
OG0002759	WP_010217367.1	DAKCFMEO_02854
OG0002760	WP_010218977.1	DAKCFMEO_00336
OG0002761	WP_010219162.1	DAKCFMEO_01104
OG0002762	WP_010219554.1	DAKCFMEO_00311
OG0002763	WP_010220797.1	DAKCFMEO_00933
OG0002764	WP_010428875.1	DAKCFMEO_03917
OG0002765	WP_011102932.1	DAKCFMEO_01264
OG0002767	WP_011102951.1	DAKCFMEO_01277
OG0002768	WP_011102952.1	DAKCFMEO_01278
OG0002769	WP_011102953.1	DAKCFMEO_01279
OG0002770	WP_011102954.1	DAKCFMEO_01280
OG0002771	WP_011102955.1	DAKCFMEO_01281
OG0002772	WP_011102957.1	DAKCFMEO_01285
OG0002773	WP_011102958.1	DAKCFMEO_01286
OG0002774	WP_011102959.1	DAKCFMEO_01287
OG0002776	WP_011102975.1	DAKCFMEO_01885
OG0002777	WP_011102978.1	DAKCFMEO_01825
OG0002778	WP_011102979.1	DAKCFMEO_01828
OG0002779	WP_011102980.1	DAKCFMEO_01833
OG0002780	WP_011102984.1	DAKCFMEO_01847
OG0002781	WP_011102991.1	DAKCFMEO_01868
OG0002782	WP_011102992.1	DAKCFMEO_01870
OG0002783	WP_011102993.1	DAKCFMEO_01871
OG0002784	WP_011102996.1	DAKCFMEO_01822
OG0002785	WP_011102997.1	DAKCFMEO_01821
OG0002786	WP_011102998.1	DAKCFMEO_01820
OG0002787	WP_011103000.1	DAKCFMEO_01925
OG0002788	WP_011103001.1	DAKCFMEO_01928
OG0002789	WP_011103002.1	DAKCFMEO_01929
OG0002790	WP_011103004.1	DAKCFMEO_01931
OG0002791	WP_011103006.1	DAKCFMEO_01935
OG0002792	WP_011103008.1	DAKCFMEO_01944
OG0002793	WP_011103010.1	DAKCFMEO_02218
OG0002794	WP_011103011.1	DAKCFMEO_02221
OG0002795	WP_011103012.1	DAKCFMEO_04464
OG0002796	WP_011103014.1	DAKCFMEO_02231
OG0002797	WP_011103015.1	DAKCFMEO_02237
OG0002798	WP_011103017.1	DAKCFMEO_01310
OG0002799	WP_011103018.1	DAKCFMEO_01309
OG0002801	WP_011103022.1	DAKCFMEO_01306
OG0002802	WP_011103024.1	DAKCFMEO_01304
OG0002803	WP_011103025.1	DAKCFMEO_01301
OG0002804	WP_011103027.1	DAKCFMEO_01297
OG0002805	WP_011103028.1	DAKCFMEO_01295
OG0002806	WP_011103029.1	DAKCFMEO_01294
OG0002807	WP_011103037.1	DAKCFMEO_01915
OG0002808	WP_011103038.1	DAKCFMEO_01916
OG0002809	WP_011103040.1	DAKCFMEO_01918
OG0002810	WP_011103041.1	DAKCFMEO_01921
OG0002811	WP_011103042.1	DAKCFMEO_01818
OG0002812	WP_011103045.1	DAKCFMEO_02004
OG0002813	WP_011103048.1	DAKCFMEO_02008
OG0002814	WP_011103049.1	DAKCFMEO_02009
OG0002815	WP_011103050.1	DAKCFMEO_02012
OG0002816	WP_011103052.1	DAKCFMEO_02016
OG0002817	WP_011103056.1	DAKCFMEO_05181
OG0002819	WP_011103092.1	DAKCFMEO_05157
OG0002820	WP_011103093.1	DAKCFMEO_05156
OG0002821	WP_011103094.1	DAKCFMEO_01979
OG0002822	WP_011103095.1	DAKCFMEO_01981
OG0002823	WP_011103099.1	DAKCFMEO_01817
OG0002824	WP_011103100.1	DAKCFMEO_01815
OG0002825	WP_011103101.1	DAKCFMEO_01812
OG0002826	WP_011103103.1	DAKCFMEO_02182
OG0002827	WP_011103104.1	DAKCFMEO_02183
OG0002828	WP_011103107.1	DAKCFMEO_05124
OG0002829	WP_011103109.1	DAKCFMEO_05121
OG0002830	WP_011103111.1	DAKCFMEO_05118
OG0002831	WP_011103113.1	DAKCFMEO_05117
OG0002832	WP_011103115.1	DAKCFMEO_05115
OG0002833	WP_011103118.1	DAKCFMEO_02140
OG0002834	WP_011103119.1	DAKCFMEO_02142
OG0002835	WP_011103122.1	DAKCFMEO_05275
OG0002836	WP_011103123.1	DAKCFMEO_02147
OG0002837	WP_011103125.1	DAKCFMEO_02154
OG0002838	WP_011103126.1	DAKCFMEO_02160
OG0002839	WP_011103127.1	DAKCFMEO_02169
OG0002840	WP_011103128.1	DAKCFMEO_02170
OG0002841	WP_011103131.1	DAKCFMEO_02173
OG0002842	WP_011103132.1	DAKCFMEO_02174
OG0002843	WP_011103134.1	DAKCFMEO_04976
OG0002844	WP_011103135.1	DAKCFMEO_02179
OG0002845	WP_011103137.1	DAKCFMEO_05038
OG0002846	WP_011103140.1	DAKCFMEO_05026
OG0002847	WP_011103141.1	DAKCFMEO_05055
OG0002848	WP_011103143.1	DAKCFMEO_02944
OG0002849	WP_011103144.1	DAKCFMEO_02960
OG0002851	WP_011103158.1	DAKCFMEO_02928
OG0002852	WP_011103159.1	DAKCFMEO_02926
OG0002853	WP_011103160.1	DAKCFMEO_02922
OG0002854	WP_011103161.1	DAKCFMEO_02920
OG0002855	WP_011103171.1	DAKCFMEO_03040
OG0002856	WP_011103181.1	DAKCFMEO_02865
OG0002857	WP_011103182.1	DAKCFMEO_02864
OG0002858	WP_011103183.1	DAKCFMEO_02863
OG0002859	WP_011103184.1	DAKCFMEO_02862
OG0002860	WP_011103185.1	DAKCFMEO_02860
OG0002861	WP_011103186.1	DAKCFMEO_02858
OG0002862	WP_011103187.1	DAKCFMEO_02855
OG0002863	WP_011103191.1	DAKCFMEO_02850
OG0002864	WP_011103195.1	DAKCFMEO_02844
OG0002865	WP_011103197.1	DAKCFMEO_02838
OG0002866	WP_011103203.1	DAKCFMEO_02828
OG0002867	WP_011103204.1	DAKCFMEO_02825
OG0002868	WP_011103205.1	DAKCFMEO_02824
OG0002869	WP_011103215.1	DAKCFMEO_02812
OG0002870	WP_011103216.1	DAKCFMEO_02810
OG0002871	WP_011103217.1	DAKCFMEO_02803
OG0002872	WP_011103219.1	DAKCFMEO_03487
OG0002873	WP_011103220.1	DAKCFMEO_03500
OG0002874	WP_011103224.1	DAKCFMEO_03539
OG0002875	WP_011103225.1	DAKCFMEO_03544
OG0002876	WP_011103226.1	DAKCFMEO_00498
OG0002877	WP_011103227.1	DAKCFMEO_02057
OG0002878	WP_011103233.1	DAKCFMEO_03560
OG0002879	WP_011103234.1	DAKCFMEO_03564
OG0002880	WP_011103235.1	DAKCFMEO_03567
OG0002881	WP_011103236.1	DAKCFMEO_03568
OG0002882	WP_011103238.1	DAKCFMEO_03571
OG0002883	WP_011103239.1	DAKCFMEO_03572
OG0002884	WP_011103240.1	DAKCFMEO_03575
OG0002886	WP_011103249.1	DAKCFMEO_03282
OG0002887	WP_011103253.1	DAKCFMEO_03584
OG0002888	WP_011103255.1	DAKCFMEO_03588
OG0002889	WP_011103256.1	DAKCFMEO_03589
OG0002890	WP_011103257.1	DAKCFMEO_03598
OG0002891	WP_011103258.1	DAKCFMEO_03665
OG0002892	WP_011103259.1	DAKCFMEO_03666
OG0002893	WP_011103261.1	DAKCFMEO_03669
OG0002894	WP_011103262.1	DAKCFMEO_03670
OG0002895	WP_011103263.1	DAKCFMEO_03671
OG0002896	WP_011103267.1	DAKCFMEO_03683
OG0002897	WP_011103269.1	DAKCFMEO_03689
OG0002898	WP_011103270.1	DAKCFMEO_03695
OG0002899	WP_011103272.1	DAKCFMEO_03701
OG0002900	WP_011103273.1	DAKCFMEO_03705
OG0002901	WP_011103275.1	DAKCFMEO_00609
OG0002902	WP_011103276.1	DAKCFMEO_00608
OG0002903	WP_011103277.1	DAKCFMEO_00607
OG0002904	WP_011103280.1	DAKCFMEO_00599
OG0002905	WP_011103282.1	DAKCFMEO_00595
OG0002906	WP_011103283.1	DAKCFMEO_00593
OG0002907	WP_011103284.1	DAKCFMEO_00592
OG0002908	WP_011103285.1	DAKCFMEO_00591
OG0002909	WP_011103287.1	DAKCFMEO_00590
OG0002910	WP_011103288.1	DAKCFMEO_00589
OG0002911	WP_011103289.1	DAKCFMEO_00587
OG0002912	WP_011103291.1	DAKCFMEO_00534
OG0002913	WP_011103292.1	DAKCFMEO_00528
OG0002914	WP_011103293.1	DAKCFMEO_00527
OG0002915	WP_011103294.1	DAKCFMEO_00526
OG0002916	WP_011103295.1	DAKCFMEO_00525
OG0002917	WP_011103299.1	DAKCFMEO_04448
OG0002918	WP_011103300.1	DAKCFMEO_04447
OG0002919	WP_011103301.1	DAKCFMEO_00522
OG0002920	WP_011103303.1	DAKCFMEO_00518
OG0002921	WP_011103304.1	DAKCFMEO_03118
OG0002923	WP_011103337.1	DAKCFMEO_01790
OG0002924	WP_011103345.1	DAKCFMEO_02884
OG0002925	WP_011103349.1	DAKCFMEO_00503
OG0002926	WP_011103350.1	DAKCFMEO_00502
OG0002927	WP_011103353.1	DAKCFMEO_03581
OG0002928	WP_011103355.1	DAKCFMEO_00494
OG0002929	WP_011103356.1	DAKCFMEO_00492
OG0002930	WP_011103358.1	DAKCFMEO_00488
OG0002931	WP_011103359.1	DAKCFMEO_00483
OG0002932	WP_011103361.1	DAKCFMEO_00480
OG0002933	WP_011103362.1	DAKCFMEO_00479
OG0002934	WP_011103363.1	DAKCFMEO_00478
OG0002935	WP_011103365.1	DAKCFMEO_00475
OG0002936	WP_011103366.1	DAKCFMEO_00473
OG0002937	WP_011103367.1	DAKCFMEO_01673
OG0002938	WP_011103368.1	DAKCFMEO_01672
OG0002939	WP_011103369.1	DAKCFMEO_01670
OG0002940	WP_011103370.1	DAKCFMEO_01666
OG0002941	WP_011103371.1	DAKCFMEO_01664
OG0002942	WP_011103372.1	DAKCFMEO_01658
OG0002943	WP_011103373.1	DAKCFMEO_01655
OG0002944	WP_011103375.1	DAKCFMEO_01653
OG0002945	WP_011103377.1	DAKCFMEO_03483
OG0002946	WP_011103378.1	DAKCFMEO_03481
OG0002947	WP_011103380.1	DAKCFMEO_03475
OG0002948	WP_011103382.1	DAKCFMEO_03470
OG0002949	WP_011103387.1	DAKCFMEO_01753
OG0002950	WP_011103393.1	DAKCFMEO_01746
OG0002951	WP_011103395.1	DAKCFMEO_01742
OG0002952	WP_011103396.1	DAKCFMEO_01741
OG0002953	WP_011103399.1	DAKCFMEO_01736
OG0002954	WP_011103404.1	DAKCFMEO_03464
OG0002955	WP_011103405.1	DAKCFMEO_03463
OG0002956	WP_011103417.1	DAKCFMEO_03060
OG0002957	WP_011103428.1	DAKCFMEO_03445
OG0002958	WP_011103429.1	DAKCFMEO_03439
OG0002959	WP_011103430.1	DAKCFMEO_03437
OG0002960	WP_011103431.1	DAKCFMEO_03436
OG0002961	WP_011103433.1	DAKCFMEO_03431
OG0002962	WP_011103436.1	DAKCFMEO_03420
OG0002963	WP_011103440.1	DAKCFMEO_03403
OG0002964	WP_011103441.1	DAKCFMEO_03395
OG0002965	WP_011103443.1	DAKCFMEO_03393
OG0002966	WP_011103444.1	DAKCFMEO_03391
OG0002967	WP_011103445.1	DAKCFMEO_03390
OG0002968	WP_011103446.1	DAKCFMEO_03388
OG0002969	WP_011103449.1	DAKCFMEO_03384
OG0002970	WP_011103450.1	DAKCFMEO_03383
OG0002971	WP_011103454.1	DAKCFMEO_03379
OG0002972	WP_011103456.1	DAKCFMEO_03374
OG0002973	WP_011103457.1	DAKCFMEO_02793
OG0002974	WP_011103458.1	DAKCFMEO_02782
OG0002975	WP_011103459.1	DAKCFMEO_02779
OG0002976	WP_011103464.1	DAKCFMEO_02769
OG0002977	WP_011103468.1	DAKCFMEO_02761
OG0002978	WP_011103471.1	DAKCFMEO_02756
OG0002979	WP_011103475.1	DAKCFMEO_00120
OG0002980	WP_011103477.1	DAKCFMEO_02747
OG0002981	WP_011103481.1	DAKCFMEO_02739
OG0002982	WP_011103482.1	DAKCFMEO_02738
OG0002983	WP_011103483.1	DAKCFMEO_02737
OG0002984	WP_011103488.1	DAKCFMEO_02722
OG0002985	WP_011103493.1	DAKCFMEO_03307
OG0002986	WP_011103494.1	DAKCFMEO_03303
OG0002987	WP_011103496.1	DAKCFMEO_03296
OG0002988	WP_011103499.1	DAKCFMEO_02977
OG0002989	WP_011103501.1	DAKCFMEO_02990
OG0002990	WP_011103503.1	DAKCFMEO_02994
OG0002991	WP_011103508.1	DAKCFMEO_03014
OG0002992	WP_011103509.1	DAKCFMEO_03015
OG0002993	WP_011103511.1	DAKCFMEO_03016
OG0002994	WP_011103513.1	DAKCFMEO_03018
OG0002995	WP_011103515.1	DAKCFMEO_04791
OG0002996	WP_011103517.1	DAKCFMEO_02892
OG0002997	WP_011103523.1	DAKCFMEO_01772
OG0002998	WP_011103524.1	DAKCFMEO_01768
OG0002999	WP_011103525.1	DAKCFMEO_01765
OG0003000	WP_011103527.1	DAKCFMEO_01291
OG0003001	WP_011103528.1	DAKCFMEO_04465
OG0003002	WP_011103532.1	DAKCFMEO_01473
OG0003003	WP_011103537.1	DAKCFMEO_01466
OG0003004	WP_011103538.1	DAKCFMEO_01461
OG0003005	WP_011103544.1	DAKCFMEO_03322
OG0003006	WP_011103546.1	DAKCFMEO_03343
OG0003007	WP_011103549.1	DAKCFMEO_03352
OG0003008	WP_011103550.1	DAKCFMEO_03356
OG0003009	WP_011103551.1	DAKCFMEO_03358
OG0003011	WP_011103560.1	DAKCFMEO_03280
OG0003012	WP_011103562.1	DAKCFMEO_03277
OG0003013	WP_011103564.1	DAKCFMEO_03274
OG0003014	WP_011103566.1	DAKCFMEO_03273
OG0003015	WP_011103567.1	DAKCFMEO_03268
OG0003016	WP_011103569.1	DAKCFMEO_03257
OG0003017	WP_011103574.1	DAKCFMEO_03250
OG0003018	WP_011103575.1	DAKCFMEO_03249
OG0003020	WP_011103578.1	DAKCFMEO_03244
OG0003021	WP_011103579.1	DAKCFMEO_03242
OG0003022	WP_011103581.1	DAKCFMEO_03232
OG0003023	WP_011103582.1	DAKCFMEO_03228
OG0003024	WP_011103583.1	DAKCFMEO_03226
OG0003025	WP_011103587.1	DAKCFMEO_03208
OG0003026	WP_011103588.1	DAKCFMEO_03207
OG0003027	WP_011103589.1	DAKCFMEO_03206
OG0003028	WP_011103590.1	DAKCFMEO_03203
OG0003029	WP_011103591.1	DAKCFMEO_03202
OG0003030	WP_011103592.1	DAKCFMEO_03194
OG0003031	WP_011103593.1	DAKCFMEO_03192
OG0003032	WP_011103594.1	DAKCFMEO_03187
OG0003033	WP_011103595.1	DAKCFMEO_03186
OG0003034	WP_011103596.1	DAKCFMEO_03184
OG0003035	WP_011103598.1	DAKCFMEO_03172
OG0003036	WP_011103605.1	DAKCFMEO_00068
OG0003037	WP_011103606.1	DAKCFMEO_03321
OG0003038	WP_011103609.1	DAKCFMEO_00066
OG0003039	WP_011103610.1	DAKCFMEO_00065
OG0003040	WP_011103611.1	DAKCFMEO_00064
OG0003041	WP_011103614.1	DAKCFMEO_04445
OG0003042	WP_011103617.1	DAKCFMEO_00052
OG0003043	WP_011103623.1	DAKCFMEO_00037
OG0003044	WP_011103625.1	DAKCFMEO_00035
OG0003045	WP_011103626.1	DAKCFMEO_00032
OG0003046	WP_011103627.1	DAKCFMEO_00031
OG0003047	WP_011103628.1	DAKCFMEO_00029
OG0003048	WP_011103631.1	DAKCFMEO_00024
OG0003049	WP_011103632.1	DAKCFMEO_00023
OG0003050	WP_011103637.1	DAKCFMEO_04209
OG0003051	WP_011103640.1	DAKCFMEO_04212
OG0003052	WP_011103641.1	DAKCFMEO_04213
OG0003053	WP_011103642.1	DAKCFMEO_04214
OG0003054	WP_011103643.1	DAKCFMEO_04215
OG0003055	WP_011103644.1	DAKCFMEO_04220
OG0003056	WP_011103665.1	DAKCFMEO_02239
OG0003057	WP_011103669.1	DAKCFMEO_02249
OG0003058	WP_011103670.1	DAKCFMEO_02250
OG0003059	WP_011103671.1	DAKCFMEO_02253
OG0003060	WP_011103672.1	DAKCFMEO_02255
OG0003061	WP_011103673.1	DAKCFMEO_02259
OG0003062	WP_011103674.1	DAKCFMEO_02261
OG0003063	WP_011103676.1	DAKCFMEO_02263
OG0003064	WP_011103677.1	DAKCFMEO_02269
OG0003065	WP_011103680.1	DAKCFMEO_02279
OG0003066	WP_011103681.1	DAKCFMEO_02280
OG0003067	WP_011103682.1	DAKCFMEO_02285
OG0003068	WP_011103684.1	DAKCFMEO_02287
OG0003069	WP_011103689.1	DAKCFMEO_02297
OG0003070	WP_011103690.1	DAKCFMEO_02302
OG0003071	WP_011103691.1	DAKCFMEO_02304
OG0003072	WP_011103692.1	DAKCFMEO_02308
OG0003073	WP_011103695.1	DAKCFMEO_02321
OG0003074	WP_011103696.1	DAKCFMEO_02322
OG0003075	WP_011103697.1	DAKCFMEO_02323
OG0003076	WP_011103699.1	DAKCFMEO_02326
OG0003077	WP_011103701.1	DAKCFMEO_02335
OG0003078	WP_011103706.1	DAKCFMEO_02369
OG0003079	WP_011103707.1	DAKCFMEO_02370
OG0003080	WP_011103708.1	DAKCFMEO_02372
OG0003081	WP_011103709.1	DAKCFMEO_02378
OG0003082	WP_011103710.1	DAKCFMEO_02380
OG0003083	WP_011103711.1	DAKCFMEO_02382
OG0003084	WP_011103715.1	DAKCFMEO_04509
OG0003085	WP_011103718.1	DAKCFMEO_04513
OG0003086	WP_011103720.1	DAKCFMEO_04517
OG0003087	WP_011103722.1	DAKCFMEO_02397
OG0003088	WP_011103723.1	DAKCFMEO_02398
OG0003089	WP_011103730.1	DAKCFMEO_04825
OG0003090	WP_011103731.1	DAKCFMEO_02424
OG0003091	WP_011103732.1	DAKCFMEO_02422
OG0003092	WP_011103734.1	DAKCFMEO_00838
OG0003093	WP_011103735.1	DAKCFMEO_00837
OG0003094	WP_011103737.1	DAKCFMEO_03935
OG0003095	WP_011103740.1	DAKCFMEO_02443
OG0003096	WP_011103748.1	DAKCFMEO_02453
OG0003097	WP_011103750.1	DAKCFMEO_02455
OG0003098	WP_011103752.1	DAKCFMEO_02458
OG0003099	WP_011103753.1	DAKCFMEO_02461
OG0003100	WP_011103756.1	DAKCFMEO_02466
OG0003101	WP_011103757.1	DAKCFMEO_02468
OG0003102	WP_011103759.1	DAKCFMEO_02471
OG0003104	WP_011103766.1	DAKCFMEO_02486
OG0003105	WP_011103771.1	DAKCFMEO_02492
OG0003106	WP_011103773.1	DAKCFMEO_02496
OG0003107	WP_011103775.1	DAKCFMEO_00997
OG0003108	WP_011103779.1	DAKCFMEO_02514
OG0003109	WP_011103781.1	DAKCFMEO_02520
OG0003110	WP_011103783.1	DAKCFMEO_02525
OG0003111	WP_011103785.1	DAKCFMEO_02533
OG0003112	WP_011103786.1	DAKCFMEO_02535
OG0003113	WP_011103790.1	DAKCFMEO_02550
OG0003114	WP_011103791.1	DAKCFMEO_02553
OG0003115	WP_011103794.1	DAKCFMEO_02562
OG0003116	WP_011103795.1	DAKCFMEO_02566
OG0003117	WP_011103796.1	DAKCFMEO_02572
OG0003118	WP_011103797.1	DAKCFMEO_02573
OG0003119	WP_011103806.1	DAKCFMEO_02584
OG0003120	WP_011103811.1	DAKCFMEO_02597
OG0003121	WP_011103812.1	DAKCFMEO_02601
OG0003122	WP_011103814.1	DAKCFMEO_02607
OG0003123	WP_011103816.1	DAKCFMEO_02610
OG0003124	WP_011103818.1	DAKCFMEO_02614
OG0003125	WP_011103819.1	DAKCFMEO_02618
OG0003126	WP_011103820.1	DAKCFMEO_02619
OG0003127	WP_011103821.1	DAKCFMEO_02623
OG0003128	WP_011103822.1	DAKCFMEO_02630
OG0003129	WP_011103824.1	DAKCFMEO_02637
OG0003134	WP_011103847.1	DAKCFMEO_02642
OG0003135	WP_011103848.1	DAKCFMEO_02645
OG0003136	WP_011103849.1	DAKCFMEO_02646
OG0003137	WP_011103850.1	DAKCFMEO_02647
OG0003138	WP_011103851.1	DAKCFMEO_02649
OG0003139	WP_011103855.1	DAKCFMEO_02667
OG0003140	WP_011103856.1	DAKCFMEO_02672
OG0003141	WP_011103861.1	DAKCFMEO_02677
OG0003142	WP_011103863.1	DAKCFMEO_02682
OG0003143	WP_011103866.1	DAKCFMEO_02690
OG0003144	WP_011103869.1	DAKCFMEO_02697
OG0003145	WP_011103875.1	DAKCFMEO_02704
OG0003146	WP_011103877.1	DAKCFMEO_02706
OG0003147	WP_011103878.1	DAKCFMEO_02708
OG0003148	WP_011103880.1	DAKCFMEO_02712
OG0003149	WP_011103884.1	DAKCFMEO_00618
OG0003150	WP_011103885.1	DAKCFMEO_00619
OG0003151	WP_011103886.1	DAKCFMEO_00621
OG0003152	WP_011103887.1	DAKCFMEO_00625
OG0003153	WP_011103889.1	DAKCFMEO_00629
OG0003154	WP_011103890.1	DAKCFMEO_00635
OG0003155	WP_011103893.1	DAKCFMEO_00661
OG0003156	WP_011103894.1	DAKCFMEO_00665
OG0003157	WP_011103900.1	DAKCFMEO_00677
OG0003158	WP_011103902.1	DAKCFMEO_00679
OG0003159	WP_011103906.1	DAKCFMEO_00682
OG0003160	WP_011103910.1	DAKCFMEO_00687
OG0003161	WP_011103912.1	DAKCFMEO_00689
OG0003162	WP_011103913.1	DAKCFMEO_00690
OG0003163	WP_011103914.1	DAKCFMEO_00691
OG0003164	WP_011103916.1	DAKCFMEO_00696
OG0003165	WP_011103917.1	DAKCFMEO_00700
OG0003166	WP_011103918.1	DAKCFMEO_00701
OG0003167	WP_011103924.1	DAKCFMEO_00709
OG0003168	WP_011103925.1	DAKCFMEO_00711
OG0003169	WP_011103929.1	DAKCFMEO_00718
OG0003170	WP_011103932.1	DAKCFMEO_00728
OG0003171	WP_011103934.1	DAKCFMEO_00732
OG0003172	WP_011103935.1	DAKCFMEO_00737
OG0003173	WP_011103938.1	DAKCFMEO_00742
OG0003174	WP_011103940.1	DAKCFMEO_00744
OG0003175	WP_011103941.1	DAKCFMEO_00747
OG0003176	WP_011103942.1	DAKCFMEO_00748
OG0003177	WP_011103955.1	DAKCFMEO_00761
OG0003178	WP_011103957.1	DAKCFMEO_00765
OG0003179	WP_011103958.1	DAKCFMEO_00766
OG0003180	WP_011103961.1	DAKCFMEO_00772
OG0003181	WP_011103962.1	DAKCFMEO_00776
OG0003182	WP_011103963.1	DAKCFMEO_00778
OG0003183	WP_011103964.1	DAKCFMEO_00780
OG0003184	WP_011103965.1	DAKCFMEO_00788
OG0003185	WP_011103966.1	DAKCFMEO_00789
OG0003186	WP_011103970.1	DAKCFMEO_00802
OG0003187	WP_011103972.1	DAKCFMEO_00816
OG0003188	WP_011103979.1	DAKCFMEO_03844
OG0003189	WP_011103980.1	DAKCFMEO_03845
OG0003190	WP_011103982.1	DAKCFMEO_03847
OG0003191	WP_011103987.1	DAKCFMEO_01004
OG0003192	WP_011103989.1	DAKCFMEO_00824
OG0003193	WP_011103990.1	DAKCFMEO_00827
OG0003194	WP_011103993.1	DAKCFMEO_00836
OG0003195	WP_011104008.1	DAKCFMEO_00859
OG0003196	WP_011104011.1	DAKCFMEO_00868
OG0003197	WP_011104012.1	DAKCFMEO_00870
OG0003198	WP_011104013.1	DAKCFMEO_00871
OG0003199	WP_011104014.1	DAKCFMEO_00872
OG0003201	WP_011104020.1	DAKCFMEO_00900
OG0003202	WP_011104022.1	DAKCFMEO_00901
OG0003203	WP_011104023.1	DAKCFMEO_00902
OG0003204	WP_011104024.1	DAKCFMEO_00904
OG0003205	WP_011104026.1	DAKCFMEO_00907
OG0003206	WP_011104027.1	DAKCFMEO_00916
OG0003207	WP_011104029.1	DAKCFMEO_01405
OG0003208	WP_011104033.1	DAKCFMEO_01368
OG0003209	WP_011104034.1	DAKCFMEO_01365
OG0003210	WP_011104035.1	DAKCFMEO_01364
OG0003211	WP_011104036.1	DAKCFMEO_01363
OG0003212	WP_011104038.1	DAKCFMEO_04461
OG0003213	WP_011104041.1	DAKCFMEO_01353
OG0003214	WP_011104044.1	DAKCFMEO_01347
OG0003215	WP_011104045.1	DAKCFMEO_01346
OG0003216	WP_011104047.1	DAKCFMEO_01343
OG0003217	WP_011104050.1	DAKCFMEO_01336
OG0003218	WP_011104051.1	DAKCFMEO_01335
OG0003219	WP_011104052.1	DAKCFMEO_01334
OG0003220	WP_011104053.1	DAKCFMEO_01333
OG0003221	WP_011104054.1	DAKCFMEO_01332
OG0003222	WP_011104055.1	DAKCFMEO_01331
OG0003223	WP_011104057.1	DAKCFMEO_01326
